emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,id
1.1,93.994,-36.4,4.8580000000000005,5191.0,4905
1.1,93.994,-36.4,4.855,5191.0,30095
1.4,93.444,-36.1,4.963,5228.1,35637
1.1,93.994,-36.4,4.857,5191.0,17904
1.4,94.465,-41.8,4.961,5228.1,37986
1.4,93.444,-36.1,4.965,5228.1,39884
1.4,93.91799999999999,-42.7,4.962,5228.1,4473
-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,39552
1.4,93.91799999999999,-42.7,4.961,5228.1,5813
1.1,93.994,-36.4,4.855,5191.0,36213
1.4,93.91799999999999,-42.7,4.961,5228.1,23907
1.1,93.994,-36.4,4.857,5191.0,16802
-1.8,92.89299999999999,-46.2,1.291,5099.1,34775
1.1,93.994,-36.4,4.86,5191.0,30381
-0.1,93.2,-42.0,4.4060000000000015,5195.8,24919
-1.8,92.89299999999999,-46.2,1.25,5099.1,9015
1.4,94.465,-41.8,4.958,5228.1,2372
1.4,94.465,-41.8,4.8660000000000005,5228.1,13648
1.1,93.994,-36.4,4.864,5191.0,13721
1.1,93.994,-36.4,4.859,5191.0,13684
-1.7,94.215,-40.3,0.8220000000000001,4991.6,40457
1.4,93.444,-36.1,4.966,5228.1,30781
-0.1,93.2,-42.0,4.12,5195.8,26290
-1.8,93.075,-47.1,1.405,5099.1,32967
1.4,93.444,-36.1,4.9639999999999995,5228.1,13723
1.1,93.994,-36.4,4.859,5191.0,21450
1.4,93.91799999999999,-42.7,4.962,5228.1,14383
-0.1,93.2,-42.0,4.1530000000000005,5195.8,34961
1.1,93.994,-36.4,4.86,5191.0,19643
-1.8,92.89299999999999,-46.2,1.327,5099.1,5168
-0.1,93.2,-42.0,4.191,5195.8,26620
1.1,93.994,-36.4,4.857,5191.0,5065
1.4,93.91799999999999,-42.7,4.962,5228.1,25227
-2.9,92.963,-40.8,1.26,5076.2,30917
1.1,93.994,-36.4,4.855,5191.0,13824
1.4,93.444,-36.1,4.965,5228.1,9394
1.4,93.444,-36.1,4.966,5228.1,10443
-1.7,94.215,-40.3,0.8959999999999999,4991.6,8466
1.4,93.91799999999999,-42.7,4.963,5228.1,39657
-0.1,93.2,-42.0,4.191,5195.8,16301
1.4,93.444,-36.1,4.962,5228.1,17604
-1.8,93.075,-47.1,1.405,5099.1,28461
1.4,94.465,-41.8,4.961,5228.1,31944
-0.1,93.2,-42.0,4.191,5195.8,39937
-1.8,92.89299999999999,-46.2,1.344,5099.1,31467
-1.8,93.075,-47.1,1.415,5099.1,24322
1.1,93.994,-36.4,4.857,5191.0,32291
-1.8,92.89299999999999,-46.2,1.334,5099.1,35853
1.4,93.444,-36.1,4.962,5228.1,5852
1.4,93.444,-36.1,4.9639999999999995,5228.1,37702
1.4,93.444,-36.1,4.9639999999999995,5228.1,2330
1.4,93.444,-36.1,4.962,5228.1,1146
-1.8,92.89299999999999,-46.2,1.334,5099.1,36147
-0.1,93.2,-42.0,4.12,5195.8,413
1.4,93.91799999999999,-42.7,4.957,5228.1,7644
1.1,93.994,-36.4,4.857,5191.0,27038
-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,20844
-3.0,92.713,-33.0,0.708,5023.5,2140
-1.8,93.075,-47.1,1.445,5099.1,18289
-1.8,92.89299999999999,-46.2,1.327,5099.1,19784
1.4,93.444,-36.1,4.965,5228.1,24110
1.1,93.994,-36.4,4.859,5191.0,8877
-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,25223
1.4,94.465,-41.8,4.961,5228.1,15079
-1.8,93.075,-47.1,1.365,5099.1,30964
1.4,93.444,-36.1,4.9639999999999995,5228.1,37989
-2.9,92.469,-33.6,1.044,5076.2,18333
-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,13791
1.1,93.994,-36.4,4.86,5191.0,28149
1.4,93.444,-36.1,4.963,5228.1,14254
1.1,93.994,-36.4,4.857,5191.0,35513
-0.1,93.2,-42.0,4.0760000000000005,5195.8,35031
-1.8,93.075,-47.1,1.479,5099.1,33114
1.1,93.994,-36.4,4.857,5191.0,3189
-1.8,93.075,-47.1,1.405,5099.1,28112
-1.8,92.89299999999999,-46.2,1.291,5099.1,14928
-0.1,93.2,-42.0,4.1530000000000005,5195.8,16396
1.1,93.994,-36.4,4.857,5191.0,10872
1.1,93.994,-36.4,4.857,5191.0,8587
-1.8,92.89299999999999,-46.2,1.266,5099.1,29451
-0.1,93.2,-42.0,4.0760000000000005,5195.8,28354
1.4,93.91799999999999,-42.7,4.962,5228.1,11636
-1.8,93.075,-47.1,1.453,5099.1,26244
1.4,94.465,-41.8,4.959,5228.1,19911
-1.8,93.075,-47.1,1.405,5099.1,20013
1.1,93.994,-36.4,4.855,5191.0,4615
-1.7,94.027,-38.3,0.9,4991.6,32944
1.1,93.994,-36.4,4.86,5191.0,29362
1.1,93.994,-36.4,4.86,5191.0,36817
1.4,94.465,-41.8,4.864,5228.1,27930
1.4,93.91799999999999,-42.7,4.968,5228.1,8792
-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,15499
1.4,93.91799999999999,-42.7,4.957,5228.1,2528
1.1,93.994,-36.4,4.857,5191.0,37638
1.1,93.994,-36.4,4.856,5191.0,39223
-1.8,92.89299999999999,-46.2,1.27,5099.1,4049
1.4,93.444,-36.1,4.963,5228.1,17447
1.1,93.994,-36.4,4.859,5191.0,12242
1.4,94.465,-41.8,4.864,5228.1,33690
-2.9,92.20100000000001,-31.4,0.8809999999999999,5076.2,15989
1.4,93.91799999999999,-42.7,4.962,5228.1,11380
-0.1,93.79799999999999,-40.4,4.827,5195.8,30272
1.4,93.444,-36.1,4.967,5228.1,22124
-1.8,92.89299999999999,-46.2,1.291,5099.1,23292
1.4,93.91799999999999,-42.7,4.962,5228.1,4704
-0.1,93.2,-42.0,4.191,5195.8,37220
1.4,94.465,-41.8,4.961,5228.1,10989
1.1,93.994,-36.4,4.857,5191.0,21992
1.4,93.444,-36.1,4.962,5228.1,7069
1.1,93.994,-36.4,4.8580000000000005,5191.0,30577
-1.8,92.89299999999999,-46.2,1.327,5099.1,34903
1.1,93.994,-36.4,4.857,5191.0,13312
-1.8,92.89299999999999,-46.2,1.334,5099.1,12646
-1.8,93.369,-34.8,0.635,5008.7,38109
1.4,93.91799999999999,-42.7,4.963,5228.1,6186
1.1,93.994,-36.4,4.857,5191.0,40321
1.4,94.465,-41.8,4.962,5228.1,1011
1.1,93.994,-36.4,4.859,5191.0,37434
1.1,93.994,-36.4,4.856,5191.0,31023
-1.8,92.84299999999999,-50.0,1.7990000000000002,5099.1,5924
-1.8,92.89299999999999,-46.2,1.25,5099.1,15694
-1.8,93.075,-47.1,1.415,5099.1,158
1.4,93.91799999999999,-42.7,4.962,5228.1,29819
-0.1,93.2,-42.0,4.1530000000000005,5195.8,29970
1.1,93.994,-36.4,4.856,5191.0,24909
1.1,93.994,-36.4,4.856,5191.0,417
-1.8,92.89299999999999,-46.2,1.327,5099.1,31762
1.4,93.91799999999999,-42.7,4.957,5228.1,38435
1.4,93.444,-36.1,4.9639999999999995,5228.1,22131
-1.8,93.876,-40.0,0.684,5008.7,25458
-0.1,93.2,-42.0,4.021,5195.8,27522
1.1,93.994,-36.4,4.855,5191.0,32910
1.1,93.994,-36.4,4.857,5191.0,1254
-3.4,92.431,-26.9,0.7390000000000001,5017.5,5045
1.4,93.444,-36.1,4.968,5228.1,12011
1.4,93.91799999999999,-42.7,4.963,5228.1,36039
1.4,94.465,-41.8,4.959,5228.1,20688
1.1,93.994,-36.4,4.86,5191.0,38972
1.4,93.91799999999999,-42.7,4.963,5228.1,7985
1.1,93.994,-36.4,4.857,5191.0,4663
1.4,93.444,-36.1,4.965,5228.1,26577
-1.1,94.199,-37.5,0.879,4963.6,24238
1.1,93.994,-36.4,4.856,5191.0,30875
1.1,93.994,-36.4,4.857,5191.0,38381
1.1,93.994,-36.4,4.856,5191.0,655
-0.1,93.2,-42.0,4.1530000000000005,5195.8,35985
-1.8,93.075,-47.1,1.405,5099.1,7073
-2.9,92.20100000000001,-31.4,0.873,5076.2,29815
1.1,93.994,-36.4,4.857,5191.0,31095
1.4,94.465,-41.8,4.961,5228.1,36459
1.4,94.465,-41.8,4.955,5228.1,13765
1.1,93.994,-36.4,4.855,5191.0,34531
-0.1,93.2,-42.0,4.0760000000000005,5195.8,12493
1.1,93.994,-36.4,4.857,5191.0,26609
-1.8,93.075,-47.1,1.405,5099.1,25577
1.1,93.994,-36.4,4.859,5191.0,16077
1.1,93.994,-36.4,4.857,5191.0,38177
-2.9,92.963,-40.8,1.266,5076.2,16410
-1.1,94.601,-49.5,0.972,4963.6,26161
-0.1,93.2,-42.0,4.021,5195.8,27970
-3.4,92.431,-26.9,0.754,5017.5,14189
-0.1,93.2,-42.0,4.191,5195.8,17642
-0.1,93.2,-42.0,4.021,5195.8,25703
-0.1,93.2,-42.0,4.021,5195.8,17161
1.4,93.91799999999999,-42.7,4.961,5228.1,41131
1.1,93.994,-36.4,4.855,5191.0,9969
1.4,93.91799999999999,-42.7,4.962,5228.1,5091
-1.7,94.215,-40.3,0.8270000000000001,4991.6,25296
1.4,93.444,-36.1,4.965,5228.1,6891
1.1,93.994,-36.4,4.859,5191.0,36073
1.1,93.994,-36.4,4.859,5191.0,33330
-0.1,93.2,-42.0,4.1530000000000005,5195.8,6883
1.4,94.465,-41.8,4.961,5228.1,34245
1.4,93.444,-36.1,4.968,5228.1,7342
1.4,94.465,-41.8,4.865,5228.1,24174
1.4,93.91799999999999,-42.7,4.963,5228.1,4570
-3.4,92.37899999999999,-29.8,0.75,5017.5,38278
-1.8,92.89299999999999,-46.2,1.25,5099.1,11941
1.4,94.465,-41.8,4.8660000000000005,5228.1,34035
-1.7,94.215,-40.3,0.802,4991.6,10511
1.1,93.994,-36.4,4.857,5191.0,41000
-0.1,93.2,-42.0,4.021,5195.8,1238
-1.8,93.075,-47.1,1.479,5099.1,38021
-1.8,92.89299999999999,-46.2,1.244,5099.1,3547
1.4,93.91799999999999,-42.7,4.957,5228.1,1342
1.4,93.444,-36.1,4.963,5228.1,14821
-1.8,92.89299999999999,-46.2,1.281,5099.1,35261
1.1,93.994,-36.4,4.856,5191.0,5323
-1.8,93.075,-47.1,1.405,5099.1,22116
1.1,93.994,-36.4,4.86,5191.0,12213
1.4,93.91799999999999,-42.7,4.955,5228.1,39220
-2.9,92.20100000000001,-31.4,0.825,5076.2,4234
1.4,94.465,-41.8,4.8660000000000005,5228.1,22769
1.4,93.91799999999999,-42.7,4.963,5228.1,2585
1.4,93.91799999999999,-42.7,4.968,5228.1,28358
1.4,93.444,-36.1,4.9639999999999995,5228.1,2617
1.1,93.994,-36.4,4.857,5191.0,28519
-0.1,93.2,-42.0,4.0760000000000005,5195.8,34910
1.4,94.465,-41.8,4.865,5228.1,912
-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,27150
-1.8,93.075,-47.1,1.405,5099.1,23903
1.4,93.444,-36.1,4.962,5228.1,36952
1.4,93.91799999999999,-42.7,4.962,5228.1,31343
-2.9,92.963,-40.8,1.26,5076.2,37358
1.1,93.994,-36.4,4.856,5191.0,26249
1.4,93.91799999999999,-42.7,4.962,5228.1,15957
-1.8,92.89299999999999,-46.2,1.244,5099.1,17477
-1.8,92.89299999999999,-46.2,1.327,5099.1,32358
-1.8,92.89299999999999,-46.2,1.25,5099.1,26084
1.1,93.994,-36.4,4.856,5191.0,25032
-1.7,94.027,-38.3,0.905,4991.6,9497
-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,6756
-1.8,92.89299999999999,-46.2,1.291,5099.1,4648
-1.8,92.89299999999999,-46.2,1.266,5099.1,38822
-1.8,93.075,-47.1,1.365,5099.1,14063
1.4,93.444,-36.1,4.965,5228.1,31848
1.4,93.91799999999999,-42.7,4.961,5228.1,25876
1.1,93.994,-36.4,4.86,5191.0,29162
1.4,93.91799999999999,-42.7,4.962,5228.1,4075
1.4,93.91799999999999,-42.7,4.962,5228.1,5714
1.1,93.994,-36.4,4.857,5191.0,25449
-2.9,92.963,-40.8,1.268,5076.2,25928
-1.8,92.84299999999999,-50.0,1.663,5099.1,12791
-0.1,93.2,-42.0,4.0760000000000005,5195.8,38358
1.4,93.91799999999999,-42.7,4.968,5228.1,13516
1.1,93.994,-36.4,4.8580000000000005,5191.0,14717
-1.8,92.89299999999999,-46.2,1.25,5099.1,6418
1.4,93.91799999999999,-42.7,4.962,5228.1,23967
1.4,93.91799999999999,-42.7,4.963,5228.1,16862
1.1,93.994,-36.4,4.86,5191.0,19867
1.4,94.465,-41.8,4.865,5228.1,35191
1.1,93.994,-36.4,4.857,5191.0,15941
1.4,93.444,-36.1,4.9639999999999995,5228.1,4085
-1.8,92.84299999999999,-50.0,1.51,5099.1,14492
1.4,94.465,-41.8,4.961,5228.1,33898
-1.8,93.075,-47.1,1.405,5099.1,10468
-2.9,92.20100000000001,-31.4,0.861,5076.2,26847
-1.8,92.89299999999999,-46.2,1.266,5099.1,1256
-0.1,93.2,-42.0,4.1530000000000005,5195.8,17484
-2.9,92.963,-40.8,1.26,5076.2,25466
-0.1,93.2,-42.0,4.0760000000000005,5195.8,28550
-1.8,92.89299999999999,-46.2,1.334,5099.1,12411
-1.7,94.027,-38.3,0.9,4991.6,31104
1.1,93.994,-36.4,4.86,5191.0,31399
1.4,93.91799999999999,-42.7,4.968,5228.1,9576
-1.8,93.075,-47.1,1.405,5099.1,6612
-0.1,93.2,-42.0,4.1530000000000005,5195.8,2803
1.4,94.465,-41.8,4.961,5228.1,34990
-1.8,93.075,-47.1,1.415,5099.1,31516
1.4,94.465,-41.8,4.959,5228.1,35187
1.1,93.994,-36.4,4.855,5191.0,4285
-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,31616
1.4,94.465,-41.8,4.959,5228.1,16183
1.1,93.994,-36.4,4.855,5191.0,7868
1.1,93.994,-36.4,4.86,5191.0,19807
1.4,93.444,-36.1,4.9639999999999995,5228.1,32443
1.4,94.465,-41.8,4.958,5228.1,21245
1.4,94.465,-41.8,4.947,5228.1,34338
-1.7,94.055,-39.8,0.737,4991.6,26183
1.4,93.91799999999999,-42.7,4.958,5228.1,23053
-2.9,92.20100000000001,-31.4,0.821,5076.2,22096
-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,2227
1.4,93.444,-36.1,4.963,5228.1,2852
1.4,93.444,-36.1,4.965,5228.1,34354
-0.1,93.2,-42.0,4.191,5195.8,37609
-1.8,92.89299999999999,-46.2,1.244,5099.1,32315
1.4,93.444,-36.1,4.9639999999999995,5228.1,23443
1.4,93.91799999999999,-42.7,4.961,5228.1,14666
-1.1,94.76700000000001,-50.8,1.048,4963.6,29401
-1.1,94.199,-37.5,0.8809999999999999,4963.6,18210
1.4,94.465,-41.8,4.864,5228.1,29781
1.4,93.91799999999999,-42.7,4.961,5228.1,2251
1.4,93.91799999999999,-42.7,4.963,5228.1,24061
1.4,93.444,-36.1,4.9639999999999995,5228.1,8818
1.1,93.994,-36.4,4.856,5191.0,14708
-3.4,92.431,-26.9,0.7390000000000001,5017.5,38158
1.4,93.91799999999999,-42.7,4.955,5228.1,20930
1.4,94.465,-41.8,4.96,5228.1,27016
-1.8,92.89299999999999,-46.2,1.344,5099.1,32716
-2.9,92.20100000000001,-31.4,0.879,5076.2,18010
1.1,93.994,-36.4,4.86,5191.0,14034
1.4,93.91799999999999,-42.7,4.968,5228.1,27298
-1.8,92.89299999999999,-46.2,1.327,5099.1,4825
1.1,93.994,-36.4,4.857,5191.0,8751
-1.8,92.89299999999999,-46.2,1.344,5099.1,35876
1.4,93.444,-36.1,4.963,5228.1,12217
1.4,93.444,-36.1,4.967,5228.1,37685
1.4,93.91799999999999,-42.7,4.957,5228.1,188
-1.7,94.055,-39.8,0.754,4991.6,30965
1.4,93.444,-36.1,4.965,5228.1,31293
-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,6130
-0.1,93.2,-42.0,4.0760000000000005,5195.8,19922
1.1,93.994,-36.4,4.857,5191.0,15325
-0.1,93.2,-42.0,4.1530000000000005,5195.8,10774
1.1,93.994,-36.4,4.857,5191.0,22559
1.1,93.994,-36.4,4.855,5191.0,37551
1.4,93.444,-36.1,4.968,5228.1,28210
-1.8,92.89299999999999,-46.2,1.281,5099.1,33410
-1.8,92.89299999999999,-46.2,1.327,5099.1,5573
-1.8,92.89299999999999,-46.2,1.244,5099.1,30952
1.4,94.465,-41.8,4.8660000000000005,5228.1,36693
1.4,93.444,-36.1,4.962,5228.1,12166
-1.8,92.89299999999999,-46.2,1.266,5099.1,37857
1.4,94.465,-41.8,4.961,5228.1,17357
-2.9,92.20100000000001,-31.4,0.8590000000000001,5076.2,3961
-1.8,92.89299999999999,-46.2,1.244,5099.1,26550
1.4,93.444,-36.1,4.963,5228.1,15308
-1.8,93.876,-40.0,0.685,5008.7,21040
-1.7,94.215,-40.3,0.846,4991.6,33008
1.4,93.91799999999999,-42.7,4.957,5228.1,5955
-3.4,92.37899999999999,-29.8,0.773,5017.5,28714
-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,19436
1.4,93.91799999999999,-42.7,4.957,5228.1,1863
1.4,93.91799999999999,-42.7,4.963,5228.1,32832
1.1,93.994,-36.4,4.855,5191.0,29148
-1.8,92.89299999999999,-46.2,1.334,5099.1,18541
1.4,93.444,-36.1,4.966,5228.1,20025
-1.8,92.89299999999999,-46.2,1.327,5099.1,4140
1.4,93.444,-36.1,4.968,5228.1,39951
-1.8,92.89299999999999,-46.2,1.334,5099.1,8330
1.4,93.444,-36.1,4.963,5228.1,37242
1.1,93.994,-36.4,4.8580000000000005,5191.0,27784
-1.8,92.89299999999999,-46.2,1.25,5099.1,9624
1.4,94.465,-41.8,4.962,5228.1,24820
1.4,93.91799999999999,-42.7,4.962,5228.1,14000
-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,4528
1.4,93.444,-36.1,4.962,5228.1,36590
-0.1,93.2,-42.0,4.0760000000000005,5195.8,35989
-0.1,93.2,-42.0,4.0760000000000005,5195.8,30331
1.1,93.994,-36.4,4.86,5191.0,39238
1.1,93.994,-36.4,4.857,5191.0,23679
1.4,94.465,-41.8,4.961,5228.1,20816
-1.8,93.075,-47.1,1.405,5099.1,14675
1.4,93.444,-36.1,4.963,5228.1,21207
-1.8,92.89299999999999,-46.2,1.264,5099.1,21660
1.4,93.91799999999999,-42.7,4.962,5228.1,18865
1.1,93.994,-36.4,4.8580000000000005,5191.0,9734
-2.9,92.20100000000001,-31.4,0.884,5076.2,21362
1.4,93.444,-36.1,4.967,5228.1,21257
-1.7,94.215,-40.3,0.835,4991.6,28341
1.4,93.91799999999999,-42.7,4.962,5228.1,29598
1.4,93.91799999999999,-42.7,4.958,5228.1,18435
1.4,93.91799999999999,-42.7,4.962,5228.1,19342
1.1,93.994,-36.4,4.857,5191.0,12113
-2.9,92.963,-40.8,1.26,5076.2,21572
1.4,94.465,-41.8,4.96,5228.1,11150
1.4,94.465,-41.8,4.959,5228.1,21131
-0.1,93.2,-42.0,4.0760000000000005,5195.8,2841
-2.9,92.469,-33.6,1.0590000000000002,5076.2,13864
-0.1,93.2,-42.0,4.0760000000000005,5195.8,35315
-2.9,92.20100000000001,-31.4,0.884,5076.2,9484
-0.1,93.2,-42.0,4.1530000000000005,5195.8,39616
-3.4,92.431,-26.9,0.7390000000000001,5017.5,8357
-2.9,92.20100000000001,-31.4,0.8490000000000001,5076.2,2391
1.1,93.994,-36.4,4.857,5191.0,24065
1.1,93.994,-36.4,4.859,5191.0,40499
-1.8,93.075,-47.1,1.4980000000000002,5099.1,27157
1.4,93.91799999999999,-42.7,4.962,5228.1,22731
-0.1,93.2,-42.0,4.1530000000000005,5195.8,21299
-1.8,93.075,-47.1,1.365,5099.1,28473
1.1,93.994,-36.4,4.855,5191.0,30268
1.4,93.444,-36.1,4.9639999999999995,5228.1,9099
-1.8,93.075,-47.1,1.415,5099.1,2563
-1.8,92.89299999999999,-46.2,1.334,5099.1,1700
1.4,93.91799999999999,-42.7,4.962,5228.1,20624
1.4,93.91799999999999,-42.7,4.96,5228.1,7677
1.4,94.465,-41.8,4.959,5228.1,38526
1.4,93.91799999999999,-42.7,4.962,5228.1,16954
1.4,93.91799999999999,-42.7,4.962,5228.1,10445
1.1,93.994,-36.4,4.856,5191.0,38906
-1.8,92.89299999999999,-46.2,1.266,5099.1,13410
-2.9,92.963,-40.8,1.268,5076.2,1657
-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,12544
1.4,94.465,-41.8,4.961,5228.1,21604
1.1,93.994,-36.4,4.859,5191.0,24590
-1.8,92.89299999999999,-46.2,1.281,5099.1,40315
-1.8,92.89299999999999,-46.2,1.266,5099.1,13934
-2.9,92.963,-40.8,1.235,5076.2,26806
1.4,93.91799999999999,-42.7,4.961,5228.1,13502
1.4,93.91799999999999,-42.7,4.963,5228.1,14418
1.1,93.994,-36.4,4.8580000000000005,5191.0,38885
-0.1,93.2,-42.0,4.191,5195.8,10295
1.4,93.444,-36.1,4.963,5228.1,38196
1.4,93.91799999999999,-42.7,4.962,5228.1,17186
-3.4,92.431,-26.9,0.743,5017.5,2570
-1.1,94.601,-49.5,1.0,4963.6,27415
-1.8,93.075,-47.1,1.405,5099.1,39289
1.1,93.994,-36.4,4.857,5191.0,26886
-1.8,93.369,-34.8,0.6459999999999999,5008.7,38850
-1.8,92.89299999999999,-46.2,1.291,5099.1,28168
1.4,93.444,-36.1,4.968,5228.1,35489
-1.8,93.075,-47.1,1.365,5099.1,9764
1.1,93.994,-36.4,4.856,5191.0,17851
1.1,93.994,-36.4,4.8580000000000005,5191.0,14423
-1.8,93.075,-47.1,1.4980000000000002,5099.1,35834
1.4,93.444,-36.1,4.9639999999999995,5228.1,27138
1.4,93.91799999999999,-42.7,4.955,5228.1,35988
1.4,93.91799999999999,-42.7,4.96,5228.1,33558
1.4,93.91799999999999,-42.7,4.963,5228.1,23034
1.4,93.444,-36.1,4.966,5228.1,34855
-1.8,92.89299999999999,-46.2,1.25,5099.1,1164
1.4,93.91799999999999,-42.7,4.962,5228.1,6904
-1.8,92.89299999999999,-46.2,1.25,5099.1,5232
1.4,93.91799999999999,-42.7,4.963,5228.1,40690
1.4,93.91799999999999,-42.7,4.962,5228.1,19441
-0.1,93.2,-42.0,4.1530000000000005,5195.8,17485
-1.8,93.075,-47.1,1.423,5099.1,26081
1.1,93.994,-36.4,4.857,5191.0,15122
-0.1,93.2,-42.0,4.191,5195.8,32080
1.4,93.91799999999999,-42.7,4.961,5228.1,21424
1.1,93.994,-36.4,4.8580000000000005,5191.0,31524
1.4,93.91799999999999,-42.7,4.968,5228.1,3633
1.4,93.91799999999999,-42.7,4.962,5228.1,37670
1.4,93.444,-36.1,4.963,5228.1,11978
1.1,93.994,-36.4,4.86,5191.0,32984
1.4,93.444,-36.1,4.963,5228.1,24492
-1.8,92.89299999999999,-46.2,1.25,5099.1,3951
-0.1,93.2,-42.0,4.12,5195.8,16559
1.4,93.91799999999999,-42.7,4.961,5228.1,2332
-1.8,93.075,-47.1,1.405,5099.1,30901
1.1,93.994,-36.4,4.8580000000000005,5191.0,12806
1.4,93.91799999999999,-42.7,4.96,5228.1,12377
1.4,93.91799999999999,-42.7,4.962,5228.1,18588
1.4,94.465,-41.8,4.961,5228.1,23987
-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,12147
1.1,93.994,-36.4,4.856,5191.0,41003
-1.8,92.89299999999999,-46.2,1.25,5099.1,12941
-1.8,92.89299999999999,-46.2,1.344,5099.1,40878
1.4,93.91799999999999,-42.7,4.968,5228.1,22981
-1.8,92.89299999999999,-46.2,1.327,5099.1,3235
-0.1,93.2,-42.0,4.12,5195.8,796
1.1,93.994,-36.4,4.857,5191.0,29696
-1.8,93.749,-34.6,0.645,5008.7,5806
1.1,93.994,-36.4,4.857,5191.0,18419
1.1,93.994,-36.4,4.857,5191.0,31109
-0.2,92.756,-45.9,3.282,5176.3,32690
1.1,93.994,-36.4,4.864,5191.0,28866
1.1,93.994,-36.4,4.86,5191.0,22659
-1.8,93.075,-47.1,1.453,5099.1,7753
1.4,94.465,-41.8,4.961,5228.1,10668
1.4,93.444,-36.1,4.963,5228.1,23109
1.4,93.444,-36.1,4.9639999999999995,5228.1,20882
1.4,93.91799999999999,-42.7,4.963,5228.1,18982
1.4,93.444,-36.1,4.9639999999999995,5228.1,17658
1.4,94.465,-41.8,4.864,5228.1,9925
1.4,94.465,-41.8,4.961,5228.1,25442
1.4,93.91799999999999,-42.7,4.957,5228.1,32595
1.4,94.465,-41.8,4.8660000000000005,5228.1,3221
-1.8,92.89299999999999,-46.2,1.354,5099.1,26064
1.4,93.444,-36.1,4.9639999999999995,5228.1,32246
1.4,93.444,-36.1,4.966,5228.1,26707
1.1,93.994,-36.4,4.857,5191.0,37253
1.1,93.994,-36.4,4.857,5191.0,18756
1.4,94.465,-41.8,4.96,5228.1,23696
1.4,93.91799999999999,-42.7,4.968,5228.1,34602
1.4,93.444,-36.1,4.968,5228.1,20044
1.1,93.994,-36.4,4.855,5191.0,8200
-0.1,93.2,-42.0,4.1530000000000005,5195.8,17598
-2.9,92.20100000000001,-31.4,0.843,5076.2,10417
1.4,93.91799999999999,-42.7,4.959,5228.1,36492
-1.8,93.075,-47.1,1.41,5099.1,11684
1.4,93.91799999999999,-42.7,4.968,5228.1,36649
-1.8,93.075,-47.1,1.405,5099.1,5968
1.1,93.994,-36.4,4.857,5191.0,21543
