contact,month,day_of_week,campaign,pdays,previous,poutcome,id
telephone,may,mon,4,999,0,nonexistent,34899
telephone,may,tue,1,999,0,nonexistent,28752
telephone,may,thu,2,999,0,nonexistent,40458
telephone,may,thu,1,999,0,nonexistent,490
cellular,aug,tue,6,999,0,nonexistent,29150
cellular,aug,wed,2,2,1,success,13896
cellular,aug,wed,1,999,0,nonexistent,1363
cellular,aug,wed,3,999,0,nonexistent,20322
cellular,mar,thu,1,999,0,nonexistent,21850
telephone,may,fri,2,999,0,nonexistent,6482
cellular,jul,thu,24,999,0,nonexistent,38347
telephone,jun,tue,2,999,0,nonexistent,35314
telephone,may,fri,4,999,0,nonexistent,3007
cellular,apr,thu,1,999,1,failure,25394
cellular,nov,wed,4,999,0,nonexistent,13275
cellular,may,fri,2,999,0,nonexistent,16739
cellular,aug,fri,4,999,0,nonexistent,6112
cellular,oct,fri,3,3,2,success,34271
cellular,apr,mon,1,999,0,nonexistent,10701
telephone,nov,thu,1,999,0,nonexistent,12898
telephone,may,thu,1,999,0,nonexistent,12772
telephone,may,tue,2,999,0,nonexistent,11439
telephone,apr,tue,2,999,0,nonexistent,32743
telephone,jun,wed,19,999,0,nonexistent,354
cellular,jun,tue,1,999,0,nonexistent,23790
telephone,may,mon,2,999,0,nonexistent,33928
cellular,jun,mon,1,999,0,nonexistent,34118
cellular,apr,mon,3,999,0,nonexistent,21042
cellular,nov,fri,2,999,0,nonexistent,30571
cellular,aug,thu,7,999,0,nonexistent,4215
cellular,nov,tue,1,999,1,failure,12233
cellular,may,fri,2,999,0,nonexistent,7961
cellular,jul,thu,1,999,0,nonexistent,21537
cellular,aug,thu,2,999,0,nonexistent,14266
telephone,jul,thu,1,999,0,nonexistent,24494
cellular,nov,fri,4,999,0,nonexistent,9203
cellular,aug,tue,2,999,0,nonexistent,21046
cellular,oct,mon,1,6,4,success,7091
telephone,may,wed,3,999,0,nonexistent,824
cellular,jul,mon,2,999,0,nonexistent,6974
cellular,aug,wed,2,999,0,nonexistent,16207
cellular,oct,wed,2,999,0,nonexistent,5741
cellular,may,thu,2,999,0,nonexistent,35832
telephone,jun,fri,4,999,0,nonexistent,25258
telephone,may,mon,1,999,0,nonexistent,37241
cellular,may,wed,3,999,0,nonexistent,6628
cellular,may,tue,2,999,0,nonexistent,15627
cellular,jul,tue,6,999,0,nonexistent,896
cellular,aug,wed,5,999,0,nonexistent,26381
telephone,jun,mon,1,999,0,nonexistent,31531
telephone,jun,fri,2,999,0,nonexistent,22919
cellular,nov,mon,1,4,1,success,2809
cellular,apr,mon,2,999,0,nonexistent,25761
cellular,may,thu,1,999,1,failure,24992
cellular,jul,mon,2,999,0,nonexistent,30212
cellular,aug,mon,1,999,0,nonexistent,25381
telephone,may,wed,3,999,0,nonexistent,21620
cellular,jul,thu,7,999,0,nonexistent,31975
cellular,aug,mon,3,999,0,nonexistent,23009
cellular,may,thu,1,999,0,nonexistent,14482
cellular,aug,tue,1,999,0,nonexistent,11785
telephone,may,wed,2,999,0,nonexistent,17905
cellular,jul,tue,4,999,0,nonexistent,18841
cellular,may,tue,4,999,0,nonexistent,28065
telephone,may,tue,2,999,0,nonexistent,7499
cellular,nov,tue,2,999,1,failure,4799
cellular,jun,mon,1,999,0,nonexistent,25847
cellular,aug,tue,1,999,0,nonexistent,17944
telephone,may,thu,2,999,0,nonexistent,3115
cellular,nov,tue,1,999,0,nonexistent,38374
telephone,may,wed,2,999,0,nonexistent,8871
cellular,nov,mon,1,999,1,failure,26931
cellular,aug,tue,1,999,0,nonexistent,25925
telephone,may,mon,14,999,0,nonexistent,7133
cellular,apr,thu,2,999,0,nonexistent,17572
cellular,jun,tue,1,999,0,nonexistent,4021
cellular,nov,mon,1,999,0,nonexistent,32202
cellular,apr,mon,1,999,1,failure,39691
telephone,may,wed,4,999,0,nonexistent,21888
cellular,aug,fri,2,999,0,nonexistent,22897
cellular,aug,mon,1,999,0,nonexistent,2906
telephone,jul,thu,2,999,0,nonexistent,7151
telephone,sep,tue,1,999,0,nonexistent,6518
cellular,may,tue,1,0,1,success,36312
cellular,nov,thu,1,999,0,nonexistent,12104
telephone,jun,tue,2,999,0,nonexistent,15357
cellular,jul,fri,3,999,0,nonexistent,2161
cellular,may,fri,2,999,0,nonexistent,8641
telephone,jun,mon,3,999,0,nonexistent,8507
cellular,jul,wed,7,999,0,nonexistent,6096
telephone,may,wed,2,999,0,nonexistent,24799
cellular,aug,thu,3,999,0,nonexistent,12579
cellular,jul,wed,1,999,0,nonexistent,34469
cellular,oct,wed,1,999,0,nonexistent,36772
cellular,jul,mon,5,999,0,nonexistent,31587
telephone,may,fri,2,999,0,nonexistent,24421
cellular,apr,tue,3,999,0,nonexistent,5345
telephone,may,tue,1,999,0,nonexistent,15229
cellular,jul,fri,3,999,0,nonexistent,39729
telephone,jun,thu,1,999,0,nonexistent,2493
cellular,aug,mon,1,999,0,nonexistent,6928
cellular,mar,fri,2,999,0,nonexistent,886
telephone,may,mon,1,999,0,nonexistent,7691
telephone,jun,fri,3,999,0,nonexistent,11042
cellular,aug,wed,2,999,0,nonexistent,22011
telephone,may,thu,1,999,0,nonexistent,37915
cellular,jun,mon,4,999,0,nonexistent,18855
telephone,may,thu,3,999,0,nonexistent,10706
cellular,nov,tue,1,3,3,success,9978
telephone,may,fri,6,999,0,nonexistent,22311
telephone,jun,thu,2,999,0,nonexistent,28796
cellular,jul,tue,5,999,0,nonexistent,8041
cellular,jul,mon,3,999,0,nonexistent,16887
cellular,aug,thu,1,999,0,nonexistent,10754
telephone,may,thu,2,999,0,nonexistent,29620
cellular,jul,fri,4,999,1,failure,35323
cellular,may,mon,1,999,1,failure,688
cellular,apr,fri,2,999,0,nonexistent,18800
cellular,may,thu,1,999,0,nonexistent,9808
cellular,may,tue,5,999,0,nonexistent,29793
cellular,aug,tue,2,999,0,nonexistent,9454
cellular,jul,thu,3,999,0,nonexistent,10736
cellular,aug,wed,2,999,0,nonexistent,7500
telephone,may,thu,3,999,0,nonexistent,5567
cellular,aug,mon,1,999,0,nonexistent,10725
telephone,jun,fri,1,999,0,nonexistent,10856
telephone,may,fri,3,999,0,nonexistent,13159
telephone,jun,thu,2,999,0,nonexistent,27252
cellular,may,thu,1,999,0,nonexistent,7337
cellular,jul,thu,1,999,0,nonexistent,11595
telephone,may,wed,2,999,0,nonexistent,22107
cellular,jul,thu,2,999,0,nonexistent,6092
cellular,nov,fri,3,999,0,nonexistent,40741
cellular,may,fri,7,999,0,nonexistent,2620
cellular,nov,wed,1,999,0,nonexistent,15799
cellular,apr,tue,1,999,0,nonexistent,30757
cellular,aug,wed,6,999,0,nonexistent,21970
cellular,may,tue,1,999,0,nonexistent,14279
cellular,jul,fri,2,999,0,nonexistent,5882
cellular,apr,fri,2,999,0,nonexistent,30811
cellular,jul,tue,3,999,0,nonexistent,14182
telephone,may,fri,2,999,0,nonexistent,10421
cellular,may,fri,6,999,0,nonexistent,21327
cellular,may,mon,6,999,1,failure,17787
cellular,jul,mon,5,999,0,nonexistent,37380
telephone,sep,mon,1,999,0,nonexistent,1588
telephone,may,wed,2,999,0,nonexistent,30446
cellular,apr,thu,2,999,0,nonexistent,18108
cellular,aug,thu,8,999,0,nonexistent,21822
cellular,aug,mon,2,999,0,nonexistent,33825
telephone,may,fri,1,999,0,nonexistent,10106
cellular,jul,tue,2,999,0,nonexistent,37646
telephone,may,thu,2,999,0,nonexistent,18554
cellular,nov,thu,1,999,0,nonexistent,23687
cellular,may,wed,1,999,1,failure,160
cellular,jul,wed,3,999,0,nonexistent,41167
cellular,jul,wed,3,999,0,nonexistent,2631
cellular,jul,tue,3,999,0,nonexistent,23613
cellular,jun,mon,1,12,2,failure,7893
telephone,may,wed,3,999,0,nonexistent,39126
cellular,nov,thu,4,999,0,nonexistent,39602
cellular,aug,fri,9,999,0,nonexistent,709
cellular,sep,thu,1,3,1,success,8406
telephone,may,mon,5,999,0,nonexistent,728
cellular,may,tue,2,999,1,failure,20366
cellular,nov,tue,1,999,1,failure,36901
cellular,jul,wed,1,999,0,nonexistent,8812
cellular,may,tue,3,999,0,nonexistent,15143
cellular,nov,tue,2,999,1,failure,20607
cellular,aug,thu,14,999,0,nonexistent,28560
telephone,may,tue,1,999,0,nonexistent,11226
cellular,aug,thu,2,999,0,nonexistent,32972
cellular,jul,tue,1,999,0,nonexistent,20045
cellular,jul,thu,1,999,0,nonexistent,28206
telephone,may,wed,1,999,0,nonexistent,26205
cellular,mar,fri,1,999,0,nonexistent,38557
telephone,may,thu,2,999,0,nonexistent,28008
cellular,may,tue,2,999,0,nonexistent,15974
cellular,jul,thu,1,999,0,nonexistent,31936
cellular,jul,tue,1,999,0,nonexistent,8505
cellular,nov,thu,6,999,0,nonexistent,30330
telephone,aug,tue,1,999,0,nonexistent,40546
cellular,aug,fri,1,999,0,nonexistent,8942
cellular,jul,fri,7,999,0,nonexistent,12622
telephone,may,thu,2,999,0,nonexistent,1336
telephone,may,tue,3,999,0,nonexistent,6235
cellular,aug,mon,4,999,0,nonexistent,39354
cellular,aug,tue,1,999,0,nonexistent,33485
telephone,may,wed,1,999,0,nonexistent,21980
cellular,nov,wed,4,999,1,failure,11696
cellular,jul,fri,1,999,0,nonexistent,27348
cellular,sep,mon,3,999,1,failure,36840
telephone,may,thu,2,999,0,nonexistent,761
cellular,jun,wed,1,999,0,nonexistent,18695
cellular,may,tue,2,999,0,nonexistent,36161
telephone,jun,thu,1,999,0,nonexistent,30060
cellular,aug,thu,1,999,0,nonexistent,11
cellular,apr,thu,3,999,1,failure,33367
cellular,aug,mon,3,999,0,nonexistent,4632
telephone,may,thu,4,999,0,nonexistent,447
telephone,may,mon,4,999,0,nonexistent,5843
cellular,jul,wed,5,999,0,nonexistent,16635
cellular,jun,mon,2,999,0,nonexistent,39240
cellular,jul,wed,1,999,0,nonexistent,23372
cellular,aug,thu,1,999,0,nonexistent,35020
cellular,aug,mon,1,3,2,success,36374
cellular,may,thu,3,999,0,nonexistent,38071
telephone,jul,tue,1,999,0,nonexistent,34501
cellular,apr,fri,4,999,0,nonexistent,30155
telephone,may,wed,3,999,0,nonexistent,23595
cellular,aug,fri,1,999,0,nonexistent,26765
cellular,aug,thu,2,999,0,nonexistent,22824
cellular,aug,fri,7,999,0,nonexistent,14748
cellular,nov,mon,1,999,0,nonexistent,22656
cellular,mar,mon,8,999,0,nonexistent,4054
cellular,jul,tue,1,999,0,nonexistent,23566
cellular,may,tue,2,999,1,failure,9072
telephone,jun,tue,1,999,0,nonexistent,34702
cellular,aug,wed,1,999,1,failure,24893
cellular,nov,thu,1,999,0,nonexistent,13253
telephone,jun,tue,2,999,0,nonexistent,28167
cellular,aug,tue,1,999,0,nonexistent,16849
cellular,jul,tue,3,999,0,nonexistent,12935
cellular,may,thu,4,999,0,nonexistent,16103
cellular,may,tue,3,999,0,nonexistent,28057
cellular,aug,fri,1,999,0,nonexistent,29329
cellular,aug,wed,1,999,0,nonexistent,37069
cellular,aug,tue,1,999,0,nonexistent,4948
cellular,jul,tue,1,999,0,nonexistent,20416
telephone,jun,tue,21,999,0,nonexistent,24427
telephone,may,thu,4,999,0,nonexistent,6575
telephone,nov,tue,4,999,0,nonexistent,25403
telephone,may,wed,2,999,0,nonexistent,5002
cellular,jul,mon,3,999,0,nonexistent,32395
cellular,nov,fri,5,999,0,nonexistent,28827
cellular,aug,mon,1,999,2,failure,30620
telephone,may,mon,1,999,0,nonexistent,27091
telephone,jun,mon,3,999,0,nonexistent,1817
cellular,may,fri,2,999,0,nonexistent,10813
telephone,jun,tue,7,999,0,nonexistent,1580
cellular,aug,fri,1,999,0,nonexistent,15910
telephone,may,mon,1,999,0,nonexistent,35102
cellular,jul,fri,2,999,0,nonexistent,25470
cellular,apr,fri,2,999,0,nonexistent,40070
cellular,nov,thu,2,999,0,nonexistent,10391
cellular,sep,mon,3,999,0,nonexistent,25332
telephone,may,thu,1,999,0,nonexistent,23588
telephone,jul,fri,4,999,0,nonexistent,33186
telephone,jun,wed,4,999,0,nonexistent,16364
cellular,may,mon,2,999,0,nonexistent,25698
telephone,jun,mon,2,999,0,nonexistent,14006
cellular,may,thu,2,999,0,nonexistent,24958
telephone,jun,tue,1,999,0,nonexistent,141
telephone,jul,wed,7,999,0,nonexistent,7690
telephone,may,wed,1,999,0,nonexistent,29108
cellular,jul,mon,2,999,0,nonexistent,24708
cellular,may,thu,2,999,0,nonexistent,27546
telephone,may,wed,1,999,0,nonexistent,13422
telephone,jun,mon,3,999,0,nonexistent,31249
telephone,apr,mon,1,999,2,failure,23107
cellular,jul,wed,1,999,0,nonexistent,26916
telephone,nov,wed,1,999,0,nonexistent,27113
cellular,jul,thu,1,999,0,nonexistent,32842
telephone,may,wed,1,999,0,nonexistent,8643
cellular,nov,wed,1,999,0,nonexistent,24451
telephone,may,tue,1,999,0,nonexistent,32890
cellular,aug,wed,2,999,0,nonexistent,28038
telephone,may,fri,4,999,0,nonexistent,11867
cellular,apr,fri,1,999,0,nonexistent,21695
cellular,aug,tue,10,999,0,nonexistent,8663
cellular,jul,thu,1,999,0,nonexistent,1609
telephone,may,thu,5,999,0,nonexistent,34890
cellular,aug,fri,1,999,0,nonexistent,34905
cellular,may,thu,1,999,0,nonexistent,1730
cellular,nov,thu,1,999,0,nonexistent,3743
cellular,sep,thu,3,999,0,nonexistent,30789
telephone,oct,mon,1,999,0,nonexistent,5545
cellular,jul,tue,4,999,0,nonexistent,10423
telephone,may,tue,1,999,0,nonexistent,15304
cellular,nov,fri,1,999,0,nonexistent,12787
telephone,jun,wed,1,999,0,nonexistent,19173
telephone,may,mon,1,999,0,nonexistent,39383
cellular,aug,wed,2,999,0,nonexistent,37219
telephone,may,tue,2,999,0,nonexistent,2660
cellular,jul,thu,1,999,0,nonexistent,22168
cellular,apr,mon,5,999,0,nonexistent,11718
telephone,may,fri,5,999,0,nonexistent,20054
cellular,may,thu,1,999,1,failure,35308
cellular,may,mon,2,999,1,failure,8645
cellular,nov,mon,1,999,0,nonexistent,1188
telephone,may,wed,2,999,0,nonexistent,9185
cellular,aug,thu,1,999,0,nonexistent,27850
cellular,jul,mon,1,14,1,success,464
cellular,jul,wed,10,999,0,nonexistent,24779
telephone,jun,fri,2,999,0,nonexistent,26286
cellular,jul,mon,17,999,0,nonexistent,36705
cellular,nov,mon,5,999,0,nonexistent,28977
telephone,may,fri,1,999,0,nonexistent,35175
telephone,may,fri,1,999,0,nonexistent,673
cellular,jul,thu,7,999,0,nonexistent,37223
telephone,may,mon,1,999,0,nonexistent,22611
cellular,may,wed,3,999,0,nonexistent,26802
cellular,aug,thu,3,999,0,nonexistent,25072
telephone,jul,tue,7,999,0,nonexistent,13795
telephone,may,fri,3,999,0,nonexistent,6242
cellular,aug,tue,1,999,0,nonexistent,13697
telephone,may,fri,2,999,0,nonexistent,25539
cellular,nov,fri,1,999,0,nonexistent,23124
cellular,may,wed,1,999,0,nonexistent,26097
cellular,may,fri,1,999,0,nonexistent,27632
cellular,aug,fri,2,999,0,nonexistent,32065
cellular,jun,tue,1,999,0,nonexistent,23772
telephone,may,tue,1,999,0,nonexistent,948
cellular,jul,mon,3,999,0,nonexistent,17780
telephone,jul,thu,1,999,0,nonexistent,11914
telephone,may,wed,2,999,0,nonexistent,2587
cellular,apr,thu,1,999,0,nonexistent,23012
cellular,jul,thu,5,999,0,nonexistent,29354
cellular,apr,thu,2,999,0,nonexistent,2948
telephone,aug,wed,4,999,0,nonexistent,11907
cellular,nov,wed,1,999,0,nonexistent,16203
telephone,may,thu,5,999,0,nonexistent,13212
cellular,nov,mon,1,999,1,failure,14103
cellular,aug,tue,2,999,0,nonexistent,19412
cellular,nov,wed,2,999,1,failure,13588
cellular,nov,thu,1,999,0,nonexistent,23158
telephone,may,thu,1,999,0,nonexistent,31719
telephone,jun,mon,1,999,0,nonexistent,22482
cellular,nov,wed,1,999,1,failure,2490
cellular,jul,wed,1,999,0,nonexistent,32412
telephone,may,thu,2,999,0,nonexistent,8959
telephone,may,fri,1,999,0,nonexistent,2642
telephone,may,thu,8,999,0,nonexistent,17785
cellular,may,thu,1,999,1,failure,33304
telephone,may,thu,3,999,0,nonexistent,36807
telephone,may,thu,2,999,0,nonexistent,31626
cellular,may,thu,3,999,0,nonexistent,1459
telephone,jun,wed,2,999,0,nonexistent,36949
cellular,jul,mon,1,999,0,nonexistent,31687
cellular,jul,wed,3,999,0,nonexistent,19534
cellular,oct,fri,1,999,2,failure,36957
telephone,may,fri,1,999,0,nonexistent,13118
telephone,may,fri,2,999,0,nonexistent,27835
telephone,may,tue,2,999,0,nonexistent,7973
cellular,nov,mon,1,999,1,failure,11095
cellular,jun,mon,2,999,0,nonexistent,3999
telephone,may,wed,5,999,0,nonexistent,33331
telephone,may,tue,1,999,0,nonexistent,38840
cellular,jul,tue,1,999,0,nonexistent,13367
cellular,nov,thu,1,999,0,nonexistent,33923
telephone,may,wed,3,999,0,nonexistent,8334
cellular,may,fri,1,999,0,nonexistent,39236
telephone,jun,wed,4,999,0,nonexistent,37817
cellular,may,wed,1,999,0,nonexistent,40101
telephone,jun,tue,4,999,0,nonexistent,14799
cellular,jul,mon,1,999,0,nonexistent,6070
cellular,aug,fri,4,999,0,nonexistent,32859
telephone,nov,tue,2,999,0,nonexistent,24752
telephone,oct,wed,1,999,0,nonexistent,20653
cellular,nov,fri,4,999,0,nonexistent,31636
telephone,may,mon,2,999,0,nonexistent,1266
cellular,mar,tue,1,999,0,nonexistent,9940
telephone,may,mon,2,999,0,nonexistent,27567
cellular,sep,mon,2,999,3,failure,35386
telephone,jun,tue,1,999,0,nonexistent,16747
telephone,jun,wed,9,999,0,nonexistent,26969
cellular,jul,tue,1,999,0,nonexistent,8020
cellular,apr,thu,1,999,1,failure,30028
cellular,jul,fri,1,999,0,nonexistent,12224
cellular,nov,tue,2,999,1,failure,21840
telephone,may,wed,1,999,0,nonexistent,16299
cellular,may,tue,8,999,0,nonexistent,11891
telephone,may,fri,2,999,0,nonexistent,10451
cellular,aug,tue,3,999,0,nonexistent,33380
cellular,may,tue,3,999,0,nonexistent,40226
telephone,jun,mon,3,999,0,nonexistent,16401
cellular,sep,fri,2,999,0,nonexistent,19880
telephone,may,mon,2,999,0,nonexistent,14951
cellular,nov,fri,2,999,0,nonexistent,9144
telephone,may,fri,3,999,0,nonexistent,27363
cellular,aug,thu,1,999,0,nonexistent,4776
telephone,may,fri,4,999,0,nonexistent,32076
telephone,may,fri,2,999,0,nonexistent,14695
cellular,may,wed,4,999,0,nonexistent,17901
telephone,jun,tue,2,999,0,nonexistent,23988
telephone,jun,wed,1,999,0,nonexistent,35069
telephone,jun,fri,3,999,0,nonexistent,28045
cellular,jul,tue,1,999,0,nonexistent,163
telephone,may,wed,1,999,0,nonexistent,35863
telephone,jun,mon,6,999,0,nonexistent,239
cellular,may,wed,1,999,0,nonexistent,28314
cellular,jul,mon,3,999,0,nonexistent,39118
telephone,jun,tue,2,999,0,nonexistent,40140
telephone,jun,wed,1,999,0,nonexistent,27263
cellular,aug,mon,7,999,0,nonexistent,40846
cellular,apr,thu,1,999,0,nonexistent,22365
cellular,jul,wed,1,999,0,nonexistent,16225
telephone,may,tue,2,999,0,nonexistent,29982
cellular,aug,fri,3,999,0,nonexistent,3276
cellular,nov,tue,1,999,1,failure,7780
cellular,aug,mon,2,999,0,nonexistent,31518
telephone,may,fri,2,999,0,nonexistent,21564
cellular,aug,mon,2,999,0,nonexistent,18293
telephone,may,thu,1,999,0,nonexistent,31841
cellular,aug,thu,9,999,0,nonexistent,31791
cellular,aug,thu,1,999,0,nonexistent,12031
cellular,may,wed,1,999,0,nonexistent,36542
telephone,may,fri,2,999,0,nonexistent,2888
cellular,jul,wed,1,999,0,nonexistent,16686
telephone,jun,mon,1,999,0,nonexistent,11675
cellular,apr,mon,3,999,0,nonexistent,11162
cellular,jul,thu,2,999,0,nonexistent,35855
cellular,nov,tue,1,999,1,failure,11568
cellular,jul,fri,5,999,0,nonexistent,30559
telephone,may,tue,1,999,0,nonexistent,36242
telephone,jun,wed,2,999,0,nonexistent,35937
cellular,aug,fri,1,999,0,nonexistent,3934
cellular,dec,mon,2,999,0,nonexistent,39382
telephone,may,mon,1,999,0,nonexistent,28523
cellular,aug,tue,6,999,0,nonexistent,23435
telephone,may,wed,1,999,0,nonexistent,2986
cellular,apr,mon,2,999,1,failure,39674
cellular,jul,mon,1,999,0,nonexistent,20869
telephone,may,fri,1,999,0,nonexistent,25883
telephone,dec,wed,3,999,1,failure,34296
cellular,may,wed,1,999,0,nonexistent,12990
telephone,may,mon,1,999,0,nonexistent,11799
telephone,may,thu,1,999,0,nonexistent,32958
cellular,jul,thu,1,999,0,nonexistent,5798
cellular,nov,fri,5,999,0,nonexistent,5639
telephone,may,wed,1,999,0,nonexistent,12394
telephone,may,tue,3,999,0,nonexistent,40306
cellular,apr,fri,2,999,1,failure,24740
cellular,may,mon,6,999,0,nonexistent,25591
telephone,may,mon,1,999,0,nonexistent,35444
cellular,may,mon,2,999,0,nonexistent,13613
cellular,aug,fri,3,999,0,nonexistent,3618
cellular,jul,mon,1,6,1,success,28612
cellular,mar,mon,2,999,1,failure,37200
telephone,may,fri,4,999,0,nonexistent,38306
cellular,aug,fri,3,999,0,nonexistent,38702
cellular,jul,tue,1,999,0,nonexistent,26105
telephone,jun,fri,4,999,0,nonexistent,6786
cellular,nov,tue,2,999,0,nonexistent,6187
telephone,may,fri,3,999,0,nonexistent,32818
cellular,may,tue,1,15,3,failure,34533
telephone,may,thu,3,999,0,nonexistent,11894
cellular,may,wed,2,999,2,failure,27689
telephone,may,tue,1,999,0,nonexistent,32763
telephone,jul,thu,1,999,0,nonexistent,26074
cellular,nov,thu,1,999,0,nonexistent,19009
telephone,may,wed,2,999,0,nonexistent,3704
cellular,may,thu,1,999,0,nonexistent,35959
cellular,aug,wed,1,999,0,nonexistent,6057
telephone,jun,tue,3,999,0,nonexistent,215
cellular,jul,wed,4,999,0,nonexistent,12618
cellular,jul,fri,1,999,0,nonexistent,21938
telephone,may,wed,6,999,0,nonexistent,14407
cellular,may,wed,2,999,0,nonexistent,8685
cellular,nov,fri,1,999,1,failure,1295
telephone,may,wed,1,999,0,nonexistent,25009
cellular,may,tue,3,999,0,nonexistent,2428
telephone,may,fri,2,999,0,nonexistent,7030
cellular,nov,mon,1,999,0,nonexistent,29501
telephone,jun,mon,2,999,0,nonexistent,17795
telephone,jun,mon,1,999,0,nonexistent,27351
telephone,may,thu,1,999,0,nonexistent,18537
cellular,nov,tue,2,999,0,nonexistent,24962
cellular,aug,wed,4,999,0,nonexistent,27783
cellular,may,fri,1,999,0,nonexistent,17546
telephone,jun,mon,6,999,0,nonexistent,7830
cellular,may,mon,2,999,0,nonexistent,20128
cellular,jul,fri,1,999,0,nonexistent,17526
telephone,may,mon,10,999,0,nonexistent,11634
telephone,jun,fri,1,999,0,nonexistent,11706
telephone,may,tue,2,999,0,nonexistent,1328
telephone,jun,tue,2,999,0,nonexistent,18789
cellular,aug,thu,2,999,0,nonexistent,3588
cellular,aug,thu,3,999,0,nonexistent,40754
cellular,jul,tue,1,999,0,nonexistent,25569
cellular,nov,mon,1,999,0,nonexistent,2344
cellular,sep,fri,4,999,0,nonexistent,11003
cellular,aug,wed,3,999,0,nonexistent,5577
cellular,jul,wed,4,999,0,nonexistent,24771
cellular,may,mon,1,999,0,nonexistent,35167
telephone,jun,wed,1,999,0,nonexistent,18925
cellular,jul,fri,1,999,0,nonexistent,16385
telephone,nov,mon,1,999,0,nonexistent,13674
telephone,jun,wed,1,999,0,nonexistent,11315
telephone,jun,mon,1,999,0,nonexistent,37341
telephone,jun,thu,2,999,0,nonexistent,39056
cellular,jul,tue,3,999,0,nonexistent,13524
cellular,aug,mon,9,999,0,nonexistent,25168
cellular,jul,tue,1,13,1,success,8623
cellular,nov,wed,1,999,1,failure,23885
cellular,mar,fri,2,999,1,failure,27881
cellular,may,mon,1,999,0,nonexistent,13045
cellular,nov,mon,2,999,0,nonexistent,29131
telephone,jun,fri,1,999,0,nonexistent,14753
cellular,jul,fri,2,999,0,nonexistent,17500
cellular,may,mon,2,999,0,nonexistent,29239
cellular,jul,wed,2,999,0,nonexistent,12399
cellular,aug,tue,1,999,1,failure,38899
cellular,jul,thu,8,999,0,nonexistent,7910
telephone,may,fri,1,999,0,nonexistent,1153
telephone,may,wed,2,999,0,nonexistent,16150
cellular,aug,mon,1,999,0,nonexistent,24293
cellular,jul,mon,1,999,0,nonexistent,32855
cellular,apr,mon,3,999,0,nonexistent,37648
cellular,aug,tue,1,999,0,nonexistent,9193
cellular,may,tue,2,999,1,failure,2690
telephone,may,tue,2,999,0,nonexistent,14166
cellular,aug,wed,2,999,0,nonexistent,15586
telephone,jun,mon,1,999,0,nonexistent,30508
cellular,aug,wed,6,999,0,nonexistent,38591
cellular,jun,wed,1,999,0,nonexistent,19312
cellular,may,thu,2,999,0,nonexistent,31244
cellular,jul,mon,2,999,0,nonexistent,21088
cellular,jul,thu,1,999,0,nonexistent,3154
cellular,may,mon,2,999,1,failure,20850
telephone,aug,thu,9,999,0,nonexistent,27740
cellular,nov,wed,1,999,0,nonexistent,32248
cellular,apr,thu,1,999,0,nonexistent,5563
cellular,may,thu,8,999,0,nonexistent,36951
cellular,apr,thu,2,999,1,failure,18845
cellular,jul,mon,3,999,0,nonexistent,29450
cellular,may,wed,1,999,1,failure,40504
cellular,apr,fri,2,999,0,nonexistent,21531
telephone,jun,fri,1,999,0,nonexistent,1139
telephone,may,mon,1,999,0,nonexistent,29079
telephone,jun,tue,1,999,0,nonexistent,5632
cellular,mar,mon,3,999,0,nonexistent,39296
