emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,id
1.1,93.994,-36.4,4.857,5191.0,33928
-2.9,92.963,-40.8,1.266,5076.2,34118
-1.8,93.075,-47.1,1.405,5099.1,21042
-0.1,93.2,-42.0,4.021,5195.8,30571
1.4,93.444,-36.1,4.962,5228.1,4215
-0.1,93.2,-42.0,4.1530000000000005,5195.8,12233
-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,7961
1.4,93.91799999999999,-42.7,4.958,5228.1,21537
1.4,93.444,-36.1,4.963,5228.1,14266
1.4,93.91799999999999,-42.7,4.966,5228.1,24494
-0.1,93.2,-42.0,4.021,5195.8,9203
1.4,93.444,-36.1,4.968,5228.1,21046
-1.1,94.601,-49.5,1.032,4963.6,7091
1.1,93.994,-36.4,4.856,5191.0,824
1.4,93.91799999999999,-42.7,4.962,5228.1,6974
1.4,93.444,-36.1,4.967,5228.1,16207
-3.4,92.431,-26.9,0.74,5017.5,5741
-1.8,92.89299999999999,-46.2,1.327,5099.1,35832
1.4,94.465,-41.8,4.959,5228.1,25258
1.1,93.994,-36.4,4.857,5191.0,37241
-1.8,92.89299999999999,-46.2,1.334,5099.1,6628
-1.8,92.89299999999999,-46.2,1.344,5099.1,15627
1.4,93.91799999999999,-42.7,4.961,5228.1,896
1.4,93.444,-36.1,4.9639999999999995,5228.1,26381
1.4,94.465,-41.8,4.865,5228.1,31531
1.4,94.465,-41.8,4.967,5228.1,22919
-0.1,93.2,-42.0,4.191,5195.8,2809
-1.8,93.075,-47.1,1.405,5099.1,25761
-1.8,93.876,-40.0,0.6920000000000001,5008.7,24992
1.4,93.91799999999999,-42.7,4.962,5228.1,30212
1.4,93.444,-36.1,4.965,5228.1,25381
1.1,93.994,-36.4,4.856,5191.0,21620
1.4,93.91799999999999,-42.7,4.968,5228.1,31975
1.4,93.444,-36.1,4.963,5228.1,23009
-1.8,92.89299999999999,-46.2,1.327,5099.1,14482
1.4,93.444,-36.1,4.966,5228.1,11785
1.1,93.994,-36.4,4.856,5191.0,17905
1.4,93.91799999999999,-42.7,4.961,5228.1,18841
-1.8,92.89299999999999,-46.2,1.291,5099.1,28065
1.1,93.994,-36.4,4.857,5191.0,7499
-0.1,93.2,-42.0,4.1530000000000005,5195.8,4799
-2.9,92.963,-40.8,1.266,5076.2,25847
1.4,93.444,-36.1,4.968,5228.1,17944
1.1,93.994,-36.4,4.86,5191.0,3115
-0.1,93.2,-42.0,4.1530000000000005,5195.8,38374
1.1,93.994,-36.4,4.8580000000000005,5191.0,8871
-0.1,93.2,-42.0,4.191,5195.8,26931
1.4,93.444,-36.1,4.968,5228.1,25925
1.1,93.994,-36.4,4.857,5191.0,7133
-1.8,93.075,-47.1,1.365,5099.1,17572
-2.9,92.963,-40.8,1.262,5076.2,4021
-0.1,93.2,-42.0,4.191,5195.8,32202
-1.8,93.075,-47.1,1.405,5099.1,39691
1.1,93.994,-36.4,4.856,5191.0,21888
1.4,93.444,-36.1,4.963,5228.1,22897
1.4,93.444,-36.1,4.965,5228.1,2906
1.4,93.91799999999999,-42.7,4.966,5228.1,7151
-1.1,94.199,-37.5,0.8809999999999999,4963.6,6518
-1.8,92.89299999999999,-46.2,1.344,5099.1,36312
-0.1,93.2,-42.0,4.0760000000000005,5195.8,12104
1.4,94.465,-41.8,4.864,5228.1,15357
1.4,93.91799999999999,-42.7,4.957,5228.1,2161
-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,8641
1.4,94.465,-41.8,4.96,5228.1,8507
1.4,93.91799999999999,-42.7,4.962,5228.1,6096
-1.8,92.89299999999999,-46.2,1.334,5099.1,24799
1.4,93.444,-36.1,4.968,5228.1,12579
1.4,93.91799999999999,-42.7,4.962,5228.1,34469
-3.4,92.431,-26.9,0.7240000000000001,5017.5,36772
1.4,93.91799999999999,-42.7,4.96,5228.1,31587
1.1,93.994,-36.4,4.855,5191.0,24421
-1.8,93.075,-47.1,1.423,5099.1,5345
1.1,93.994,-36.4,4.856,5191.0,15229
1.4,93.91799999999999,-42.7,4.957,5228.1,39729
1.4,94.465,-41.8,4.8660000000000005,5228.1,2493
1.4,93.444,-36.1,4.965,5228.1,6928
-1.8,92.84299999999999,-50.0,1.531,5099.1,886
1.1,93.994,-36.4,4.8580000000000005,5191.0,7691
1.4,94.465,-41.8,4.967,5228.1,11042
1.4,93.444,-36.1,4.9639999999999995,5228.1,22011
1.1,93.994,-36.4,4.86,5191.0,37915
-2.9,92.963,-40.8,1.281,5076.2,18855
1.1,93.994,-36.4,4.86,5191.0,10706
-3.4,92.649,-30.1,0.715,5017.5,9978
1.1,93.994,-36.4,4.864,5191.0,22311
1.4,94.465,-41.8,4.961,5228.1,28796
1.4,93.91799999999999,-42.7,4.961,5228.1,8041
1.4,93.91799999999999,-42.7,4.962,5228.1,16887
1.4,93.444,-36.1,4.968,5228.1,10754
1.1,93.994,-36.4,4.86,5191.0,29620
-2.9,92.469,-33.6,1.0590000000000002,5076.2,35323
-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,688
-1.8,93.075,-47.1,1.405,5099.1,18800
-1.8,92.89299999999999,-46.2,1.266,5099.1,9808
-1.8,92.89299999999999,-46.2,1.344,5099.1,29793
1.4,93.444,-36.1,4.968,5228.1,9454
1.4,93.91799999999999,-42.7,4.958,5228.1,10736
-2.9,92.20100000000001,-31.4,0.879,5076.2,7500
1.1,93.994,-36.4,4.86,5191.0,5567
1.4,93.444,-36.1,4.97,5228.1,10725
1.4,94.465,-41.8,4.967,5228.1,10856
1.1,93.994,-36.4,4.857,5191.0,13159
1.4,94.465,-41.8,4.955,5228.1,27252
-1.8,92.89299999999999,-46.2,1.327,5099.1,7337
1.4,93.91799999999999,-42.7,4.958,5228.1,11595
1.1,93.994,-36.4,4.859,5191.0,22107
1.4,93.91799999999999,-42.7,4.958,5228.1,6092
-0.1,93.2,-42.0,4.021,5195.8,40741
-1.8,92.89299999999999,-46.2,1.25,5099.1,2620
-3.4,92.649,-30.1,0.716,5017.5,15799
-1.8,93.075,-47.1,1.453,5099.1,30757
1.4,93.444,-36.1,4.9639999999999995,5228.1,21970
-1.8,92.89299999999999,-46.2,1.291,5099.1,14279
1.4,93.91799999999999,-42.7,4.962,5228.1,5882
-1.8,93.075,-47.1,1.405,5099.1,30811
1.4,93.91799999999999,-42.7,4.962,5228.1,14182
1.1,93.994,-36.4,4.855,5191.0,10421
-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,21327
-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,17787
1.4,93.91799999999999,-42.7,4.96,5228.1,37380
-1.1,94.199,-37.5,0.879,4963.6,1588
1.1,93.994,-36.4,4.857,5191.0,30446
-1.8,93.075,-47.1,1.41,5099.1,18108
1.4,93.444,-36.1,4.962,5228.1,21822
1.4,93.444,-36.1,4.97,5228.1,33825
1.1,93.994,-36.4,4.857,5191.0,10106
1.4,93.91799999999999,-42.7,4.961,5228.1,37646
1.1,93.994,-36.4,4.86,5191.0,18554
-0.1,93.2,-42.0,4.0760000000000005,5195.8,23687
-1.8,93.876,-40.0,0.682,5008.7,160
1.4,93.91799999999999,-42.7,4.963,5228.1,41167
1.4,93.91799999999999,-42.7,4.963,5228.1,2631
1.4,93.91799999999999,-42.7,4.962,5228.1,23613
-1.7,94.055,-39.8,0.72,4991.6,7893
1.1,93.994,-36.4,4.857,5191.0,39126
-0.1,93.2,-42.0,4.0760000000000005,5195.8,39602
1.4,93.444,-36.1,4.963,5228.1,709
-1.1,94.199,-37.5,0.878,4963.6,8406
1.1,93.994,-36.4,4.857,5191.0,728
-1.8,92.89299999999999,-46.2,1.344,5099.1,20366
-0.1,93.2,-42.0,4.1530000000000005,5195.8,36901
1.4,93.91799999999999,-42.7,4.962,5228.1,8812
-1.8,92.89299999999999,-46.2,1.291,5099.1,15143
-3.4,92.649,-30.1,0.715,5017.5,20607
1.4,93.444,-36.1,4.962,5228.1,28560
1.1,93.994,-36.4,4.857,5191.0,11226
1.4,93.444,-36.1,4.962,5228.1,32972
1.4,93.91799999999999,-42.7,4.961,5228.1,20045
1.4,93.91799999999999,-42.7,4.963,5228.1,28206
1.1,93.994,-36.4,4.856,5191.0,26205
-1.8,92.84299999999999,-50.0,1.726,5099.1,38557
1.1,93.994,-36.4,4.855,5191.0,28008
-1.8,92.89299999999999,-46.2,1.344,5099.1,15974
1.4,93.91799999999999,-42.7,4.962,5228.1,31936
1.4,93.91799999999999,-42.7,4.961,5228.1,8505
-0.1,93.2,-42.0,4.0760000000000005,5195.8,30330
-1.7,94.027,-38.3,0.889,4991.6,40546
1.4,93.444,-36.1,4.963,5228.1,8942
1.4,93.91799999999999,-42.7,4.962,5228.1,12622
1.1,93.994,-36.4,4.86,5191.0,1336
1.1,93.994,-36.4,4.856,5191.0,6235
1.4,93.444,-36.1,4.965,5228.1,39354
1.4,93.444,-36.1,4.968,5228.1,33485
1.1,93.994,-36.4,4.859,5191.0,21980
-0.1,93.2,-42.0,4.12,5195.8,11696
1.4,93.91799999999999,-42.7,4.963,5228.1,27348
-1.1,94.199,-37.5,0.882,4963.6,36840
1.1,93.994,-36.4,4.86,5191.0,761
-2.9,92.963,-40.8,1.26,5076.2,18695
-1.8,92.89299999999999,-46.2,1.344,5099.1,36161
1.4,94.465,-41.8,4.961,5228.1,30060
1.4,93.444,-36.1,4.9639999999999995,5228.1,11
-1.8,93.075,-47.1,1.365,5099.1,33367
1.4,93.444,-36.1,4.963,5228.1,4632
1.1,93.994,-36.4,4.86,5191.0,447
-1.8,92.89299999999999,-46.2,1.354,5099.1,5843
1.4,93.91799999999999,-42.7,4.963,5228.1,16635
-2.9,92.963,-40.8,1.266,5076.2,39240
1.4,93.91799999999999,-42.7,4.962,5228.1,23372
1.4,93.444,-36.1,4.963,5228.1,35020
-2.9,92.20100000000001,-31.4,0.884,5076.2,36374
-1.8,92.89299999999999,-46.2,1.327,5099.1,38071
1.4,93.91799999999999,-42.7,4.955,5228.1,34501
-1.8,93.075,-47.1,1.405,5099.1,30155
1.1,93.994,-36.4,4.856,5191.0,23595
1.4,93.444,-36.1,4.966,5228.1,26765
1.4,93.444,-36.1,4.962,5228.1,22824
1.4,93.444,-36.1,4.9639999999999995,5228.1,14748
-0.1,93.2,-42.0,4.191,5195.8,22656
-1.8,92.84299999999999,-50.0,1.52,5099.1,4054
1.4,93.91799999999999,-42.7,4.961,5228.1,23566
-1.8,92.89299999999999,-46.2,1.344,5099.1,9072
1.4,94.465,-41.8,4.961,5228.1,34702
-2.9,92.20100000000001,-31.4,0.884,5076.2,24893
-0.1,93.2,-42.0,4.0760000000000005,5195.8,13253
1.4,94.465,-41.8,4.864,5228.1,28167
1.4,93.444,-36.1,4.966,5228.1,16849
1.4,93.91799999999999,-42.7,4.961,5228.1,12935
-1.8,92.89299999999999,-46.2,1.266,5099.1,16103
-1.8,92.89299999999999,-46.2,1.344,5099.1,28057
1.4,93.444,-36.1,4.966,5228.1,29329
1.4,93.444,-36.1,4.965,5228.1,37069
1.4,93.444,-36.1,4.963,5228.1,4948
1.4,93.91799999999999,-42.7,4.962,5228.1,20416
1.4,94.465,-41.8,4.961,5228.1,24427
-1.8,92.89299999999999,-46.2,1.327,5099.1,6575
-0.1,93.2,-42.0,4.1530000000000005,5195.8,25403
1.1,93.994,-36.4,4.856,5191.0,5002
1.4,93.91799999999999,-42.7,4.962,5228.1,32395
-0.1,93.2,-42.0,4.021,5195.8,28827
-2.9,92.20100000000001,-31.4,0.884,5076.2,30620
-1.8,92.89299999999999,-46.2,1.354,5099.1,27091
1.4,94.465,-41.8,4.865,5228.1,1817
-1.8,92.89299999999999,-46.2,1.25,5099.1,10813
1.4,94.465,-41.8,4.864,5228.1,1580
1.4,93.444,-36.1,4.9639999999999995,5228.1,15910
1.1,93.994,-36.4,4.857,5191.0,35102
1.4,93.91799999999999,-42.7,4.959,5228.1,25470
-1.8,93.075,-47.1,1.405,5099.1,40070
-0.1,93.2,-42.0,4.0760000000000005,5195.8,10391
-1.1,94.199,-37.5,0.882,4963.6,25332
1.1,93.994,-36.4,4.86,5191.0,23588
1.4,93.91799999999999,-42.7,4.962,5228.1,33186
1.4,94.465,-41.8,4.864,5228.1,16364
-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,25698
1.4,94.465,-41.8,4.961,5228.1,14006
-1.8,92.89299999999999,-46.2,1.327,5099.1,24958
1.4,94.465,-41.8,4.864,5228.1,141
1.4,93.91799999999999,-42.7,4.957,5228.1,7690
1.1,93.994,-36.4,4.8580000000000005,5191.0,29108
1.4,93.91799999999999,-42.7,4.962,5228.1,24708
-1.8,92.89299999999999,-46.2,1.327,5099.1,27546
1.1,93.994,-36.4,4.859,5191.0,13422
1.4,94.465,-41.8,4.865,5228.1,31249
-1.8,93.075,-47.1,1.405,5099.1,23107
1.4,93.91799999999999,-42.7,4.957,5228.1,26916
-0.1,93.2,-42.0,4.663,5195.8,27113
1.4,93.91799999999999,-42.7,4.963,5228.1,32842
1.1,93.994,-36.4,4.8580000000000005,5191.0,8643
-0.1,93.2,-42.0,4.12,5195.8,24451
1.1,93.994,-36.4,4.856,5191.0,32890
1.4,93.444,-36.1,4.9639999999999995,5228.1,28038
1.1,93.994,-36.4,4.859,5191.0,11867
-1.8,93.075,-47.1,1.479,5099.1,21695
1.4,93.444,-36.1,4.963,5228.1,8663
1.4,93.91799999999999,-42.7,4.968,5228.1,1609
1.1,93.994,-36.4,4.855,5191.0,34890
-2.9,92.20100000000001,-31.4,0.8690000000000001,5076.2,34905
-1.8,92.89299999999999,-46.2,1.266,5099.1,1730
-0.1,93.2,-42.0,4.0760000000000005,5195.8,3743
-1.1,94.199,-37.5,0.879,4963.6,30789
-0.1,93.79799999999999,-40.4,4.912,5195.8,5545
1.4,93.91799999999999,-42.7,4.962,5228.1,10423
1.1,93.994,-36.4,4.857,5191.0,15304
-0.1,93.2,-42.0,4.021,5195.8,12787
1.4,94.465,-41.8,4.959,5228.1,19173
1.1,93.994,-36.4,4.857,5191.0,39383
1.4,93.444,-36.1,4.9639999999999995,5228.1,37219
1.1,93.994,-36.4,4.856,5191.0,2660
1.4,93.91799999999999,-42.7,4.963,5228.1,22168
-1.8,93.075,-47.1,1.405,5099.1,11718
1.1,93.994,-36.4,4.864,5191.0,20054
-1.8,92.89299999999999,-46.2,1.266,5099.1,35308
-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,8645
-0.1,93.2,-42.0,4.191,5195.8,1188
1.1,93.994,-36.4,4.8580000000000005,5191.0,9185
1.4,93.444,-36.1,4.9639999999999995,5228.1,27850
-1.7,94.215,-40.3,0.8270000000000001,4991.6,464
1.4,93.91799999999999,-42.7,4.963,5228.1,24779
1.4,94.465,-41.8,4.967,5228.1,26286
1.4,93.91799999999999,-42.7,4.962,5228.1,36705
-3.4,92.649,-30.1,0.7140000000000001,5017.5,28977
1.1,93.994,-36.4,4.857,5191.0,35175
-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,673
1.4,93.91799999999999,-42.7,4.968,5228.1,37223
1.1,93.994,-36.4,4.8580000000000005,5191.0,22611
-1.8,92.89299999999999,-46.2,1.281,5099.1,26802
-2.9,92.20100000000001,-31.4,0.873,5076.2,25072
1.4,93.91799999999999,-42.7,4.961,5228.1,13795
1.1,93.994,-36.4,4.855,5191.0,6242
1.4,93.444,-36.1,4.966,5228.1,13697
1.1,93.994,-36.4,4.857,5191.0,25539
-0.1,93.2,-42.0,4.021,5195.8,23124
-1.8,92.89299999999999,-46.2,1.27,5099.1,26097
-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1,27632
1.4,93.444,-36.1,4.963,5228.1,32065
-2.9,92.963,-40.8,1.262,5076.2,23772
1.1,93.994,-36.4,4.856,5191.0,948
1.4,93.91799999999999,-42.7,4.96,5228.1,17780
1.4,93.91799999999999,-42.7,4.962,5228.1,11914
1.1,93.994,-36.4,4.857,5191.0,2587
-1.8,93.075,-47.1,1.435,5099.1,23012
1.4,93.91799999999999,-42.7,4.968,5228.1,29354
-1.8,93.075,-47.1,1.365,5099.1,2948
1.4,93.444,-36.1,4.9639999999999995,5228.1,11907
-0.1,93.2,-42.0,4.12,5195.8,16203
1.1,93.994,-36.4,4.86,5191.0,13212
-0.1,93.2,-42.0,4.191,5195.8,14103
-2.9,92.20100000000001,-31.4,0.883,5076.2,19412
-0.1,93.2,-42.0,4.12,5195.8,13588
-0.1,93.2,-42.0,4.0760000000000005,5195.8,23158
1.1,93.994,-36.4,4.855,5191.0,31719
1.4,94.465,-41.8,4.96,5228.1,22482
-0.1,93.2,-42.0,4.12,5195.8,2490
1.4,93.91799999999999,-42.7,4.962,5228.1,32412
1.1,93.994,-36.4,4.86,5191.0,8959
1.1,93.994,-36.4,4.859,5191.0,2642
1.1,93.994,-36.4,4.86,5191.0,17785
-1.8,92.89299999999999,-46.2,1.266,5099.1,33304
1.1,93.994,-36.4,4.855,5191.0,36807
1.1,93.994,-36.4,4.86,5191.0,31626
-1.8,92.89299999999999,-46.2,1.266,5099.1,1459
1.4,94.465,-41.8,4.864,5228.1,36949
1.4,93.91799999999999,-42.7,4.962,5228.1,31687
1.4,93.91799999999999,-42.7,4.963,5228.1,19534
-3.4,92.431,-26.9,0.7390000000000001,5017.5,36957
1.1,93.994,-36.4,4.857,5191.0,13118
1.1,93.994,-36.4,4.864,5191.0,27835
1.1,93.994,-36.4,4.856,5191.0,7973
-0.1,93.2,-42.0,4.191,5195.8,11095
-2.9,92.963,-40.8,1.281,5076.2,3999
1.1,93.994,-36.4,4.856,5191.0,33331
1.1,93.994,-36.4,4.857,5191.0,38840
1.4,93.91799999999999,-42.7,4.961,5228.1,13367
-0.1,93.2,-42.0,4.0760000000000005,5195.8,33923
1.1,93.994,-36.4,4.8580000000000005,5191.0,8334
-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,39236
1.4,94.465,-41.8,4.864,5228.1,37817
-1.8,92.89299999999999,-46.2,1.334,5099.1,40101
1.4,94.465,-41.8,4.961,5228.1,14799
1.4,93.91799999999999,-42.7,4.96,5228.1,6070
1.4,93.444,-36.1,4.9639999999999995,5228.1,32859
-0.1,93.2,-42.0,4.1530000000000005,5195.8,24752
-3.4,92.431,-26.9,0.7240000000000001,5017.5,20653
-0.1,93.2,-42.0,4.021,5195.8,31636
1.1,93.994,-36.4,4.857,5191.0,1266
-1.8,93.369,-34.8,0.635,5008.7,9940
-1.8,92.89299999999999,-46.2,1.264,5099.1,27567
-1.1,94.199,-37.5,0.882,4963.6,35386
1.4,94.465,-41.8,4.864,5228.1,16747
1.4,94.465,-41.8,4.864,5228.1,26969
1.4,93.91799999999999,-42.7,4.961,5228.1,8020
-1.8,93.075,-47.1,1.483,5099.1,30028
1.4,93.91799999999999,-42.7,4.962,5228.1,12224
-0.1,93.2,-42.0,4.1530000000000005,5195.8,21840
1.1,93.994,-36.4,4.859,5191.0,16299
-1.8,92.89299999999999,-46.2,1.291,5099.1,11891
1.1,93.994,-36.4,4.857,5191.0,10451
1.4,93.444,-36.1,4.963,5228.1,33380
-1.8,92.89299999999999,-46.2,1.291,5099.1,40226
1.4,94.465,-41.8,4.865,5228.1,16401
-3.4,92.37899999999999,-29.8,0.773,5017.5,19880
1.1,93.994,-36.4,4.857,5191.0,14951
-0.1,93.2,-42.0,4.021,5195.8,9144
1.1,93.994,-36.4,4.864,5191.0,27363
1.4,93.444,-36.1,4.963,5228.1,4776
1.1,93.994,-36.4,4.857,5191.0,32076
1.1,93.994,-36.4,4.857,5191.0,14695
-1.8,92.89299999999999,-46.2,1.281,5099.1,17901
1.4,94.465,-41.8,4.961,5228.1,23988
1.4,94.465,-41.8,4.962,5228.1,35069
1.4,94.465,-41.8,4.959,5228.1,28045
1.4,93.91799999999999,-42.7,4.961,5228.1,163
1.1,93.994,-36.4,4.859,5191.0,35863
1.4,94.465,-41.8,4.96,5228.1,239
-1.8,92.89299999999999,-46.2,1.281,5099.1,28314
1.4,93.91799999999999,-42.7,4.962,5228.1,39118
1.4,94.465,-41.8,4.961,5228.1,40140
1.4,94.465,-41.8,4.962,5228.1,27263
-1.7,94.027,-38.3,0.898,4991.6,40846
-1.8,93.749,-34.6,0.659,5008.7,22365
1.4,93.91799999999999,-42.7,4.962,5228.1,16225
1.1,93.994,-36.4,4.856,5191.0,29982
1.4,93.444,-36.1,4.9639999999999995,5228.1,3276
-0.1,93.2,-42.0,4.1530000000000005,5195.8,7780
1.4,93.444,-36.1,4.963,5228.1,31518
1.1,93.994,-36.4,4.855,5191.0,21564
-2.9,92.20100000000001,-31.4,0.884,5076.2,18293
1.1,93.994,-36.4,4.86,5191.0,31841
1.4,93.444,-36.1,4.963,5228.1,31791
1.4,93.444,-36.1,4.9639999999999995,5228.1,12031
-1.8,92.89299999999999,-46.2,1.334,5099.1,36542
1.1,93.994,-36.4,4.855,5191.0,2888
1.4,93.91799999999999,-42.7,4.962,5228.1,16686
1.4,94.465,-41.8,4.96,5228.1,11675
-1.8,93.075,-47.1,1.405,5099.1,11162
1.4,93.91799999999999,-42.7,4.968,5228.1,35855
-0.1,93.2,-42.0,4.1530000000000005,5195.8,11568
1.4,93.91799999999999,-42.7,4.962,5228.1,30559
1.1,93.994,-36.4,4.856,5191.0,36242
1.4,94.465,-41.8,4.962,5228.1,35937
1.4,93.444,-36.1,4.963,5228.1,3934
-3.0,92.713,-33.0,0.7170000000000001,5023.5,39382
1.1,93.994,-36.4,4.857,5191.0,28523
1.4,93.444,-36.1,4.966,5228.1,23435
1.1,93.994,-36.4,4.859,5191.0,2986
-1.8,93.075,-47.1,1.466,5099.1,39674
1.4,93.91799999999999,-42.7,4.962,5228.1,20869
1.1,93.994,-36.4,4.857,5191.0,25883
-3.0,92.713,-33.0,0.715,5023.5,34296
-1.8,92.89299999999999,-46.2,1.281,5099.1,12990
1.1,93.994,-36.4,4.8580000000000005,5191.0,11799
1.1,93.994,-36.4,4.86,5191.0,32958
1.4,93.91799999999999,-42.7,4.958,5228.1,5798
-0.1,93.2,-42.0,4.021,5195.8,5639
1.1,93.994,-36.4,4.859,5191.0,12394
1.1,93.994,-36.4,4.856,5191.0,40306
-1.8,93.075,-47.1,1.405,5099.1,24740
-1.8,92.89299999999999,-46.2,1.244,5099.1,25591
1.1,93.994,-36.4,4.857,5191.0,35444
-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,13613
1.4,93.444,-36.1,4.966,5228.1,3618
-1.7,94.215,-40.3,0.8270000000000001,4991.6,28612
-1.8,93.369,-34.8,0.6459999999999999,5008.7,37200
1.1,93.994,-36.4,4.857,5191.0,38306
1.4,93.444,-36.1,4.966,5228.1,38702
1.4,93.91799999999999,-42.7,4.961,5228.1,26105
1.4,94.465,-41.8,4.959,5228.1,6786
-0.1,93.2,-42.0,4.1530000000000005,5195.8,6187
1.1,93.994,-36.4,4.859,5191.0,32818
-1.8,93.876,-40.0,0.688,5008.7,34533
1.1,93.994,-36.4,4.855,5191.0,11894
-1.8,92.89299999999999,-46.2,1.334,5099.1,27689
1.1,93.994,-36.4,4.857,5191.0,32763
1.4,93.91799999999999,-42.7,4.966,5228.1,26074
-0.1,93.2,-42.0,4.0760000000000005,5195.8,19009
1.1,93.994,-36.4,4.857,5191.0,3704
-1.8,92.89299999999999,-46.2,1.327,5099.1,35959
1.4,93.444,-36.1,4.965,5228.1,6057
1.4,94.465,-41.8,4.961,5228.1,215
1.4,93.91799999999999,-42.7,4.957,5228.1,12618
1.4,93.91799999999999,-42.7,4.962,5228.1,21938
-1.8,92.89299999999999,-46.2,1.281,5099.1,14407
-1.8,92.89299999999999,-46.2,1.334,5099.1,8685
-0.1,93.2,-42.0,4.021,5195.8,1295
1.1,93.994,-36.4,4.8580000000000005,5191.0,25009
-1.8,92.89299999999999,-46.2,1.291,5099.1,2428
1.1,93.994,-36.4,4.855,5191.0,7030
-0.1,93.2,-42.0,4.191,5195.8,29501
1.4,94.465,-41.8,4.96,5228.1,17795
1.4,94.465,-41.8,4.865,5228.1,27351
