age,job,marital,education,default,housing,loan,id
32,admin.,single,university.degree,no,yes,no,4054
59,retired,divorced,university.degree,unknown,yes,no,23566
39,retired,divorced,basic.4y,no,yes,yes,9072
37,technician,married,professional.course,no,yes,no,34702
52,management,married,university.degree,no,no,no,24893
38,entrepreneur,divorced,university.degree,no,yes,no,13253
41,blue-collar,married,basic.6y,no,yes,no,28167
46,services,married,unknown,no,no,no,16849
35,blue-collar,divorced,unknown,no,yes,no,12935
31,technician,single,university.degree,no,yes,no,16103
40,admin.,single,high.school,no,yes,no,28057
50,unemployed,married,professional.course,unknown,no,no,29329
30,technician,married,professional.course,no,no,yes,37069
43,admin.,married,university.degree,no,no,yes,4948
34,admin.,married,professional.course,no,no,yes,20416
24,admin.,single,university.degree,no,yes,no,24427
46,blue-collar,married,basic.4y,no,no,no,6575
34,technician,single,high.school,no,yes,no,25403
53,blue-collar,married,basic.9y,unknown,yes,no,5002
50,blue-collar,married,basic.4y,no,no,no,32395
32,technician,single,professional.course,no,yes,no,28827
33,technician,single,basic.9y,no,yes,yes,30620
36,blue-collar,married,basic.9y,no,yes,no,27091
42,blue-collar,married,basic.9y,unknown,no,no,1817
37,blue-collar,single,basic.6y,no,yes,no,10813
28,blue-collar,married,basic.6y,unknown,no,no,1580
33,admin.,married,university.degree,no,yes,yes,15910
43,management,married,basic.6y,unknown,no,no,35102
30,services,divorced,high.school,no,yes,yes,25470
43,blue-collar,married,basic.6y,no,no,no,40070
57,admin.,divorced,university.degree,no,yes,no,10391
34,admin.,married,university.degree,no,no,yes,25332
37,unemployed,married,professional.course,unknown,no,no,23588
56,technician,divorced,professional.course,no,yes,no,33186
41,admin.,married,university.degree,no,no,no,16364
36,admin.,married,high.school,no,yes,no,25698
41,blue-collar,single,basic.9y,no,no,no,14006
43,blue-collar,married,basic.9y,no,no,no,24958
39,admin.,married,university.degree,no,no,no,141
43,technician,single,professional.course,unknown,yes,no,7690
30,blue-collar,married,high.school,no,yes,no,29108
50,self-employed,married,professional.course,no,yes,yes,24708
32,technician,single,professional.course,no,no,yes,27546
42,blue-collar,married,basic.6y,no,yes,no,13422
40,admin.,single,high.school,unknown,yes,no,31249
32,admin.,married,high.school,no,yes,yes,23107
34,admin.,single,university.degree,no,yes,no,26916
47,admin.,married,university.degree,no,no,yes,27113
34,blue-collar,divorced,basic.9y,no,yes,no,32842
55,admin.,married,high.school,no,yes,no,8643
51,entrepreneur,divorced,university.degree,no,yes,no,24451
40,housemaid,divorced,unknown,no,no,no,32890
30,admin.,single,university.degree,no,no,no,28038
31,blue-collar,single,basic.9y,no,yes,no,11867
49,self-employed,divorced,unknown,unknown,no,no,21695
52,technician,divorced,professional.course,no,yes,no,8663
41,services,divorced,high.school,no,yes,no,1609
36,housemaid,divorced,university.degree,no,no,no,34890
25,services,single,high.school,no,no,no,34905
39,services,divorced,high.school,no,no,no,1730
33,technician,married,unknown,no,yes,no,3743
25,student,single,high.school,no,yes,no,30789
49,admin.,single,university.degree,no,yes,no,5545
48,technician,divorced,professional.course,no,yes,no,10423
48,blue-collar,married,professional.course,no,yes,yes,15304
31,admin.,single,high.school,no,no,no,12787
54,admin.,married,university.degree,no,no,no,19173
38,blue-collar,married,unknown,no,yes,no,39383
37,technician,single,professional.course,no,yes,no,37219
34,services,married,high.school,no,yes,yes,2660
34,technician,married,high.school,no,no,yes,22168
43,management,married,university.degree,no,yes,yes,11718
27,blue-collar,married,basic.9y,unknown,no,yes,20054
28,blue-collar,single,basic.4y,no,no,no,35308
34,blue-collar,single,basic.9y,no,no,no,8645
40,admin.,married,high.school,no,no,no,1188
35,services,single,professional.course,unknown,no,no,9185
31,admin.,single,university.degree,no,yes,no,27850
24,admin.,single,high.school,no,no,no,464
33,admin.,married,university.degree,no,yes,no,24779
34,admin.,married,university.degree,no,yes,no,26286
54,technician,married,basic.6y,no,yes,no,36705
40,technician,single,university.degree,no,no,no,28977
36,technician,married,professional.course,unknown,no,no,35175
34,blue-collar,married,basic.9y,no,yes,no,673
29,technician,married,university.degree,no,no,no,37223
32,services,single,basic.6y,no,yes,yes,22611
27,admin.,married,high.school,no,yes,no,26802
41,admin.,married,high.school,no,yes,no,25072
42,services,single,unknown,unknown,yes,no,13795
28,services,single,high.school,no,unknown,unknown,6242
45,technician,married,professional.course,no,no,no,13697
43,technician,married,professional.course,no,no,yes,25539
36,technician,single,unknown,no,no,no,23124
38,housemaid,married,university.degree,no,yes,no,26097
52,unemployed,single,basic.4y,no,yes,no,27632
35,technician,married,high.school,no,unknown,unknown,32065
32,admin.,married,university.degree,no,yes,yes,23772
34,technician,married,professional.course,no,no,no,948
39,management,married,university.degree,unknown,yes,no,17780
47,technician,divorced,high.school,no,yes,no,11914
33,services,married,basic.9y,unknown,yes,no,2587
33,self-employed,married,university.degree,no,yes,no,23012
57,technician,single,professional.course,no,yes,no,29354
34,admin.,single,professional.course,no,no,no,2948
57,retired,married,professional.course,no,yes,no,11907
29,blue-collar,single,basic.9y,no,no,no,16203
35,housemaid,married,basic.4y,unknown,no,yes,13212
41,management,married,university.degree,no,yes,no,14103
58,technician,married,professional.course,no,no,no,19412
33,admin.,single,university.degree,no,yes,no,13588
52,admin.,divorced,university.degree,no,yes,no,23158
36,blue-collar,single,basic.6y,no,no,no,31719
59,blue-collar,married,basic.4y,unknown,yes,no,22482
31,services,married,high.school,no,no,no,2490
29,admin.,single,high.school,no,unknown,unknown,32412
36,blue-collar,single,basic.4y,no,no,no,8959
45,technician,divorced,professional.course,no,yes,no,2642
32,services,married,high.school,no,yes,no,17785
40,services,divorced,high.school,no,no,yes,33304
39,services,divorced,high.school,no,yes,no,36807
30,blue-collar,married,basic.9y,no,yes,no,31626
33,admin.,single,university.degree,no,yes,no,1459
33,admin.,single,high.school,no,no,no,36949
47,housemaid,married,basic.4y,unknown,no,no,31687
51,housemaid,married,high.school,no,yes,no,19534
36,services,married,high.school,no,no,no,36957
57,blue-collar,divorced,unknown,unknown,yes,no,13118
27,services,single,high.school,no,yes,no,27835
29,technician,married,professional.course,no,no,no,7973
42,admin.,single,high.school,no,yes,no,11095
25,admin.,divorced,university.degree,no,no,no,3999
54,blue-collar,married,basic.4y,no,yes,no,33331
33,services,married,high.school,no,yes,yes,38840
24,student,married,university.degree,no,no,no,13367
31,services,single,high.school,no,no,no,33923
50,blue-collar,married,basic.4y,no,no,no,8334
32,technician,divorced,professional.course,no,no,yes,39236
36,blue-collar,married,basic.4y,no,no,no,37817
39,blue-collar,married,professional.course,no,yes,no,40101
52,management,divorced,high.school,no,no,no,14799
36,blue-collar,married,basic.6y,unknown,no,no,6070
34,technician,divorced,professional.course,no,yes,no,32859
32,blue-collar,married,basic.9y,no,no,no,24752
58,unemployed,divorced,basic.9y,no,yes,no,20653
44,admin.,married,university.degree,unknown,no,no,31636
37,technician,single,professional.course,no,yes,no,1266
59,admin.,divorced,university.degree,no,yes,no,9940
60,admin.,married,high.school,no,no,yes,27567
22,admin.,single,university.degree,no,yes,no,35386
45,blue-collar,divorced,basic.9y,no,yes,no,16747
23,services,single,high.school,no,no,no,26969
34,admin.,married,university.degree,no,no,no,8020
39,blue-collar,married,basic.9y,no,no,no,30028
53,technician,married,professional.course,unknown,no,no,12224
58,management,married,university.degree,no,yes,yes,21840
47,services,divorced,high.school,no,no,no,16299
23,blue-collar,married,basic.6y,unknown,no,no,11891
30,blue-collar,single,high.school,no,no,no,10451
29,admin.,single,university.degree,no,yes,no,33380
47,entrepreneur,divorced,basic.9y,no,no,no,40226
26,management,single,university.degree,no,no,no,16401
73,retired,married,basic.4y,no,yes,no,19880
50,entrepreneur,divorced,university.degree,no,yes,no,14951
37,admin.,married,university.degree,no,yes,no,9144
30,blue-collar,married,basic.9y,no,no,no,27363
29,technician,single,high.school,no,yes,no,4776
50,admin.,married,high.school,unknown,yes,no,32076
37,entrepreneur,married,university.degree,no,no,yes,14695
29,blue-collar,married,basic.9y,unknown,yes,no,17901
39,blue-collar,married,basic.9y,unknown,yes,no,23988
43,admin.,married,high.school,unknown,no,no,35069
36,admin.,single,high.school,unknown,yes,no,28045
27,unemployed,single,university.degree,no,yes,no,163
37,blue-collar,married,basic.9y,no,yes,no,35863
58,unemployed,single,basic.4y,unknown,no,no,239
31,admin.,single,high.school,no,yes,yes,28314
48,blue-collar,married,basic.9y,no,yes,yes,39118
29,student,married,high.school,no,no,yes,40140
57,unemployed,married,basic.9y,no,yes,no,27263
38,technician,single,university.degree,no,no,no,40846
31,self-employed,single,university.degree,no,no,no,22365
49,blue-collar,married,basic.4y,unknown,yes,no,16225
34,admin.,married,professional.course,no,yes,no,29982
31,admin.,divorced,university.degree,no,unknown,unknown,3276
35,self-employed,married,professional.course,no,yes,no,7780
46,services,married,unknown,unknown,no,no,31518
59,management,married,university.degree,no,no,no,21564
44,entrepreneur,married,basic.4y,no,unknown,unknown,18293
42,admin.,divorced,high.school,no,yes,no,31841
57,blue-collar,married,basic.4y,no,no,no,31791
39,admin.,divorced,university.degree,no,no,no,12031
51,blue-collar,married,basic.9y,unknown,yes,no,36542
33,blue-collar,married,basic.6y,unknown,yes,yes,2888
52,blue-collar,divorced,basic.9y,no,yes,no,16686
40,entrepreneur,married,high.school,no,no,no,11675
37,blue-collar,married,high.school,no,no,no,11162
37,entrepreneur,divorced,high.school,no,yes,no,35855
47,unemployed,married,high.school,no,yes,no,11568
48,admin.,single,high.school,no,yes,no,30559
36,management,married,university.degree,no,no,no,36242
51,unemployed,divorced,university.degree,unknown,yes,yes,35937
33,admin.,married,university.degree,unknown,no,no,3934
38,technician,single,university.degree,no,yes,no,39382
56,services,divorced,high.school,unknown,no,no,28523
31,admin.,married,university.degree,no,no,no,23435
41,technician,married,basic.9y,no,no,no,2986
55,technician,married,professional.course,no,no,no,39674
44,services,divorced,high.school,no,yes,yes,20869
47,blue-collar,married,basic.4y,unknown,no,no,25883
65,management,married,unknown,no,yes,no,34296
34,services,single,high.school,no,yes,yes,12990
26,admin.,married,high.school,no,no,yes,11799
54,retired,married,basic.9y,no,yes,no,32958
27,unemployed,single,university.degree,no,yes,no,5798
31,technician,married,university.degree,no,no,no,5639
55,admin.,married,high.school,no,no,yes,12394
43,blue-collar,married,basic.4y,unknown,yes,no,40306
37,management,divorced,professional.course,no,yes,no,24740
28,services,single,high.school,no,yes,no,25591
51,admin.,divorced,basic.9y,unknown,yes,no,35444
32,admin.,married,professional.course,no,no,no,13613
36,technician,married,high.school,no,no,no,3618
59,retired,divorced,basic.4y,no,yes,yes,28612
58,retired,married,university.degree,no,yes,no,37200
30,management,divorced,university.degree,no,no,yes,38306
30,blue-collar,married,high.school,no,yes,no,38702
35,blue-collar,divorced,basic.9y,no,no,no,26105
40,entrepreneur,single,high.school,no,no,no,6786
35,admin.,married,university.degree,no,no,no,6187
39,admin.,married,university.degree,no,no,no,32818
47,services,divorced,university.degree,no,yes,yes,34533
32,admin.,married,high.school,no,yes,yes,11894
58,blue-collar,married,basic.4y,unknown,yes,yes,27689
42,technician,married,basic.9y,no,no,no,32763
32,housemaid,married,basic.9y,no,no,no,26074
53,technician,divorced,high.school,no,yes,yes,19009
35,retired,married,professional.course,no,no,no,3704
32,services,married,high.school,no,yes,no,35959
30,technician,married,professional.course,no,yes,no,6057
27,entrepreneur,single,university.degree,no,no,no,215
37,entrepreneur,divorced,high.school,unknown,yes,no,12618
50,retired,married,professional.course,no,yes,no,21938
30,services,single,high.school,no,yes,no,14407
41,services,divorced,high.school,no,no,no,8685
52,unemployed,married,university.degree,no,no,no,1295
30,technician,married,professional.course,no,yes,no,25009
50,entrepreneur,married,university.degree,no,yes,no,2428
25,admin.,married,high.school,no,yes,no,7030
33,blue-collar,single,basic.9y,no,yes,no,29501
52,blue-collar,married,basic.9y,no,no,no,17795
40,admin.,married,university.degree,unknown,yes,no,27351
41,unemployed,married,basic.9y,unknown,no,no,18537
49,blue-collar,married,basic.6y,unknown,no,no,24962
57,retired,married,professional.course,no,no,no,27783
24,blue-collar,single,basic.4y,no,yes,no,17546
41,unknown,single,unknown,unknown,no,no,7830
29,admin.,married,university.degree,no,yes,no,20128
30,services,married,high.school,no,yes,no,17526
36,blue-collar,married,high.school,unknown,yes,no,11634
30,services,married,high.school,no,yes,no,11706
31,entrepreneur,divorced,high.school,no,yes,no,1328
39,blue-collar,married,high.school,no,yes,yes,18789
41,technician,divorced,high.school,no,no,no,3588
44,self-employed,married,university.degree,no,no,no,40754
27,unemployed,single,university.degree,no,yes,no,25569
40,blue-collar,married,basic.9y,no,yes,no,2344
31,technician,married,professional.course,no,yes,no,11003
37,blue-collar,single,professional.course,no,no,no,5577
30,entrepreneur,single,university.degree,no,yes,yes,24771
33,blue-collar,single,high.school,no,no,no,35167
26,blue-collar,married,basic.9y,no,no,no,18925
51,technician,divorced,unknown,unknown,yes,no,16385
31,admin.,married,university.degree,no,yes,no,13674
30,admin.,married,university.degree,no,yes,no,11315
41,blue-collar,divorced,basic.6y,no,no,no,37341
32,services,married,high.school,unknown,no,no,39056
28,blue-collar,single,basic.6y,unknown,no,no,13524
29,technician,single,high.school,no,no,no,25168
26,services,single,high.school,no,yes,no,8623
34,entrepreneur,single,basic.9y,no,no,no,23885
61,self-employed,divorced,university.degree,no,no,no,27881
27,blue-collar,married,basic.9y,no,no,no,13045
41,technician,married,professional.course,no,yes,no,29131
27,self-employed,single,university.degree,no,no,no,14753
58,retired,married,professional.course,unknown,yes,no,17500
44,blue-collar,married,high.school,no,unknown,unknown,29239
31,blue-collar,married,high.school,no,no,no,12399
63,housemaid,married,basic.4y,no,no,no,38899
32,admin.,single,university.degree,no,no,yes,7910
37,technician,single,basic.9y,no,no,yes,1153
25,technician,single,professional.course,no,yes,no,16150
31,admin.,single,university.degree,no,no,no,24293
37,admin.,married,university.degree,unknown,yes,no,32855
37,services,married,high.school,no,no,no,37648
53,blue-collar,married,basic.4y,unknown,yes,no,9193
42,services,married,basic.6y,no,no,no,2690
40,technician,married,basic.9y,no,no,no,14166
57,admin.,single,university.degree,unknown,yes,no,15586
45,blue-collar,married,basic.9y,no,yes,no,30508
42,admin.,married,university.degree,no,no,no,38591
54,management,married,university.degree,no,yes,no,19312
41,technician,married,professional.course,no,no,yes,31244
51,blue-collar,married,basic.4y,unknown,no,no,21088
39,blue-collar,single,basic.4y,unknown,no,no,3154
27,admin.,single,university.degree,no,yes,no,20850
30,admin.,single,university.degree,no,yes,yes,27740
52,technician,single,basic.4y,unknown,yes,no,32248
30,admin.,single,university.degree,no,no,no,5563
34,management,married,university.degree,no,no,no,36951
59,retired,divorced,high.school,no,yes,no,18845
33,entrepreneur,married,university.degree,no,yes,no,29450
58,retired,married,basic.4y,unknown,yes,no,40504
44,admin.,single,university.degree,no,no,no,21531
59,entrepreneur,married,university.degree,unknown,no,no,1139
29,admin.,single,high.school,no,yes,no,29079
52,blue-collar,married,basic.9y,no,no,no,5632
32,admin.,single,university.degree,no,unknown,unknown,39296
33,admin.,married,high.school,no,no,no,28669
32,blue-collar,single,high.school,no,yes,no,26131
48,services,married,basic.4y,unknown,yes,no,16261
47,management,married,university.degree,no,no,no,18830
41,admin.,single,university.degree,unknown,yes,yes,15809
56,services,divorced,high.school,unknown,yes,no,28489
30,self-employed,single,university.degree,no,yes,no,13080
36,unemployed,married,basic.9y,no,no,no,12920
44,technician,married,professional.course,unknown,yes,no,965
26,admin.,single,university.degree,no,yes,no,27697
31,unemployed,single,basic.4y,no,no,no,24440
41,blue-collar,married,basic.9y,no,no,yes,4317
74,retired,married,university.degree,no,yes,no,29302
46,admin.,married,university.degree,unknown,no,no,19083
45,management,married,university.degree,no,yes,no,988
42,management,married,high.school,unknown,no,no,5525
50,blue-collar,married,basic.4y,unknown,no,no,7059
33,admin.,married,high.school,no,no,no,28547
30,admin.,married,unknown,no,yes,no,26584
30,self-employed,married,basic.9y,unknown,no,no,26078
33,admin.,married,high.school,no,no,yes,1930
51,services,divorced,high.school,no,no,no,2739
