age,job,marital,education,default,housing,loan,id
45,blue-collar,married,basic.4y,unknown,no,yes,31029
47,technician,divorced,high.school,no,yes,no,4434
54,blue-collar,single,unknown,no,no,no,32905
33,admin.,single,university.degree,no,no,no,10143
27,student,single,high.school,unknown,yes,no,14806
67,retired,married,basic.4y,no,yes,no,30291
28,blue-collar,single,professional.course,no,yes,no,13559
41,services,married,high.school,no,yes,no,27069
31,unemployed,married,professional.course,no,yes,no,24029
48,technician,married,high.school,no,no,no,10734
37,blue-collar,married,professional.course,no,no,no,36002
51,housemaid,divorced,high.school,no,yes,no,28023
46,admin.,married,basic.9y,unknown,yes,no,35787
20,student,single,unknown,no,no,no,25243
32,services,married,high.school,no,yes,no,13250
26,admin.,single,high.school,no,no,yes,33697
30,blue-collar,married,basic.9y,no,yes,no,25831
25,technician,single,professional.course,no,no,yes,13002
42,admin.,married,basic.9y,no,yes,no,22348
34,admin.,single,high.school,no,yes,no,39396
36,management,married,university.degree,no,no,no,6384
23,services,single,high.school,no,yes,no,17621
43,housemaid,married,basic.4y,no,no,yes,21084
48,entrepreneur,married,university.degree,unknown,yes,no,3990
48,services,married,professional.course,no,yes,no,8137
32,admin.,single,university.degree,no,no,no,1005
41,blue-collar,married,basic.4y,no,no,no,14200
34,technician,married,high.school,no,yes,no,2628
53,admin.,married,university.degree,unknown,yes,no,15417
34,blue-collar,married,basic.9y,no,no,no,10068
27,management,single,university.degree,no,yes,no,14720
31,blue-collar,divorced,basic.9y,no,no,no,17582
43,services,married,high.school,no,no,no,38263
46,admin.,married,basic.9y,unknown,no,yes,11432
34,admin.,divorced,university.degree,no,no,no,30844
30,admin.,married,university.degree,no,yes,no,27622
39,management,single,high.school,unknown,no,no,34849
46,blue-collar,married,unknown,no,no,no,29167
46,blue-collar,married,basic.9y,no,no,yes,16906
41,blue-collar,married,basic.4y,unknown,no,no,24499
50,retired,divorced,basic.4y,unknown,yes,no,29551
58,self-employed,divorced,professional.course,no,yes,no,32326
47,services,married,high.school,no,no,yes,14509
38,services,divorced,basic.6y,no,unknown,unknown,21416
34,admin.,single,university.degree,no,no,yes,1721
35,self-employed,single,high.school,no,yes,no,18894
44,blue-collar,married,professional.course,unknown,no,no,14818
34,blue-collar,married,basic.9y,no,yes,no,33533
30,services,single,unknown,no,no,yes,36919
39,technician,single,high.school,unknown,yes,no,10569
34,services,married,high.school,no,no,no,8681
42,management,single,university.degree,no,unknown,unknown,5401
51,self-employed,married,basic.9y,no,yes,yes,13277
46,blue-collar,married,basic.9y,unknown,no,no,15597
36,admin.,married,university.degree,unknown,yes,no,33556
34,admin.,married,high.school,no,no,yes,8526
36,admin.,married,university.degree,no,yes,yes,17190
64,retired,married,university.degree,no,no,no,21025
32,blue-collar,married,basic.9y,unknown,yes,yes,34917
33,services,married,high.school,no,yes,yes,21944
38,management,married,university.degree,no,no,no,7170
30,unemployed,married,professional.course,no,unknown,unknown,30861
36,blue-collar,married,high.school,unknown,yes,no,16491
35,admin.,married,university.degree,no,no,no,1474
54,admin.,married,university.degree,no,yes,no,14878
29,admin.,single,university.degree,no,yes,no,27709
38,technician,married,university.degree,no,yes,no,25955
36,management,married,high.school,no,no,no,28181
54,admin.,married,basic.9y,no,no,no,22299
45,blue-collar,single,basic.4y,no,yes,no,32661
45,services,divorced,high.school,unknown,yes,no,7386
25,admin.,single,high.school,no,no,no,13379
26,student,single,university.degree,no,yes,no,25301
47,admin.,married,high.school,unknown,yes,no,12946
27,admin.,single,university.degree,no,no,no,2905
35,admin.,married,university.degree,no,yes,yes,6190
70,housemaid,divorced,basic.4y,no,no,no,29374
38,admin.,single,university.degree,unknown,yes,no,18818
27,blue-collar,married,basic.9y,no,yes,no,8588
36,blue-collar,married,basic.9y,no,yes,yes,17392
34,unemployed,single,professional.course,no,no,no,4188
27,blue-collar,married,basic.4y,no,yes,no,19717
56,admin.,married,high.school,no,no,no,34238
28,blue-collar,married,basic.6y,no,no,no,11770
56,services,married,high.school,no,yes,no,36608
32,technician,single,university.degree,no,yes,yes,11225
31,admin.,married,university.degree,no,yes,no,40158
33,blue-collar,married,basic.9y,no,no,no,24593
55,admin.,married,high.school,no,yes,yes,36980
37,blue-collar,married,basic.6y,no,yes,no,530
45,blue-collar,single,basic.4y,unknown,yes,yes,16172
52,entrepreneur,married,university.degree,unknown,yes,no,22726
36,management,divorced,university.degree,no,no,no,28280
35,services,divorced,high.school,no,no,no,24227
46,housemaid,married,basic.4y,no,no,no,16393
73,retired,married,basic.4y,unknown,no,no,22988
45,blue-collar,married,basic.4y,no,no,no,36120
41,self-employed,married,basic.9y,no,no,no,4517
27,admin.,single,university.degree,no,no,no,37139
51,entrepreneur,divorced,university.degree,unknown,no,no,23239
57,management,married,professional.course,unknown,yes,no,33068
54,management,divorced,university.degree,no,no,no,11367
33,blue-collar,married,basic.6y,no,no,no,380
26,services,divorced,basic.6y,no,no,yes,18936
39,admin.,married,high.school,no,yes,no,8163
47,management,married,university.degree,no,yes,no,6093
49,blue-collar,married,basic.6y,no,yes,no,2377
55,admin.,married,high.school,no,yes,yes,9437
54,blue-collar,married,basic.4y,no,no,no,12352
54,admin.,married,university.degree,no,no,yes,30173
53,retired,married,basic.4y,unknown,yes,no,20017
51,management,married,high.school,no,no,no,21775
35,technician,married,university.degree,no,yes,no,39770
59,blue-collar,married,basic.6y,unknown,yes,no,19558
33,technician,single,university.degree,no,yes,yes,32973
31,blue-collar,married,basic.9y,unknown,yes,no,20680
43,admin.,married,university.degree,no,yes,no,33182
32,admin.,married,high.school,unknown,yes,no,37229
52,admin.,married,university.degree,no,yes,no,32567
47,blue-collar,divorced,basic.9y,unknown,yes,no,35939
42,technician,married,professional.course,no,yes,no,36852
44,admin.,single,high.school,no,yes,no,35124
35,self-employed,married,university.degree,no,yes,no,32872
41,blue-collar,married,basic.4y,unknown,unknown,unknown,12705
41,admin.,married,university.degree,unknown,yes,no,12123
33,blue-collar,married,basic.4y,no,no,no,1253
45,blue-collar,married,basic.9y,unknown,yes,no,3571
39,self-employed,married,university.degree,no,yes,yes,30959
35,blue-collar,married,basic.9y,unknown,no,no,39829
35,services,divorced,university.degree,no,yes,no,7860
31,technician,single,high.school,no,no,no,13754
45,admin.,married,university.degree,no,no,no,12565
42,blue-collar,married,basic.9y,unknown,yes,no,6770
43,management,married,university.degree,no,yes,no,17989
36,blue-collar,married,basic.9y,no,yes,yes,2425
38,admin.,single,unknown,no,yes,no,20190
43,blue-collar,married,basic.4y,unknown,no,no,7396
51,technician,divorced,professional.course,no,yes,no,40663
29,technician,married,university.degree,no,no,no,31406
50,admin.,divorced,university.degree,no,yes,no,25966
32,blue-collar,married,basic.6y,no,no,no,3705
36,blue-collar,single,basic.6y,no,no,no,3906
30,technician,married,professional.course,no,yes,no,39916
41,blue-collar,married,basic.4y,unknown,yes,no,8455
38,blue-collar,divorced,unknown,no,yes,no,14299
48,technician,married,university.degree,no,no,no,19506
36,admin.,single,high.school,no,yes,no,20239
49,management,married,university.degree,no,yes,no,25497
57,services,married,high.school,no,yes,yes,13939
30,management,single,university.degree,no,no,yes,19105
49,blue-collar,married,unknown,unknown,no,no,23840
28,technician,single,professional.course,no,yes,no,1715
30,blue-collar,single,basic.9y,no,yes,no,30502
58,retired,divorced,high.school,no,no,yes,28928
54,technician,single,high.school,no,yes,no,31396
33,services,single,high.school,no,yes,no,9571
37,services,married,high.school,no,no,no,40236
29,blue-collar,single,basic.9y,unknown,yes,no,39111
48,services,married,basic.4y,unknown,yes,no,26440
27,admin.,single,high.school,no,yes,no,29703
52,blue-collar,married,basic.4y,no,yes,no,33438
51,management,married,university.degree,no,no,no,7720
28,blue-collar,married,basic.6y,unknown,yes,no,17011
44,blue-collar,married,basic.6y,unknown,yes,no,40692
59,retired,married,basic.4y,no,no,no,37321
40,blue-collar,married,basic.4y,no,yes,no,4078
58,retired,divorced,university.degree,no,yes,no,19634
51,retired,married,university.degree,no,yes,yes,13294
47,technician,married,professional.course,unknown,no,yes,14694
35,blue-collar,married,high.school,no,yes,no,24444
56,entrepreneur,married,university.degree,no,yes,no,8116
35,housemaid,divorced,basic.9y,no,yes,no,9082
42,admin.,single,high.school,no,no,yes,7587
31,admin.,married,high.school,no,yes,yes,29909
30,admin.,single,university.degree,no,yes,no,32820
44,unemployed,married,basic.9y,no,no,no,36675
34,technician,married,university.degree,no,no,no,23391
30,blue-collar,single,basic.4y,no,no,no,40312
74,retired,married,university.degree,no,no,no,11598
39,blue-collar,married,basic.4y,unknown,yes,no,27812
30,blue-collar,single,unknown,no,yes,no,38039
29,admin.,single,high.school,no,yes,no,19537
45,blue-collar,married,basic.6y,unknown,yes,no,15491
34,admin.,married,university.degree,no,no,yes,37974
31,blue-collar,single,basic.9y,no,yes,no,11735
29,admin.,married,university.degree,no,yes,yes,18831
36,blue-collar,single,high.school,no,no,no,35326
35,management,married,university.degree,no,unknown,unknown,31903
36,blue-collar,single,basic.9y,no,yes,no,7782
38,blue-collar,divorced,high.school,no,yes,no,37592
26,self-employed,single,university.degree,no,no,no,27317
49,admin.,married,basic.9y,unknown,no,yes,17086
33,blue-collar,single,basic.6y,no,no,no,28926
30,technician,divorced,university.degree,no,no,no,28731
30,technician,married,university.degree,no,yes,no,41111
26,technician,married,basic.6y,no,no,no,3723
28,technician,single,high.school,no,no,no,34840
42,technician,divorced,high.school,unknown,yes,no,25811
32,services,married,high.school,no,no,no,3754
29,self-employed,married,university.degree,no,no,no,11113
25,blue-collar,married,basic.9y,no,yes,no,36741
37,admin.,married,university.degree,no,no,no,2656
28,blue-collar,single,basic.9y,unknown,no,no,435
58,housemaid,married,high.school,unknown,unknown,unknown,31855
56,admin.,divorced,basic.6y,no,no,no,25380
41,blue-collar,married,basic.9y,unknown,yes,no,20941
38,management,married,university.degree,no,no,no,11057
54,admin.,married,university.degree,no,yes,yes,16943
35,blue-collar,married,basic.4y,no,no,no,30712
27,student,single,university.degree,no,yes,no,2445
37,blue-collar,married,basic.4y,no,no,no,19712
50,management,married,university.degree,unknown,yes,no,33337
44,admin.,married,professional.course,no,yes,no,27310
25,services,married,high.school,no,yes,no,4727
43,blue-collar,married,basic.9y,no,no,no,25590
57,admin.,married,high.school,no,yes,no,28588
34,technician,married,professional.course,no,no,no,40045
32,technician,divorced,professional.course,no,yes,no,8261
39,blue-collar,married,basic.4y,no,no,yes,32898
59,blue-collar,married,basic.4y,unknown,no,no,6867
33,technician,married,professional.course,no,unknown,unknown,4617
32,admin.,divorced,university.degree,no,no,no,32628
32,admin.,married,university.degree,no,yes,no,30736
25,unemployed,married,high.school,unknown,no,no,12107
38,management,married,unknown,no,no,no,40369
42,admin.,divorced,university.degree,no,yes,no,39140
35,blue-collar,married,basic.9y,no,yes,no,10089
43,admin.,single,university.degree,no,yes,no,31157
40,admin.,married,high.school,no,yes,yes,24375
30,entrepreneur,divorced,university.degree,no,no,no,15242
49,admin.,divorced,university.degree,no,yes,no,35115
48,services,married,high.school,unknown,yes,no,35520
39,admin.,married,university.degree,no,yes,no,2082
32,admin.,divorced,university.degree,no,yes,no,30978
36,blue-collar,married,basic.9y,no,yes,no,118
50,services,divorced,high.school,no,no,no,17373
58,retired,divorced,university.degree,no,yes,no,25200
47,technician,divorced,high.school,no,no,no,12709
44,admin.,married,high.school,no,no,no,33633
39,self-employed,single,university.degree,no,no,no,11551
37,admin.,single,university.degree,no,yes,yes,2521
35,technician,married,professional.course,no,yes,no,15825
56,management,divorced,unknown,no,yes,no,34015
55,services,single,high.school,no,no,yes,39397
33,services,married,high.school,no,yes,no,13601
41,admin.,single,high.school,no,no,no,5590
33,blue-collar,married,basic.6y,no,yes,no,14082
32,admin.,single,high.school,no,no,no,36010
39,management,married,high.school,no,yes,no,29157
27,admin.,single,university.degree,no,yes,yes,7740
40,services,married,high.school,no,yes,no,15521
55,admin.,married,university.degree,no,yes,no,25000
28,self-employed,married,university.degree,no,yes,no,2092
45,technician,married,professional.course,unknown,yes,yes,27208
42,retired,married,basic.9y,unknown,no,no,10696
52,retired,divorced,professional.course,no,no,no,31824
30,admin.,married,university.degree,no,yes,no,39088
52,management,married,high.school,no,yes,no,38983
31,technician,single,professional.course,no,no,no,29595
35,technician,married,professional.course,no,no,no,11443
28,admin.,single,unknown,no,yes,no,13264
55,retired,married,high.school,no,no,yes,13764
42,blue-collar,married,basic.9y,no,yes,yes,11179
32,management,single,university.degree,no,yes,no,17268
48,blue-collar,married,basic.4y,no,no,no,16214
23,blue-collar,single,high.school,no,no,no,34322
32,admin.,single,high.school,no,no,no,20569
47,technician,married,basic.9y,no,no,yes,12274
80,retired,married,basic.4y,no,no,no,334
40,admin.,married,high.school,no,no,no,24198
26,admin.,single,high.school,unknown,yes,no,25116
50,admin.,married,high.school,no,no,no,1130
31,admin.,single,university.degree,no,no,no,34291
32,technician,married,university.degree,no,yes,no,28201
30,technician,married,professional.course,no,no,yes,7375
41,technician,married,basic.6y,no,yes,no,39458
47,admin.,married,university.degree,no,yes,no,35811
33,management,married,university.degree,no,no,yes,12314
49,blue-collar,married,basic.9y,no,no,no,26412
20,student,single,unknown,no,yes,yes,35498
43,management,single,high.school,no,no,no,217
38,admin.,married,university.degree,no,yes,no,33455
52,admin.,divorced,university.degree,no,no,no,35699
34,admin.,single,university.degree,unknown,no,no,23630
61,retired,married,basic.9y,no,no,no,21645
45,technician,single,university.degree,no,no,no,23542
31,admin.,married,high.school,no,yes,yes,23603
49,admin.,married,university.degree,no,no,no,7715
26,student,single,high.school,no,no,no,18076
53,management,married,university.degree,no,yes,yes,30895
52,technician,divorced,high.school,no,yes,no,32053
34,entrepreneur,married,basic.6y,no,yes,no,19619
38,admin.,single,university.degree,unknown,yes,no,24352
45,services,divorced,high.school,unknown,yes,no,33621
27,unemployed,married,high.school,no,no,no,10519
44,admin.,single,high.school,no,no,yes,35279
37,management,unknown,high.school,no,no,no,27256
49,entrepreneur,married,university.degree,no,yes,no,136
46,self-employed,married,basic.9y,unknown,yes,no,22475
33,admin.,married,high.school,unknown,no,no,12607
24,admin.,single,high.school,unknown,yes,no,16460
58,retired,married,basic.4y,no,no,no,30211
43,blue-collar,married,basic.6y,no,no,no,22037
48,admin.,married,university.degree,unknown,yes,yes,20806
52,technician,married,professional.course,no,no,no,24285
25,student,single,high.school,no,yes,no,8820
59,retired,divorced,basic.4y,unknown,yes,no,26147
30,admin.,single,university.degree,no,yes,no,14044
43,retired,married,high.school,no,yes,no,32500
52,blue-collar,single,unknown,unknown,no,no,8516
26,services,single,unknown,no,yes,no,13031
33,admin.,single,professional.course,no,yes,no,32987
43,services,married,high.school,no,no,no,37815
41,blue-collar,married,basic.6y,no,no,no,9931
48,blue-collar,married,basic.4y,no,no,yes,32350
53,blue-collar,married,basic.4y,unknown,no,no,2701
35,admin.,married,high.school,no,yes,yes,2789
60,management,married,university.degree,no,yes,no,9977
60,services,married,basic.4y,no,yes,no,1742
37,admin.,married,university.degree,no,no,no,13109
55,admin.,single,university.degree,no,yes,no,20167
48,blue-collar,married,basic.4y,unknown,no,no,30779
49,technician,married,professional.course,no,yes,no,6611
24,services,married,high.school,no,yes,no,39528
38,services,single,high.school,unknown,yes,no,21147
41,blue-collar,married,basic.6y,unknown,no,no,16709
33,admin.,married,university.degree,no,no,yes,24638
36,technician,married,university.degree,no,no,no,1550
41,technician,married,professional.course,no,no,no,5149
34,entrepreneur,married,university.degree,no,yes,yes,6657
42,blue-collar,married,unknown,unknown,no,no,21548
32,technician,single,professional.course,no,no,no,25741
60,retired,married,high.school,unknown,yes,no,1541
46,admin.,married,university.degree,no,no,no,6676
37,entrepreneur,married,university.degree,no,no,no,31829
33,services,married,high.school,no,yes,no,30352
42,self-employed,married,professional.course,unknown,no,no,17348
40,technician,married,basic.9y,no,yes,no,29953
35,entrepreneur,married,university.degree,unknown,yes,no,17270
40,management,married,basic.6y,no,no,no,10244
33,blue-collar,married,unknown,no,no,no,12895
42,entrepreneur,married,university.degree,unknown,yes,no,31229
37,blue-collar,married,basic.6y,no,unknown,unknown,2981
42,blue-collar,married,basic.4y,unknown,yes,yes,37900
34,technician,married,professional.course,no,no,no,3373
26,services,single,high.school,no,no,yes,9547
49,technician,married,professional.course,no,yes,no,4093
44,blue-collar,married,basic.4y,unknown,yes,yes,4568
46,entrepreneur,married,high.school,no,yes,no,37777
31,services,single,high.school,no,yes,no,25322
50,unknown,married,unknown,unknown,no,no,30393
58,admin.,divorced,university.degree,no,yes,no,6811
38,blue-collar,married,basic.6y,no,no,no,4464
31,admin.,married,university.degree,no,no,yes,13014
26,blue-collar,single,basic.4y,no,yes,yes,16462
39,housemaid,married,high.school,no,yes,no,27645
34,admin.,single,university.degree,no,yes,no,38116
37,admin.,single,university.degree,no,no,no,38360
40,blue-collar,married,basic.6y,unknown,yes,no,11101
54,technician,single,university.degree,unknown,no,no,25927
27,blue-collar,single,basic.9y,no,no,no,36929
32,services,married,high.school,no,yes,no,7991
39,technician,married,professional.course,no,no,no,22333
41,services,married,unknown,no,no,no,16186
36,blue-collar,single,basic.9y,no,no,yes,25976
33,blue-collar,married,basic.4y,no,no,no,10534
37,technician,single,professional.course,unknown,no,no,16230
31,blue-collar,single,high.school,no,yes,no,28095
28,blue-collar,married,basic.9y,unknown,no,no,17071
40,self-employed,married,unknown,unknown,no,no,7246
38,services,single,basic.6y,no,yes,no,27844
37,admin.,single,high.school,no,no,no,12330
32,admin.,divorced,high.school,no,no,yes,24063
33,self-employed,married,basic.9y,unknown,yes,no,31970
36,services,single,basic.9y,no,yes,yes,31338
42,self-employed,married,university.degree,unknown,no,no,38438
38,technician,single,professional.course,no,yes,no,22243
39,technician,married,university.degree,unknown,no,no,13039
36,entrepreneur,married,high.school,no,no,no,41106
43,management,married,university.degree,no,no,no,39166
55,technician,married,university.degree,no,no,no,22435
29,admin.,single,university.degree,no,no,no,35503
31,technician,married,professional.course,no,yes,no,1754
54,housemaid,married,professional.course,no,no,no,38474
30,technician,single,professional.course,no,no,no,31489
30,self-employed,single,university.degree,no,no,no,34330
29,management,single,university.degree,no,yes,no,30309
35,technician,married,university.degree,unknown,yes,no,26302
52,technician,married,professional.course,unknown,yes,no,2879
47,blue-collar,married,university.degree,no,no,no,39755
52,blue-collar,divorced,high.school,no,no,no,11340
48,technician,married,university.degree,no,no,no,17928
33,admin.,divorced,high.school,no,yes,no,40515
43,admin.,divorced,high.school,no,no,no,36689
51,blue-collar,married,professional.course,no,yes,no,36301
37,admin.,single,high.school,no,no,no,35808
33,technician,divorced,high.school,no,yes,no,8748
42,technician,married,professional.course,unknown,no,no,17437
33,admin.,married,university.degree,no,yes,no,32889
49,blue-collar,married,basic.4y,unknown,no,no,23668
25,admin.,single,university.degree,no,no,yes,3773
32,technician,married,professional.course,no,unknown,unknown,16056
38,admin.,married,high.school,no,yes,no,20440
33,admin.,married,university.degree,no,no,no,2735
25,admin.,single,high.school,no,yes,yes,18770
46,admin.,married,university.degree,unknown,no,no,21857
33,retired,married,high.school,no,yes,no,14394
27,services,single,high.school,unknown,no,no,29582
54,blue-collar,married,basic.9y,no,yes,no,36964
35,admin.,married,professional.course,no,no,no,16329
32,blue-collar,divorced,basic.9y,no,yes,no,698
24,blue-collar,single,high.school,no,yes,no,1804
45,entrepreneur,married,high.school,no,yes,no,21453
37,technician,divorced,professional.course,no,no,no,21587
44,blue-collar,married,basic.4y,no,no,no,3564
36,blue-collar,single,basic.6y,unknown,no,no,33160
36,blue-collar,married,basic.4y,unknown,no,no,36217
48,technician,divorced,basic.9y,unknown,yes,no,39566
50,blue-collar,divorced,basic.6y,no,yes,no,12265
43,unemployed,married,basic.9y,unknown,yes,no,10494
41,self-employed,married,professional.course,no,no,no,17177
32,self-employed,single,university.degree,no,yes,no,36894
33,technician,divorced,professional.course,no,yes,no,15707
33,technician,married,professional.course,no,no,yes,23268
53,entrepreneur,married,basic.9y,no,yes,no,4644
42,unknown,single,university.degree,unknown,yes,no,2556
67,retired,divorced,basic.4y,no,yes,no,27376
54,technician,married,professional.course,unknown,no,no,10493
26,unemployed,single,high.school,no,no,no,39840
32,admin.,married,university.degree,no,yes,no,25401
34,blue-collar,married,basic.6y,unknown,no,no,25206
29,technician,single,unknown,no,yes,yes,26455
37,services,married,high.school,no,no,no,5047
53,retired,married,basic.9y,no,no,no,27274
29,admin.,single,high.school,no,no,no,39897
34,self-employed,single,university.degree,no,yes,no,2533
54,admin.,married,university.degree,no,unknown,unknown,37848
34,admin.,single,university.degree,no,yes,yes,8252
33,technician,married,unknown,no,yes,yes,7921
50,technician,married,university.degree,no,unknown,unknown,30126
49,technician,single,university.degree,no,yes,no,3553
56,blue-collar,married,high.school,unknown,yes,no,13484
40,blue-collar,married,basic.9y,unknown,yes,no,33279
41,blue-collar,married,basic.9y,no,yes,yes,33553
36,blue-collar,married,unknown,no,no,no,23225
39,technician,divorced,professional.course,no,yes,no,39482
51,technician,married,professional.course,unknown,yes,yes,36527
59,housemaid,married,basic.6y,no,no,no,5472
71,retired,married,professional.course,no,no,no,14411
31,services,single,professional.course,no,no,no,19158
51,technician,married,professional.course,no,no,yes,35791
32,blue-collar,married,basic.9y,unknown,no,no,35886
37,admin.,married,high.school,no,yes,no,18022
30,blue-collar,single,basic.4y,unknown,no,yes,11533
35,blue-collar,married,high.school,no,no,no,19278
49,housemaid,married,basic.4y,unknown,yes,no,9987
27,admin.,married,university.degree,no,unknown,unknown,37062
41,housemaid,married,basic.6y,unknown,no,no,20275
31,technician,single,university.degree,no,no,no,19844
31,student,married,high.school,no,no,no,27979
56,blue-collar,divorced,basic.4y,unknown,yes,no,38624
33,services,married,high.school,no,no,no,30991
57,management,married,university.degree,no,no,no,2440
36,services,single,basic.6y,unknown,yes,no,19486
64,retired,married,university.degree,no,yes,no,26925
49,unemployed,married,high.school,no,yes,no,18971
30,management,married,university.degree,no,yes,no,27323
46,admin.,divorced,university.degree,no,yes,no,22684
31,admin.,single,university.degree,no,no,no,12261
49,admin.,married,basic.6y,no,yes,no,22716
29,admin.,married,high.school,no,no,yes,22292
51,admin.,single,university.degree,no,yes,yes,2826
37,blue-collar,married,basic.9y,no,yes,yes,37365
40,blue-collar,single,basic.9y,unknown,yes,no,40439
29,technician,married,professional.course,no,no,no,6305
48,admin.,married,basic.9y,no,no,no,15646
39,technician,married,high.school,no,no,no,12818
31,technician,married,university.degree,unknown,no,no,12148
39,blue-collar,married,basic.9y,no,yes,yes,35477
31,blue-collar,married,basic.9y,unknown,yes,yes,16773
44,admin.,married,high.school,unknown,no,no,5336
38,unemployed,married,basic.4y,unknown,yes,no,5309
36,blue-collar,married,basic.6y,no,yes,no,17069
34,blue-collar,married,high.school,no,no,no,25732
32,services,married,high.school,no,no,yes,33277
40,blue-collar,married,basic.6y,no,no,no,12122
52,blue-collar,married,basic.4y,unknown,no,no,27591
52,entrepreneur,married,basic.4y,unknown,yes,no,20690
33,admin.,single,professional.course,no,yes,no,2113
26,admin.,single,high.school,no,yes,no,15023
44,technician,married,university.degree,no,no,no,9481
30,technician,married,basic.9y,no,no,yes,18185
52,housemaid,married,basic.4y,no,no,no,1195
48,blue-collar,married,basic.4y,no,no,no,12158
53,blue-collar,married,professional.course,no,no,yes,31852
53,services,married,basic.9y,no,yes,no,4860
52,technician,married,high.school,unknown,yes,no,5963
32,unemployed,single,university.degree,no,no,no,4025
47,self-employed,married,basic.9y,no,yes,no,36304
27,housemaid,single,high.school,no,no,no,33228
33,blue-collar,single,professional.course,no,no,no,14199
40,management,married,university.degree,no,no,no,5417
31,admin.,single,high.school,no,no,no,39443
36,blue-collar,married,basic.6y,no,unknown,unknown,8971
35,admin.,single,high.school,no,no,no,38379
35,blue-collar,married,professional.course,no,yes,no,3931
27,admin.,single,university.degree,no,yes,no,8073
57,blue-collar,divorced,unknown,unknown,no,no,6558
28,admin.,married,university.degree,no,yes,no,733
38,services,divorced,basic.6y,no,no,no,31439
34,blue-collar,married,basic.4y,no,no,no,38943
30,services,single,high.school,no,unknown,unknown,32501
35,technician,divorced,high.school,unknown,yes,no,19099
45,blue-collar,married,basic.9y,no,yes,no,30045
56,entrepreneur,married,university.degree,unknown,no,no,1520
21,student,single,unknown,no,no,no,8673
48,blue-collar,married,basic.4y,unknown,no,no,7602
44,self-employed,single,professional.course,no,yes,no,9907
30,admin.,single,university.degree,no,yes,no,4922
44,admin.,married,university.degree,no,no,no,38817
31,admin.,single,high.school,no,yes,no,38925
30,admin.,single,university.degree,no,yes,no,16355
42,admin.,divorced,university.degree,no,yes,no,3481
39,unemployed,divorced,high.school,no,no,no,33657
30,technician,married,university.degree,no,yes,no,16687
40,technician,married,professional.course,no,yes,no,23065
32,self-employed,married,university.degree,no,yes,no,2819
21,student,single,high.school,no,no,no,38721
37,blue-collar,married,basic.4y,unknown,yes,no,9524
31,admin.,married,unknown,no,yes,no,38843
38,admin.,married,basic.9y,no,yes,yes,32562
36,management,married,basic.9y,no,yes,no,15163
44,blue-collar,married,basic.4y,no,yes,yes,12078
53,management,divorced,university.degree,no,no,no,35660
33,technician,single,basic.9y,no,no,no,39622
36,entrepreneur,married,university.degree,no,yes,no,29674
49,blue-collar,married,basic.6y,unknown,no,no,38506
34,admin.,single,high.school,no,yes,no,10960
56,blue-collar,married,basic.4y,no,no,no,6296
28,student,single,university.degree,unknown,yes,no,22663
32,student,single,university.degree,no,no,no,249
35,technician,single,professional.course,no,yes,no,30867
36,self-employed,single,university.degree,no,no,yes,15524
32,housemaid,married,high.school,no,no,no,39537
47,services,married,high.school,unknown,no,no,1281
