id,date,product,price,quantity
58,10/19/2021,"Beans - Turtle, Black, Dry",3.6,1
59,10/22/2021,Sea Bass - Whole,18.1,1
60,10/20/2021,Extract - Lemon,16.5,4
61,10/18/2021,"Red Snapper - Fresh, Whole",11.6,3
62,10/18/2021,Turkey Tenderloin Frozen,9.5,1
63,10/18/2021,Pork - Back Ribs,11.6,3
64,10/19/2021,"Bread - Roll, Italian",6.0,1
65,10/24/2021,"Lamb - Whole, Frozen",11.0,2
66,10/19/2021,Melon - Cantaloupe,7.2,1
67,10/21/2021,"Lamb - Pieces, Diced",15.8,4
68,10/24/2021,Cherries - Fresh,6.7,2
69,10/23/2021,Gelatine Leaves - Bulk,15.6,5
70,10/19/2021,Monkfish - Fresh,19.4,1
71,10/23/2021,Beef - Short Loin,17.0,1
72,10/18/2021,Chinese Lemon Pork,3.3,2
73,10/24/2021,Compound - Rum,10.7,1
74,10/18/2021,Oven Mitt - 13 Inch,19.0,1
75,10/22/2021,Bread - White Mini Epi,5.7,3
76,10/22/2021,Appetizer - Seafood Assortment,5.3,2
77,10/20/2021,The Pop Shoppe - Cream Soda,11.1,3
78,10/21/2021,Soup - Campbellschix Stew,2.9,1
79,10/20/2021,Higashimaru Usukuchi Soy,3.3,2
80,10/23/2021,Rice - Jasmine Sented,12.7,5
81,10/22/2021,Sardines,16.0,4
82,10/22/2021,Dried Cherries,13.1,5
83,10/23/2021,Pepper - Orange,1.4,5
84,10/18/2021,"Juice - Clamato, 341 Ml",3.0,3
85,10/24/2021,Soap - Mr.clean Floor Soap,12.4,3
86,10/24/2021,Table Cloth 62x120 White,13.3,1
87,10/24/2021,Bread - Rye,8.4,5
88,10/24/2021,Lettuce - Baby Salad Greens,19.9,2
89,10/22/2021,Pie Pecan,6.9,4
90,10/21/2021,"Oregano - Dry, Rubbed",17.1,4
91,10/19/2021,Wine - Tio Pepe Sherry Fino,10.5,1
92,10/22/2021,Wine - Riesling Alsace Ac 2001,3.6,1
93,10/24/2021,Yoghurt Tubes,18.7,2
94,10/21/2021,Longos - Lasagna Beef,7.9,1
95,10/18/2021,Coriander - Seed,18.8,3
96,10/18/2021,Foil - Round Foil,7.7,4
97,10/20/2021,Pepperoni Slices,11.2,5
98,10/18/2021,Cheese - Fontina,14.0,4
99,10/20/2021,"Pasta - Fett Alfredo, Single Serve",2.7,2
100,10/18/2021,Rice - Wild,3.1,2
101,10/19/2021,Ham - Cooked Italian,14.2,1
102,10/22/2021,"Placemat - Scallop, White",9.5,3
103,10/23/2021,Bread - Kimel Stick Poly,3.5,2
104,10/20/2021,"Salmon - Atlantic, Fresh, Whole",12.2,3
105,10/22/2021,Tea - Herbal Sweet Dreams,7.7,1
106,10/19/2021,Horseradish - Prepared,18.5,4
107,10/19/2021,"Quail - Whole, Bone - In",5.9,4
108,10/18/2021,Soup - Verve - Chipotle Chicken,9.7,1
109,10/24/2021,Crackers - Melba Toast,19.0,2
110,10/22/2021,"Mushrooms - Black, Dried",15.8,2
111,10/22/2021,"Pasta - Shells, Medium, Dry",4.7,5
112,10/21/2021,Crackers - Melba Toast,7.6,4
113,10/21/2021,"Octopus - Baby, Cleaned",2.4,4
114,10/21/2021,Coffee - Egg Nog Capuccino,9.5,1
115,10/21/2021,Sesame Seed,11.5,3
116,10/21/2021,"Soup - Knorr, Country Bean",11.0,2
117,10/18/2021,"Brandy - Orange, Mc Guiness",7.5,5
118,10/23/2021,"Water, Tap",13.9,1
119,10/19/2021,Wine - Magnotta - Cab Sauv,9.7,3
120,10/21/2021,Wine - Cava Aria Estate Brut,17.0,5
121,10/23/2021,"Bread - Rolls, Corn",19.7,2
122,10/20/2021,Wine - Jackson Triggs Okonagan,14.2,3
123,10/21/2021,Cocoa Feuilletine,12.3,4
124,10/19/2021,Ham - Proscuitto,2.1,3
125,10/19/2021,Muffin Mix - Carrot,15.4,1
126,10/22/2021,Clam - Cherrystone,19.3,3
127,10/22/2021,Straws - Cocktale,15.3,1
128,10/19/2021,Pork - Belly Fresh,1.5,3
129,10/20/2021,Fuji Apples,15.1,1
130,10/19/2021,Cassis,18.5,5
131,10/21/2021,Bread - Rye,13.6,4
132,10/22/2021,Vanilla Beans,8.7,1
133,10/18/2021,Pear - Prickly,19.0,5
134,10/18/2021,Beer - Rickards Red,5.5,4
135,10/24/2021,Veal - Provimi Inside,1.5,4
136,10/22/2021,"Vermouth - White, Cinzano",14.5,3
137,10/21/2021,Flour - Fast / Rapid,13.0,1
138,10/24/2021,Apple - Granny Smith,2.1,3
139,10/22/2021,Sausage - Blood Pudding,17.0,5
140,10/23/2021,Beans - French,6.3,1
141,10/20/2021,Onions - Vidalia,3.0,2
142,10/24/2021,Cheese Cloth,15.4,1
143,10/18/2021,Boogies,3.0,3
144,10/23/2021,Wine - Cotes Du Rhone,1.3,1
145,10/21/2021,Lamb Leg - Bone - In Nz,10.4,1
146,10/22/2021,"Nut - Cashews, Whole, Raw",16.2,4
147,10/18/2021,"Mop Head - Cotton, 24 Oz",12.4,2
148,10/24/2021,Cake - Box Window 10x10x2.5,6.7,5
149,10/19/2021,Corn - Mini,5.4,3
150,10/21/2021,"Cheese - Cheddar, Mild",7.3,5
151,10/23/2021,Amarula Cream,3.7,4
152,10/21/2021,Island Oasis - Magarita Mix,5.0,3
153,10/20/2021,"Lamb - Leg, Bone In",7.2,1
154,10/24/2021,Jameson - Irish Whiskey,19.3,1
155,10/22/2021,Pastry - Carrot Muffin - Mini,12.6,1
156,10/21/2021,"Juice - V8, Tomato",12.6,1
157,10/19/2021,"Bar Mix - Pina Colada, 355 Ml",9.2,3
158,10/23/2021,Wine - Pinot Noir Latour,16.7,1
159,10/21/2021,Buffalo - Tenderloin,9.2,2
160,10/20/2021,Crackers - Trio,16.7,3
161,10/20/2021,Cookie Dough - Double,4.1,2
162,10/23/2021,Oven Mitts 17 Inch,18.6,5
163,10/21/2021,Ice Cream - Vanilla,18.8,4
164,10/21/2021,Cleaner - Lime Away,9.4,3
165,10/21/2021,Bread - Onion Focaccia,6.3,4
166,10/21/2021,"Soup - Campbells, Cream Of",17.5,5
167,10/24/2021,Tobasco Sauce,9.1,2
168,10/21/2021,Beef Tenderloin Aaa,3.9,1
169,10/23/2021,Coffee - Irish Cream,4.7,5
170,10/23/2021,Sauce - Cranberry,12.4,4
171,10/24/2021,"Cheese - Cheddar, Old White",14.6,2
172,10/18/2021,Wine - Sake,7.2,2
173,10/24/2021,Cheese - Bocconcini,1.5,1
174,10/20/2021,Coffee Beans - Chocolate,7.4,3
175,10/19/2021,Sauce - Hp,19.1,2
176,10/20/2021,Dr. Pepper - 355ml,11.1,3
177,10/21/2021,"Mushroom - Porcini, Dry",11.4,4
178,10/19/2021,Steampan - Foil,17.7,4
179,10/21/2021,"Wine - Magnotta, Merlot Sr Vqa",16.4,1
180,10/24/2021,"Pepper - Black, Whole",1.3,2
181,10/19/2021,Chinese Lemon Pork,3.3,1
182,10/20/2021,Rappini - Andy Boy,1.6,5
183,10/20/2021,Tarragon - Fresh,1.6,1
184,10/21/2021,"Pineapple - Canned, Rings",18.1,4
185,10/20/2021,Water Chestnut - Canned,12.3,1
186,10/22/2021,Wine - Black Tower Qr,15.9,2
187,10/23/2021,"Wine - White, Pinot Grigio",17.2,2
188,10/21/2021,Allspice - Jamaican,4.3,2
189,10/19/2021,"Pasta - Elbows, Macaroni, Dry",14.8,2
190,10/21/2021,"Cheese - Boursin, Garlic / Herbs",12.6,4
191,10/22/2021,"Chicken - Wings, Tip Off",9.5,5
192,10/19/2021,Coffee - Egg Nog Capuccino,13.2,3
193,10/18/2021,"Sauce - White, Mix",14.4,3
194,10/23/2021,Huck Towels White,5.5,3
195,10/19/2021,Wine - Barossa Valley Estate,12.4,2
196,10/20/2021,Yoplait - Strawbrasp Peac,2.1,2
197,10/20/2021,"Beer - Alexander Kieths, Pale Ale",11.2,2
198,10/22/2021,Frangelico,10.5,2
199,10/22/2021,Cocoa Feuilletine,13.0,3
200,10/19/2021,Celery Root,11.6,1
201,10/20/2021,Dill Weed - Fresh,14.5,2
202,10/18/2021,Scallops 60/80 Iqf,6.7,5
203,10/20/2021,Honey - Comb,6.3,2
204,10/22/2021,"Cookies - Oreo, 4 Pack",10.7,3
205,10/22/2021,"Syrup - Monin, Swiss Choclate",12.6,4
206,10/24/2021,"Tortillas - Flour, 10",11.5,5
207,10/22/2021,"Rosemary - Primerba, Paste",19.4,4
208,10/18/2021,Extract - Lemon,17.5,3
209,10/18/2021,Beer - Steamwhistle,8.0,2
210,10/21/2021,"Olives - Green, Pitted",16.5,3
211,10/21/2021,Basil - Fresh,14.8,5
212,10/22/2021,Steel Wool,10.8,4
213,10/22/2021,Beer - True North Lager,18.3,2
214,10/22/2021,Gatorade - Lemon Lime,11.3,2
215,10/19/2021,Daikon Radish,9.0,3
216,10/24/2021,Bread - White Epi Baguette,12.7,5
217,10/19/2021,Bread - Flat Bread,15.5,5
218,10/23/2021,Lemon Pepper,18.0,4
219,10/20/2021,"Salt - Rock, Course",11.3,2
220,10/21/2021,Quinoa,6.8,3
221,10/20/2021,Sprouts - China Rose,7.3,3
222,10/24/2021,"Lemonade - Natural, 591 Ml",16.3,2
223,10/24/2021,Gatorade - Xfactor Berry,14.6,5
224,10/21/2021,Cheese - Camembert,14.2,2
225,10/24/2021,Ecolab - Mikroklene 4/4 L,15.4,2
226,10/23/2021,Pastry - Banana Muffin - Mini,6.1,2
227,10/23/2021,Sprite - 355 Ml,17.5,3
228,10/20/2021,Cheese - Pont Couvert,5.4,4
229,10/18/2021,Cake - Mini Potato Pancake,13.3,5
230,10/23/2021,Pastrami,15.9,4
231,10/24/2021,Wine - Redchard Merritt,10.4,4
232,10/18/2021,"Mushroom - Enoki, Dry",10.9,5
233,10/22/2021,Pepper Squash,10.4,3
234,10/19/2021,"Fish - Base, Bouillion",19.5,5
235,10/19/2021,Lighter - Bbq,3.9,4
236,10/22/2021,Mudslide,14.9,5
237,10/24/2021,Sauce - Balsamic Viniagrette,3.6,5
238,10/22/2021,Calvados - Boulard,10.2,1
239,10/23/2021,Creme De Menthe Green,9.4,2
240,10/19/2021,Broom - Angled,2.8,5
241,10/20/2021,Flour - Strong Pizza,1.3,1
242,10/23/2021,Table Cloth 54x54 Colour,1.9,2
243,10/22/2021,"Soup - Beef Conomme, Dry",17.4,1
244,10/22/2021,Tea - Orange Pekoe,9.8,4
245,10/20/2021,Muffin - Banana Nut Individual,4.2,4
246,10/23/2021,Chocolate Bar - Smarties,7.5,5
247,10/24/2021,Cactus Pads,3.5,3
248,10/21/2021,Cheese - Sheep Milk,12.2,1
249,10/22/2021,"Turkey - Breast, Smoked",6.8,5
250,10/18/2021,Garbag Bags - Black,12.1,5
251,10/22/2021,"Wine - Sherry Dry Sack, William",17.7,1
252,10/19/2021,Grapefruit - White,11.3,2
253,10/24/2021,Sugar - Splenda Sweetener,17.2,2
254,10/23/2021,"Pasta - Spaghetti, Dry",19.8,3
255,10/24/2021,Sobe - Orange Carrot,14.0,2
256,10/18/2021,Longos - Assorted Sandwich,15.9,2
257,10/20/2021,"Juice - Pineapple, 341 Ml",11.8,1
258,10/20/2021,Beer - Pilsner Urquell,5.3,2
259,10/21/2021,Flour - Whole Wheat,6.6,2
260,10/18/2021,Pepper - Gypsy Pepper,6.1,4
261,10/20/2021,"Wine - White, Ej",12.9,2
262,10/22/2021,Pie Pecan,11.2,5
263,10/21/2021,"Tomatoes - Plum, Canned",19.7,4
264,10/18/2021,Cranberry Foccacia,2.4,3
265,10/19/2021,Ice Cream - Fudge Bars,1.5,4
266,10/21/2021,Apple - Granny Smith,5.8,5
267,10/21/2021,Ice Cream Bar - Oreo Sandwich,16.4,3
268,10/24/2021,Pork - Smoked Back Bacon,12.9,5
269,10/21/2021,Coffee Cup 12oz 5342cd,1.5,4
270,10/24/2021,"Cheese - Brie, Triple Creme",3.9,1
271,10/20/2021,"Basil - Primerba, Paste",12.9,2
272,10/18/2021,"Syrup - Monin, Irish Cream",12.1,1
273,10/22/2021,Tomatoes - Yellow Hot House,7.1,4
274,10/22/2021,Corn - On The Cob,5.5,1
275,10/20/2021,Anisette - Mcguiness,1.5,1
276,10/24/2021,Spice - Montreal Steak Spice,19.9,4
277,10/21/2021,Foam Espresso Cup Plain White,9.9,5
278,10/24/2021,Chocolate - Dark,6.5,5
279,10/23/2021,Sauce - Cranberry,4.5,3
280,10/23/2021,Wine - Delicato Merlot,7.3,4
281,10/23/2021,Beer - Tetleys,3.7,5
282,10/19/2021,"Coffee - Beans, Whole",4.7,5
283,10/23/2021,Fruit Mix - Light,11.1,2
284,10/24/2021,Wine - Chardonnay South,8.8,5
285,10/18/2021,Wine - Spumante Bambino White,1.6,2
286,10/23/2021,Pepper - Roasted Red,11.1,3
287,10/22/2021,"Bread - Pita, Mini",12.7,1
288,10/19/2021,Kiwi Gold Zespri,9.2,2
289,10/21/2021,"Soup - Campbells, Spinach Crm",14.7,2
290,10/21/2021,Syrup - Monin - Granny Smith,9.1,4
291,10/24/2021,Bread Sour Rolls,6.8,4
292,10/18/2021,Sponge Cake Mix - Vanilla,6.6,2
293,10/20/2021,Soup Campbells - Tomato Bisque,7.6,3
294,10/23/2021,Nutmeg - Ground,5.4,4
295,10/22/2021,"Cheese - Cheddar, Medium",3.5,1
296,10/22/2021,Corn Syrup,16.3,2
297,10/24/2021,Plaintain,10.0,3
298,10/23/2021,Cake Sheet Combo Party Pack,16.2,5
299,10/22/2021,Pear - Asian,12.9,2
300,10/20/2021,Cookie Choc,6.1,2
301,10/19/2021,"Soup - Beef, Base Mix",10.3,5
302,10/23/2021,Cookie Dough - Chunky,17.3,3
303,10/23/2021,Tuna - Bluefin,3.3,3
304,10/22/2021,Cookies Almond Hazelnut,8.5,3
305,10/19/2021,Gelatine Leaves - Envelopes,11.5,5
306,10/22/2021,Bread - Multigrain,10.1,2
307,10/22/2021,Glass Clear 8 Oz,1.2,2
308,10/20/2021,Rosemary - Dry,13.3,5
309,10/23/2021,Sauce - Alfredo,13.4,3
310,10/20/2021,"Pepper - White, Ground",5.2,3
311,10/22/2021,Soup Campbells Beef With Veg,8.5,4
312,10/19/2021,Pasta - Fusili Tri - Coloured,1.0,5
313,10/23/2021,"Cookies - Oreo, 4 Pack",16.0,1
314,10/23/2021,Veal - Liver,15.8,5
315,10/21/2021,"Wine - Sherry Dry Sack, William",16.9,1
316,10/21/2021,Oyster - In Shell,3.7,4
317,10/20/2021,Chicken - Leg / Back Attach,17.4,1
318,10/22/2021,Apron,16.1,2
319,10/24/2021,Pork - Ham Hocks - Smoked,18.6,3
320,10/19/2021,Pomello,15.5,4
321,10/18/2021,Crab - Imitation Flakes,7.8,3
322,10/21/2021,Veal - Leg,9.8,4
323,10/23/2021,Nacho Chips,15.0,5
324,10/24/2021,Pimento - Canned,14.3,5
325,10/22/2021,Beets - Golden,8.2,3
326,10/21/2021,Galliano,1.2,2
327,10/22/2021,Ham - Black Forest,10.2,4
328,10/20/2021,Sugar - Individual Portions,18.2,1
329,10/23/2021,Cup - Paper 10oz 92959,15.6,5
330,10/21/2021,Roe - Flying Fish,8.5,1
331,10/18/2021,Cream - 35%,10.2,5
332,10/24/2021,Bagel - Plain,5.9,1
333,10/23/2021,Aromat Spice / Seasoning,18.3,2
334,10/22/2021,Cheese - Parmigiano Reggiano,3.3,2
335,10/23/2021,Fruit Mix - Light,2.1,3
336,10/20/2021,Crackers - Soda / Saltins,1.6,3
337,10/23/2021,"Wine - Red, Pinot Noir, Chateau",19.4,1
338,10/23/2021,Soap - Pine Sol Floor Cleaner,11.8,1
339,10/18/2021,Lamb Tenderloin Nz Fr,16.9,4
340,10/18/2021,Truffle Cups - Brown,19.4,1
341,10/19/2021,Soup - Campbells Beef Strogonoff,15.5,4
342,10/24/2021,Scotch - Queen Anne,12.8,3
343,10/24/2021,Chips Potato Salt Vinegar 43g,11.0,2
344,10/23/2021,Beef - Kobe Striploin,17.5,4
345,10/18/2021,"Bread - Sticks, Thin, Plain",16.9,2
346,10/20/2021,"Chicken - Leg, Fresh",17.7,4
347,10/21/2021,Flour Dark Rye,17.0,3
348,10/18/2021,Bread - Crusty Italian Poly,15.4,4
349,10/18/2021,Wine - Peller Estates Late,18.4,4
350,10/22/2021,Quiche Assorted,18.7,2
351,10/20/2021,Appetizer - Mushroom Tart,16.8,4
352,10/22/2021,Pork - Caul Fat,2.4,2
353,10/23/2021,Kellogs Cereal In A Cup,17.0,2
354,10/19/2021,Wine - Domaine Boyar Royal,1.8,2
355,10/23/2021,Pails With Lids,13.7,3
356,10/22/2021,"Pork - Bacon,back Peameal",11.9,5
357,10/24/2021,Bar Nature Valley,17.5,2
358,10/20/2021,Dikon,2.3,3
359,10/22/2021,Rice Wine - Aji Mirin,16.9,2
360,10/18/2021,"Lettuce - Romaine, Heart",2.1,3
361,10/18/2021,Flower - Commercial Bronze,1.0,1
362,10/24/2021,"Pork - Loin, Boneless",2.6,5
363,10/23/2021,Cheese - Feta,11.6,1
364,10/21/2021,Pastry - Plain Baked Croissant,17.3,3
365,10/23/2021,Cheese - Cheddarsliced,3.6,2
366,10/21/2021,Bread Cranberry Foccacia,1.9,5
367,10/23/2021,"Cod - Salted, Boneless",1.4,1
368,10/23/2021,Lamb - Bones,15.7,4
369,10/23/2021,Lettuce - Lambs Mash,9.2,3
370,10/18/2021,Beer - Sleeman Fine Porter,2.4,4
371,10/22/2021,Soup - Campbells Beef Stew,2.5,5
372,10/21/2021,Jello - Assorted,14.5,5
373,10/21/2021,Cookie Dough - Peanut Butter,5.3,4
374,10/22/2021,Shrimp - 150 - 250,2.4,4
375,10/19/2021,Appetizer - Escargot Puff,17.1,5
376,10/19/2021,"Ranchero - Primerba, Paste",11.3,5
377,10/21/2021,Soup - Tomato Mush. Florentine,2.5,3
378,10/19/2021,"Corn - Cream, Canned",13.4,2
379,10/21/2021,Corn Meal,13.3,4
380,10/20/2021,Sun - Dried Tomatoes,18.4,3
381,10/23/2021,"Cheese - Cheddar, Medium",19.3,3
382,10/19/2021,"Asparagus - Green, Fresh",4.2,3
383,10/24/2021,Cheese - Brie,19.7,1
384,10/22/2021,Pasta - Ravioli,8.9,3
385,10/24/2021,Sugar - Icing,7.0,3
386,10/20/2021,Ginsing - Fresh,18.4,3
387,10/19/2021,"Wine - White, Mosel Gold",3.1,5
388,10/24/2021,Wheat - Soft Kernal Of Wheat,2.0,5
389,10/23/2021,Persimmons,9.5,4
390,10/23/2021,Glaze - Clear,13.5,4
391,10/22/2021,Wild Boar - Tenderloin,1.9,4
392,10/18/2021,Chinese Foods - Plain Fried Rice,18.4,2
393,10/21/2021,Crab - Meat Combo,7.2,4
394,10/18/2021,Curry Paste - Madras,6.9,1
395,10/20/2021,"Lid - Translucent, 3.5 And 6 Oz",5.1,5
396,10/22/2021,"Pepsi - Diet, 355 Ml",11.9,5
397,10/23/2021,Cornflakes,18.9,2
398,10/23/2021,Mushroom - White Button,13.6,1
399,10/18/2021,Dates,2.3,2
400,10/23/2021,Wine - Pinot Grigio Collavini,6.8,2
401,10/22/2021,Shrimp - Black Tiger 6 - 8,19.5,2
402,10/24/2021,Chicken - Base,15.3,3
403,10/20/2021,Sandwich Wrap,15.1,4
404,10/21/2021,Lid - 0090 Clear,3.4,1
405,10/20/2021,Sunflower Seed Raw,9.5,2
406,10/20/2021,Pastry - Carrot Muffin - Mini,4.6,1
407,10/20/2021,Nescafe - Frothy French Vanilla,7.3,5
408,10/22/2021,Muffin Mix - Morning Glory,7.4,2
409,10/22/2021,Muffin - Bran Ind Wrpd,14.8,2
410,10/24/2021,Piping - Bags Quizna,13.2,2
411,10/21/2021,Pepper - Green,5.8,3
412,10/19/2021,"Rum - Coconut, Malibu",2.9,2
413,10/19/2021,Bread - Burger,16.3,5
414,10/23/2021,Bread - English Muffin,13.0,3
415,10/20/2021,"Wine - Sherry Dry Sack, William",7.8,4
416,10/23/2021,"Melon - Watermelon, Seedless",6.7,2
417,10/21/2021,Scallops - Live In Shell,6.4,5
418,10/18/2021,Beef - Ground Lean Fresh,19.5,1
419,10/20/2021,Pork - Shoulder,8.4,4
420,10/19/2021,Fudge - Chocolate Fudge,14.0,4
421,10/24/2021,Muffin Batt - Carrot Spice,4.0,2
422,10/24/2021,Chips - Miss Vickies,13.5,2
423,10/21/2021,"Syrup - Golden, Lyles",7.5,2
424,10/18/2021,Beer - Blue,10.7,3
425,10/20/2021,Trueblue - Blueberry Cranberry,16.1,1
426,10/21/2021,Energy Drink Red Bull,5.1,3
427,10/21/2021,Thermometer Digital,8.4,3
428,10/18/2021,Godiva White Chocolate,4.7,1
429,10/22/2021,Bread Roll Foccacia,9.4,2
430,10/24/2021,Ecolab Crystal Fusion,7.6,5
431,10/22/2021,Carrots - Mini Red Organic,9.2,5
432,10/23/2021,"Beans - Black Bean, Dry",2.0,3
433,10/19/2021,Muffin - Mix - Mango Sour Cherry,11.1,5
434,10/23/2021,Taro Root,10.8,5
435,10/20/2021,Quail - Jumbo Boneless,14.8,4
436,10/23/2021,Plasticforkblack,18.7,4
437,10/23/2021,"Bread - Roll, Italian",9.5,3
438,10/21/2021,V8 Splash Strawberry Kiwi,6.0,5
439,10/20/2021,Appetizer - Mango Chevre,14.3,3
440,10/20/2021,Tuna - Fresh,5.8,5
441,10/22/2021,"Tart Shells - Sweet, 2",15.9,4
442,10/23/2021,Coffee - Ristretto Coffee Capsule,5.3,4
443,10/18/2021,"Lamb - Racks, Frenched",16.6,2
444,10/22/2021,Wine - Manischewitz Concord,6.0,5
445,10/24/2021,Cookie - Dough Variety,2.2,5
446,10/22/2021,"Soup - Knorr, Country Bean",9.0,4
447,10/18/2021,Juice - Orangina,6.0,5
448,10/23/2021,Shrimp - Black Tiger 16/20,3.2,5
449,10/21/2021,Cranberries - Frozen,2.9,2
450,10/21/2021,Grapes - Green,3.1,2
451,10/21/2021,Rabbit - Whole,4.6,3
452,10/23/2021,Praline Paste,4.2,3
453,10/18/2021,Wine - Savigny - Les - Beaune,5.9,2
454,10/18/2021,Appetizer - Escargot Puff,7.7,4
455,10/21/2021,Wiberg Super Cure,9.4,4
456,10/20/2021,Oil - Pumpkinseed,17.5,2
457,10/18/2021,Potatoes - Parissienne,5.2,3
458,10/19/2021,Croissants Thaw And Serve,9.7,3
459,10/24/2021,Compound - Passion Fruit,4.2,5
460,10/22/2021,"Quail - Eggs, Fresh",17.7,4
461,10/24/2021,Cheese - Cheddarsliced,11.4,3
462,10/22/2021,Ice Cream - Strawberry,3.9,4
463,10/19/2021,Grouper - Fresh,9.0,3
464,10/24/2021,Creme De Menth - White,10.9,3
465,10/20/2021,Bread Bowl Plain,15.8,3
466,10/20/2021,Wine - Alsace Gewurztraminer,8.0,2
467,10/19/2021,Broom - Corn,15.4,2
468,10/22/2021,Bread Base - Italian,18.1,3
469,10/22/2021,Blueberries - Frozen,4.1,3
470,10/20/2021,"Vinegar - Balsamic, White",14.7,3
471,10/19/2021,Pineapple - Golden,8.9,1
472,10/19/2021,Dr. Pepper - 355ml,13.4,4
473,10/23/2021,Cookie Dough - Peanut Butter,16.4,5
474,10/20/2021,Soup - Campbellschix Stew,6.1,2
475,10/21/2021,Bread Fig And Almond,6.2,3
476,10/24/2021,"Coke - Diet, 355 Ml",6.4,4
477,10/19/2021,Container Clear 8 Oz,3.6,5
478,10/23/2021,Wine - Periguita Fonseca,1.2,3
479,10/22/2021,Dasheen,17.3,5
480,10/18/2021,Monkfish - Fresh,1.8,2
481,10/24/2021,Asparagus - Frozen,18.5,5
482,10/21/2021,Cheese - Augre Des Champs,16.6,3
483,10/22/2021,Rice - Long Grain,10.2,2
484,10/19/2021,Nougat - Paste / Cream,10.9,5
485,10/23/2021,Cheese - St. Andre,6.0,1
486,10/22/2021,Corn Shoots,5.1,1
487,10/20/2021,Sterno - Chafing Dish Fuel,12.4,3
488,10/18/2021,Flavouring - Raspberry,3.6,4
489,10/23/2021,Pepper Squash,5.3,1
490,10/23/2021,Sugar - Splenda Sweetener,5.0,3
491,10/22/2021,Apron,2.3,4
492,10/23/2021,Appetizer - Escargot Puff,8.2,4
493,10/18/2021,Soup - Cream Of Broccoli,7.4,4
494,10/22/2021,Sponge Cake Mix - Vanilla,5.3,3
495,10/23/2021,Table Cloth 53x69 White,7.8,4
496,10/22/2021,Beef - Top Sirloin - Aaa,8.2,1
497,10/20/2021,"Wine - White, Ej",5.9,2
498,10/24/2021,Bread - Malt,8.8,2
499,10/22/2021,Tea - Camomele,9.4,4
500,10/23/2021,Sauce - Salsa,10.7,4
