id,date,product,price,quantity
127,1634860800000.0,Straws - Cocktale,15.3,1
128,1634601600000.0,Pork - Belly Fresh,1.5,3
129,1634688000000.0,Fuji Apples,15.1,1
130,1634601600000.0,Cassis,18.5,5
131,1634774400000.0,Bread - Rye,13.6,4
132,1634860800000.0,Vanilla Beans,8.7,1
133,1634515200000.0,Pear - Prickly,19.0,5
134,1634515200000.0,Beer - Rickards Red,5.5,4
135,1635033600000.0,Veal - Provimi Inside,1.5,4
136,1634860800000.0,"Vermouth - White, Cinzano",14.5,3
137,1634774400000.0,Flour - Fast / Rapid,13.0,1
138,1635033600000.0,Apple - Granny Smith,2.1,3
139,1634860800000.0,Sausage - Blood Pudding,17.0,5
140,1634947200000.0,Beans - French,6.3,1
141,1634688000000.0,Onions - Vidalia,3.0,2
142,1635033600000.0,Cheese Cloth,15.4,1
143,1634515200000.0,Boogies,3.0,3
144,1634947200000.0,Wine - Cotes Du Rhone,1.3,1
145,1634774400000.0,Lamb Leg - Bone - In Nz,10.4,1
146,1634860800000.0,"Nut - Cashews, Whole, Raw",16.2,4
147,1634515200000.0,"Mop Head - Cotton, 24 Oz",12.4,2
148,1635033600000.0,Cake - Box Window 10x10x2.5,6.7,5
149,1634601600000.0,Corn - Mini,5.4,3
150,1634774400000.0,"Cheese - Cheddar, Mild",7.3,5
151,1634947200000.0,Amarula Cream,3.7,4
152,1634774400000.0,Island Oasis - Magarita Mix,5.0,3
153,1634688000000.0,"Lamb - Leg, Bone In",7.2,1
154,1635033600000.0,Jameson - Irish Whiskey,19.3,1
155,1634860800000.0,Pastry - Carrot Muffin - Mini,12.6,1
156,1634774400000.0,"Juice - V8, Tomato",12.6,1
157,1634601600000.0,"Bar Mix - Pina Colada, 355 Ml",9.2,3
158,1634947200000.0,Wine - Pinot Noir Latour,16.7,1
159,1634774400000.0,Buffalo - Tenderloin,9.2,2
160,1634688000000.0,Crackers - Trio,16.7,3
161,1634688000000.0,Cookie Dough - Double,4.1,2
162,1634947200000.0,Oven Mitts 17 Inch,18.6,5
163,1634774400000.0,Ice Cream - Vanilla,18.8,4
164,1634774400000.0,Cleaner - Lime Away,9.4,3
165,1634774400000.0,Bread - Onion Focaccia,6.3,4
166,1634774400000.0,"Soup - Campbells, Cream Of",17.5,5
167,1635033600000.0,Tobasco Sauce,9.1,2
168,1634774400000.0,Beef Tenderloin Aaa,3.9,1
169,1634947200000.0,Coffee - Irish Cream,4.7,5
170,1634947200000.0,Sauce - Cranberry,12.4,4
171,1635033600000.0,"Cheese - Cheddar, Old White",14.6,2
172,1634515200000.0,Wine - Sake,7.2,2
173,1635033600000.0,Cheese - Bocconcini,1.5,1
174,1634688000000.0,Coffee Beans - Chocolate,7.4,3
175,1634601600000.0,Sauce - Hp,19.1,2
176,1634688000000.0,Dr. Pepper - 355ml,11.1,3
177,1634774400000.0,"Mushroom - Porcini, Dry",11.4,4
178,1634601600000.0,Steampan - Foil,17.7,4
179,1634774400000.0,"Wine - Magnotta, Merlot Sr Vqa",16.4,1
180,1635033600000.0,"Pepper - Black, Whole",1.3,2
181,1634601600000.0,Chinese Lemon Pork,3.3,1
182,1634688000000.0,Rappini - Andy Boy,1.6,5
183,1634688000000.0,Tarragon - Fresh,1.6,1
184,1634774400000.0,"Pineapple - Canned, Rings",18.1,4
185,1634688000000.0,Water Chestnut - Canned,12.3,1
186,1634860800000.0,Wine - Black Tower Qr,15.9,2
187,1634947200000.0,"Wine - White, Pinot Grigio",17.2,2
188,1634774400000.0,Allspice - Jamaican,4.3,2
189,1634601600000.0,"Pasta - Elbows, Macaroni, Dry",14.8,2
190,1634774400000.0,"Cheese - Boursin, Garlic / Herbs",12.6,4
191,1634860800000.0,"Chicken - Wings, Tip Off",9.5,5
192,1634601600000.0,Coffee - Egg Nog Capuccino,13.2,3
193,1634515200000.0,"Sauce - White, Mix",14.4,3
194,1634947200000.0,Huck Towels White,5.5,3
195,1634601600000.0,Wine - Barossa Valley Estate,12.4,2
196,1634688000000.0,Yoplait - Strawbrasp Peac,2.1,2
197,1634688000000.0,"Beer - Alexander Kieths, Pale Ale",11.2,2
198,1634860800000.0,Frangelico,10.5,2
199,1634860800000.0,Cocoa Feuilletine,13.0,3
200,1634601600000.0,Celery Root,11.6,1
201,1634688000000.0,Dill Weed - Fresh,14.5,2
202,1634515200000.0,Scallops 60/80 Iqf,6.7,5
203,1634688000000.0,Honey - Comb,6.3,2
204,1634860800000.0,"Cookies - Oreo, 4 Pack",10.7,3
205,1634860800000.0,"Syrup - Monin, Swiss Choclate",12.6,4
206,1635033600000.0,"Tortillas - Flour, 10",11.5,5
207,1634860800000.0,"Rosemary - Primerba, Paste",19.4,4
208,1634515200000.0,Extract - Lemon,17.5,3
209,1634515200000.0,Beer - Steamwhistle,8.0,2
210,1634774400000.0,"Olives - Green, Pitted",16.5,3
211,1634774400000.0,Basil - Fresh,14.8,5
212,1634860800000.0,Steel Wool,10.8,4
213,1634860800000.0,Beer - True North Lager,18.3,2
214,1634860800000.0,Gatorade - Lemon Lime,11.3,2
215,1634601600000.0,Daikon Radish,9.0,3
216,1635033600000.0,Bread - White Epi Baguette,12.7,5
217,1634601600000.0,Bread - Flat Bread,15.5,5
218,1634947200000.0,Lemon Pepper,18.0,4
219,1634688000000.0,"Salt - Rock, Course",11.3,2
220,1634774400000.0,Quinoa,6.8,3
221,1634688000000.0,Sprouts - China Rose,7.3,3
222,1635033600000.0,"Lemonade - Natural, 591 Ml",16.3,2
223,1635033600000.0,Gatorade - Xfactor Berry,14.6,5
224,1634774400000.0,Cheese - Camembert,14.2,2
225,1635033600000.0,Ecolab - Mikroklene 4/4 L,15.4,2
226,1634947200000.0,Pastry - Banana Muffin - Mini,6.1,2
227,1634947200000.0,Sprite - 355 Ml,17.5,3
228,1634688000000.0,Cheese - Pont Couvert,5.4,4
229,1634515200000.0,Cake - Mini Potato Pancake,13.3,5
230,1634947200000.0,Pastrami,15.9,4
231,1635033600000.0,Wine - Redchard Merritt,10.4,4
232,1634515200000.0,"Mushroom - Enoki, Dry",10.9,5
233,1634860800000.0,Pepper Squash,10.4,3
234,1634601600000.0,"Fish - Base, Bouillion",19.5,5
235,1634601600000.0,Lighter - Bbq,3.9,4
236,1634860800000.0,Mudslide,14.9,5
237,1635033600000.0,Sauce - Balsamic Viniagrette,3.6,5
238,1634860800000.0,Calvados - Boulard,10.2,1
239,1634947200000.0,Creme De Menthe Green,9.4,2
240,1634601600000.0,Broom - Angled,2.8,5
241,1634688000000.0,Flour - Strong Pizza,1.3,1
242,1634947200000.0,Table Cloth 54x54 Colour,1.9,2
243,1634860800000.0,"Soup - Beef Conomme, Dry",17.4,1
244,1634860800000.0,Tea - Orange Pekoe,9.8,4
245,1634688000000.0,Muffin - Banana Nut Individual,4.2,4
246,1634947200000.0,Chocolate Bar - Smarties,7.5,5
247,1635033600000.0,Cactus Pads,3.5,3
248,1634774400000.0,Cheese - Sheep Milk,12.2,1
249,1634860800000.0,"Turkey - Breast, Smoked",6.8,5
250,1634515200000.0,Garbag Bags - Black,12.1,5
251,1634860800000.0,"Wine - Sherry Dry Sack, William",17.7,1
252,1634601600000.0,Grapefruit - White,11.3,2
253,1635033600000.0,Sugar - Splenda Sweetener,17.2,2
254,1634947200000.0,"Pasta - Spaghetti, Dry",19.8,3
255,1635033600000.0,Sobe - Orange Carrot,14.0,2
256,1634515200000.0,Longos - Assorted Sandwich,15.9,2
257,1634688000000.0,"Juice - Pineapple, 341 Ml",11.8,1
258,1634688000000.0,Beer - Pilsner Urquell,5.3,2
259,1634774400000.0,Flour - Whole Wheat,6.6,2
260,1634515200000.0,Pepper - Gypsy Pepper,6.1,4
261,1634688000000.0,"Wine - White, Ej",12.9,2
262,1634860800000.0,Pie Pecan,11.2,5
263,1634774400000.0,"Tomatoes - Plum, Canned",19.7,4
264,1634515200000.0,Cranberry Foccacia,2.4,3
265,1634601600000.0,Ice Cream - Fudge Bars,1.5,4
266,1634774400000.0,Apple - Granny Smith,5.8,5
267,1634774400000.0,Ice Cream Bar - Oreo Sandwich,16.4,3
268,1635033600000.0,Pork - Smoked Back Bacon,12.9,5
269,1634774400000.0,Coffee Cup 12oz 5342cd,1.5,4
270,1635033600000.0,"Cheese - Brie, Triple Creme",3.9,1
271,1634688000000.0,"Basil - Primerba, Paste",12.9,2
272,1634515200000.0,"Syrup - Monin, Irish Cream",12.1,1
273,1634860800000.0,Tomatoes - Yellow Hot House,7.1,4
274,1634860800000.0,Corn - On The Cob,5.5,1
275,1634688000000.0,Anisette - Mcguiness,1.5,1
276,1635033600000.0,Spice - Montreal Steak Spice,19.9,4
277,1634774400000.0,Foam Espresso Cup Plain White,9.9,5
278,1635033600000.0,Chocolate - Dark,6.5,5
279,1634947200000.0,Sauce - Cranberry,4.5,3
280,1634947200000.0,Wine - Delicato Merlot,7.3,4
281,1634947200000.0,Beer - Tetleys,3.7,5
282,1634601600000.0,"Coffee - Beans, Whole",4.7,5
283,1634947200000.0,Fruit Mix - Light,11.1,2
284,1635033600000.0,Wine - Chardonnay South,8.8,5
285,1634515200000.0,Wine - Spumante Bambino White,1.6,2
286,1634947200000.0,Pepper - Roasted Red,11.1,3
287,1634860800000.0,"Bread - Pita, Mini",12.7,1
288,1634601600000.0,Kiwi Gold Zespri,9.2,2
289,1634774400000.0,"Soup - Campbells, Spinach Crm",14.7,2
290,1634774400000.0,Syrup - Monin - Granny Smith,9.1,4
291,1635033600000.0,Bread Sour Rolls,6.8,4
292,1634515200000.0,Sponge Cake Mix - Vanilla,6.6,2
293,1634688000000.0,Soup Campbells - Tomato Bisque,7.6,3
294,1634947200000.0,Nutmeg - Ground,5.4,4
295,1634860800000.0,"Cheese - Cheddar, Medium",3.5,1
296,1634860800000.0,Corn Syrup,16.3,2
297,1635033600000.0,Plaintain,10.0,3
298,1634947200000.0,Cake Sheet Combo Party Pack,16.2,5
299,1634860800000.0,Pear - Asian,12.9,2
300,1634688000000.0,Cookie Choc,6.1,2
301,1634601600000.0,"Soup - Beef, Base Mix",10.3,5
302,1634947200000.0,Cookie Dough - Chunky,17.3,3
303,1634947200000.0,Tuna - Bluefin,3.3,3
304,1634860800000.0,Cookies Almond Hazelnut,8.5,3
305,1634601600000.0,Gelatine Leaves - Envelopes,11.5,5
306,1634860800000.0,Bread - Multigrain,10.1,2
307,1634860800000.0,Glass Clear 8 Oz,1.2,2
308,1634688000000.0,Rosemary - Dry,13.3,5
309,1634947200000.0,Sauce - Alfredo,13.4,3
310,1634688000000.0,"Pepper - White, Ground",5.2,3
311,1634860800000.0,Soup Campbells Beef With Veg,8.5,4
312,1634601600000.0,Pasta - Fusili Tri - Coloured,1.0,5
313,1634947200000.0,"Cookies - Oreo, 4 Pack",16.0,1
314,1634947200000.0,Veal - Liver,15.8,5
315,1634774400000.0,"Wine - Sherry Dry Sack, William",16.9,1
316,1634774400000.0,Oyster - In Shell,3.7,4
317,1634688000000.0,Chicken - Leg / Back Attach,17.4,1
318,1634860800000.0,Apron,16.1,2
319,1635033600000.0,Pork - Ham Hocks - Smoked,18.6,3
320,1634601600000.0,Pomello,15.5,4
321,1634515200000.0,Crab - Imitation Flakes,7.8,3
322,1634774400000.0,Veal - Leg,9.8,4
323,1634947200000.0,Nacho Chips,15.0,5
324,1635033600000.0,Pimento - Canned,14.3,5
325,1634860800000.0,Beets - Golden,8.2,3
326,1634774400000.0,Galliano,1.2,2
327,1634860800000.0,Ham - Black Forest,10.2,4
328,1634688000000.0,Sugar - Individual Portions,18.2,1
329,1634947200000.0,Cup - Paper 10oz 92959,15.6,5
330,1634774400000.0,Roe - Flying Fish,8.5,1
331,1634515200000.0,Cream - 35%,10.2,5
332,1635033600000.0,Bagel - Plain,5.9,1
333,1634947200000.0,Aromat Spice / Seasoning,18.3,2
334,1634860800000.0,Cheese - Parmigiano Reggiano,3.3,2
335,1634947200000.0,Fruit Mix - Light,2.1,3
336,1634688000000.0,Crackers - Soda / Saltins,1.6,3
337,1634947200000.0,"Wine - Red, Pinot Noir, Chateau",19.4,1
338,1634947200000.0,Soap - Pine Sol Floor Cleaner,11.8,1
339,1634515200000.0,Lamb Tenderloin Nz Fr,16.9,4
340,1634515200000.0,Truffle Cups - Brown,19.4,1
341,1634601600000.0,Soup - Campbells Beef Strogonoff,15.5,4
342,1635033600000.0,Scotch - Queen Anne,12.8,3
343,1635033600000.0,Chips Potato Salt Vinegar 43g,11.0,2
344,1634947200000.0,Beef - Kobe Striploin,17.5,4
345,1634515200000.0,"Bread - Sticks, Thin, Plain",16.9,2
346,1634688000000.0,"Chicken - Leg, Fresh",17.7,4
347,1634774400000.0,Flour Dark Rye,17.0,3
348,1634515200000.0,Bread - Crusty Italian Poly,15.4,4
349,1634515200000.0,Wine - Peller Estates Late,18.4,4
350,1634860800000.0,Quiche Assorted,18.7,2
351,1634688000000.0,Appetizer - Mushroom Tart,16.8,4
352,1634860800000.0,Pork - Caul Fat,2.4,2
353,1634947200000.0,Kellogs Cereal In A Cup,17.0,2
354,1634601600000.0,Wine - Domaine Boyar Royal,1.8,2
355,1634947200000.0,Pails With Lids,13.7,3
356,1634860800000.0,"Pork - Bacon,back Peameal",11.9,5
357,1635033600000.0,Bar Nature Valley,17.5,2
358,1634688000000.0,Dikon,2.3,3
359,1634860800000.0,Rice Wine - Aji Mirin,16.9,2
360,1634515200000.0,"Lettuce - Romaine, Heart",2.1,3
361,1634515200000.0,Flower - Commercial Bronze,1.0,1
362,1635033600000.0,"Pork - Loin, Boneless",2.6,5
363,1634947200000.0,Cheese - Feta,11.6,1
364,1634774400000.0,Pastry - Plain Baked Croissant,17.3,3
365,1634947200000.0,Cheese - Cheddarsliced,3.6,2
366,1634774400000.0,Bread Cranberry Foccacia,1.9,5
367,1634947200000.0,"Cod - Salted, Boneless",1.4,1
368,1634947200000.0,Lamb - Bones,15.7,4
369,1634947200000.0,Lettuce - Lambs Mash,9.2,3
370,1634515200000.0,Beer - Sleeman Fine Porter,2.4,4
371,1634860800000.0,Soup - Campbells Beef Stew,2.5,5
372,1634774400000.0,Jello - Assorted,14.5,5
373,1634774400000.0,Cookie Dough - Peanut Butter,5.3,4
374,1634860800000.0,Shrimp - 150 - 250,2.4,4
375,1634601600000.0,Appetizer - Escargot Puff,17.1,5
376,1634601600000.0,"Ranchero - Primerba, Paste",11.3,5
377,1634774400000.0,Soup - Tomato Mush. Florentine,2.5,3
378,1634601600000.0,"Corn - Cream, Canned",13.4,2
379,1634774400000.0,Corn Meal,13.3,4
380,1634688000000.0,Sun - Dried Tomatoes,18.4,3
381,1634947200000.0,"Cheese - Cheddar, Medium",19.3,3
382,1634601600000.0,"Asparagus - Green, Fresh",4.2,3
383,1635033600000.0,Cheese - Brie,19.7,1
384,1634860800000.0,Pasta - Ravioli,8.9,3
385,1635033600000.0,Sugar - Icing,7.0,3
386,1634688000000.0,Ginsing - Fresh,18.4,3
387,1634601600000.0,"Wine - White, Mosel Gold",3.1,5
388,1635033600000.0,Wheat - Soft Kernal Of Wheat,2.0,5
389,1634947200000.0,Persimmons,9.5,4
390,1634947200000.0,Glaze - Clear,13.5,4
391,1634860800000.0,Wild Boar - Tenderloin,1.9,4
392,1634515200000.0,Chinese Foods - Plain Fried Rice,18.4,2
393,1634774400000.0,Crab - Meat Combo,7.2,4
394,1634515200000.0,Curry Paste - Madras,6.9,1
395,1634688000000.0,"Lid - Translucent, 3.5 And 6 Oz",5.1,5
396,1634860800000.0,"Pepsi - Diet, 355 Ml",11.9,5
397,1634947200000.0,Cornflakes,18.9,2
398,1634947200000.0,Mushroom - White Button,13.6,1
399,1634515200000.0,Dates,2.3,2
400,1634947200000.0,Wine - Pinot Grigio Collavini,6.8,2
401,1634860800000.0,Shrimp - Black Tiger 6 - 8,19.5,2
402,1635033600000.0,Chicken - Base,15.3,3
403,1634688000000.0,Sandwich Wrap,15.1,4
404,1634774400000.0,Lid - 0090 Clear,3.4,1
405,1634688000000.0,Sunflower Seed Raw,9.5,2
406,1634688000000.0,Pastry - Carrot Muffin - Mini,4.6,1
407,1634688000000.0,Nescafe - Frothy French Vanilla,7.3,5
408,1634860800000.0,Muffin Mix - Morning Glory,7.4,2
409,1634860800000.0,Muffin - Bran Ind Wrpd,14.8,2
410,1635033600000.0,Piping - Bags Quizna,13.2,2
411,1634774400000.0,Pepper - Green,5.8,3
412,1634601600000.0,"Rum - Coconut, Malibu",2.9,2
413,1634601600000.0,Bread - Burger,16.3,5
414,1634947200000.0,Bread - English Muffin,13.0,3
415,1634688000000.0,"Wine - Sherry Dry Sack, William",7.8,4
416,1634947200000.0,"Melon - Watermelon, Seedless",6.7,2
417,1634774400000.0,Scallops - Live In Shell,6.4,5
418,1634515200000.0,Beef - Ground Lean Fresh,19.5,1
419,1634688000000.0,Pork - Shoulder,8.4,4
420,1634601600000.0,Fudge - Chocolate Fudge,14.0,4
421,1635033600000.0,Muffin Batt - Carrot Spice,4.0,2
422,1635033600000.0,Chips - Miss Vickies,13.5,2
423,1634774400000.0,"Syrup - Golden, Lyles",7.5,2
424,1634515200000.0,Beer - Blue,10.7,3
425,1634688000000.0,Trueblue - Blueberry Cranberry,16.1,1
426,1634774400000.0,Energy Drink Red Bull,5.1,3
427,1634774400000.0,Thermometer Digital,8.4,3
428,1634515200000.0,Godiva White Chocolate,4.7,1
429,1634860800000.0,Bread Roll Foccacia,9.4,2
430,1635033600000.0,Ecolab Crystal Fusion,7.6,5
431,1634860800000.0,Carrots - Mini Red Organic,9.2,5
432,1634947200000.0,"Beans - Black Bean, Dry",2.0,3
433,1634601600000.0,Muffin - Mix - Mango Sour Cherry,11.1,5
434,1634947200000.0,Taro Root,10.8,5
435,1634688000000.0,Quail - Jumbo Boneless,14.8,4
436,1634947200000.0,Plasticforkblack,18.7,4
437,1634947200000.0,"Bread - Roll, Italian",9.5,3
438,1634774400000.0,V8 Splash Strawberry Kiwi,6.0,5
439,1634688000000.0,Appetizer - Mango Chevre,14.3,3
440,1634688000000.0,Tuna - Fresh,5.8,5
441,1634860800000.0,"Tart Shells - Sweet, 2",15.9,4
442,1634947200000.0,Coffee - Ristretto Coffee Capsule,5.3,4
443,1634515200000.0,"Lamb - Racks, Frenched",16.6,2
444,1634860800000.0,Wine - Manischewitz Concord,6.0,5
445,1635033600000.0,Cookie - Dough Variety,2.2,5
446,1634860800000.0,"Soup - Knorr, Country Bean",9.0,4
447,1634515200000.0,Juice - Orangina,6.0,5
448,1634947200000.0,Shrimp - Black Tiger 16/20,3.2,5
449,1634774400000.0,Cranberries - Frozen,2.9,2
450,1634774400000.0,Grapes - Green,3.1,2
451,1634774400000.0,Rabbit - Whole,4.6,3
452,1634947200000.0,Praline Paste,4.2,3
453,1634515200000.0,Wine - Savigny - Les - Beaune,5.9,2
454,1634515200000.0,Appetizer - Escargot Puff,7.7,4
455,1634774400000.0,Wiberg Super Cure,9.4,4
456,1634688000000.0,Oil - Pumpkinseed,17.5,2
457,1634515200000.0,Potatoes - Parissienne,5.2,3
458,1634601600000.0,Croissants Thaw And Serve,9.7,3
459,1635033600000.0,Compound - Passion Fruit,4.2,5
460,1634860800000.0,"Quail - Eggs, Fresh",17.7,4
461,1635033600000.0,Cheese - Cheddarsliced,11.4,3
462,1634860800000.0,Ice Cream - Strawberry,3.9,4
463,1634601600000.0,Grouper - Fresh,9.0,3
464,1635033600000.0,Creme De Menth - White,10.9,3
465,1634688000000.0,Bread Bowl Plain,15.8,3
466,1634688000000.0,Wine - Alsace Gewurztraminer,8.0,2
467,1634601600000.0,Broom - Corn,15.4,2
468,1634860800000.0,Bread Base - Italian,18.1,3
469,1634860800000.0,Blueberries - Frozen,4.1,3
470,1634688000000.0,"Vinegar - Balsamic, White",14.7,3
471,1634601600000.0,Pineapple - Golden,8.9,1
472,1634601600000.0,Dr. Pepper - 355ml,13.4,4
473,1634947200000.0,Cookie Dough - Peanut Butter,16.4,5
474,1634688000000.0,Soup - Campbellschix Stew,6.1,2
475,1634774400000.0,Bread Fig And Almond,6.2,3
476,1635033600000.0,"Coke - Diet, 355 Ml",6.4,4
477,1634601600000.0,Container Clear 8 Oz,3.6,5
478,1634947200000.0,Wine - Periguita Fonseca,1.2,3
479,1634860800000.0,Dasheen,17.3,5
480,1634515200000.0,Monkfish - Fresh,1.8,2
481,1635033600000.0,Asparagus - Frozen,18.5,5
482,1634774400000.0,Cheese - Augre Des Champs,16.6,3
483,1634860800000.0,Rice - Long Grain,10.2,2
