age,job,marital,education,default,housing,loan,id
38,blue-collar,married,basic.6y,unknown,yes,yes,5596
38,technician,married,high.school,no,unknown,unknown,22287
58,retired,divorced,professional.course,no,no,no,31388
56,technician,married,professional.course,unknown,yes,no,38180
33,admin.,married,university.degree,no,no,no,1425
30,student,single,university.degree,no,yes,yes,30603
32,admin.,divorced,high.school,no,no,no,20009
34,technician,single,professional.course,no,yes,yes,10800
42,admin.,married,professional.course,unknown,no,yes,35101
36,admin.,single,university.degree,no,no,no,23211
43,self-employed,divorced,basic.9y,no,yes,no,26973
25,technician,married,university.degree,no,no,no,40156
54,services,married,unknown,no,yes,no,8924
57,retired,married,basic.9y,no,no,no,8026
45,blue-collar,married,basic.4y,no,no,no,10918
32,admin.,married,university.degree,no,yes,yes,19698
54,admin.,married,high.school,no,yes,no,25655
35,blue-collar,married,basic.9y,no,yes,no,36446
48,entrepreneur,married,university.degree,no,no,no,24568
34,services,married,high.school,no,yes,no,39293
32,student,single,high.school,no,yes,no,5167
65,admin.,married,university.degree,no,yes,no,32197
43,technician,single,university.degree,no,yes,no,34113
36,technician,married,professional.course,no,no,no,16607
45,technician,married,university.degree,unknown,no,yes,33309
42,entrepreneur,married,basic.9y,unknown,no,no,15108
39,admin.,married,university.degree,no,no,no,31984
70,retired,married,basic.4y,no,yes,no,2772
31,admin.,married,university.degree,unknown,yes,no,8775
60,self-employed,married,professional.course,unknown,yes,no,19965
37,management,married,university.degree,no,no,no,17431
30,services,married,high.school,no,no,no,26870
37,admin.,single,university.degree,no,yes,no,15475
35,admin.,married,university.degree,no,no,yes,2388
43,admin.,single,high.school,no,no,no,19472
40,admin.,married,university.degree,no,no,no,34538
39,housemaid,married,basic.9y,no,yes,no,763
55,admin.,single,university.degree,no,yes,no,28890
35,blue-collar,married,basic.9y,no,yes,no,25005
28,technician,single,professional.course,no,no,no,25325
34,admin.,married,university.degree,no,no,no,39627
44,admin.,married,university.degree,unknown,no,no,980
34,technician,divorced,university.degree,no,yes,no,1168
54,technician,married,professional.course,no,yes,no,33356
27,admin.,single,university.degree,no,no,no,23338
45,services,divorced,high.school,no,no,no,38276
36,admin.,single,university.degree,no,yes,no,16020
52,admin.,single,high.school,no,no,no,29948
56,admin.,married,high.school,unknown,yes,no,28325
39,technician,married,professional.course,no,yes,no,27865
55,blue-collar,married,basic.4y,unknown,unknown,unknown,29956
38,admin.,divorced,high.school,no,no,no,27748
33,admin.,married,university.degree,no,no,no,14387
33,admin.,single,university.degree,unknown,yes,no,29894
27,technician,single,university.degree,no,yes,no,40595
34,services,married,high.school,no,no,no,7391
42,technician,single,unknown,no,yes,no,17067
28,management,single,university.degree,no,yes,no,16763
34,technician,single,professional.course,unknown,no,no,21544
36,unemployed,married,high.school,no,yes,no,1818
42,technician,married,high.school,no,yes,no,18457
51,technician,married,high.school,no,no,yes,41045
30,admin.,single,university.degree,no,yes,no,7833
58,housemaid,married,basic.4y,unknown,yes,no,124
30,management,married,university.degree,no,yes,no,1908
32,blue-collar,married,basic.6y,no,yes,no,36197
59,retired,married,university.degree,unknown,no,no,37869
55,blue-collar,married,basic.4y,no,no,no,37845
49,management,divorced,university.degree,no,no,no,31763
35,technician,married,professional.course,no,yes,no,5661
41,services,single,university.degree,no,yes,no,20543
32,admin.,married,university.degree,no,yes,no,33626
31,admin.,single,high.school,no,no,no,36412
66,retired,married,unknown,no,no,no,14651
38,technician,single,university.degree,no,yes,yes,3983
40,admin.,married,university.degree,no,yes,no,18819
48,blue-collar,married,basic.6y,no,yes,yes,6278
29,admin.,married,university.degree,no,yes,yes,8213
51,admin.,married,university.degree,no,yes,yes,30625
59,housemaid,married,basic.4y,no,yes,no,30273
27,technician,single,basic.9y,no,no,yes,29586
29,blue-collar,single,basic.9y,no,no,no,19254
75,retired,married,unknown,no,yes,no,2071
36,admin.,single,unknown,no,yes,no,23557
56,unemployed,divorced,professional.course,no,no,no,18495
30,technician,married,professional.course,no,yes,no,30326
77,retired,divorced,unknown,no,yes,no,40817
48,unemployed,married,high.school,unknown,yes,yes,26182
33,entrepreneur,married,university.degree,no,yes,yes,9816
48,services,married,high.school,no,yes,yes,20390
40,retired,married,basic.4y,unknown,yes,no,342
22,student,single,high.school,no,yes,no,13877
35,technician,single,high.school,no,yes,yes,11247
52,services,married,high.school,unknown,no,no,36959
54,admin.,divorced,university.degree,no,no,no,31712
54,housemaid,married,basic.4y,unknown,yes,no,34445
51,blue-collar,married,basic.4y,unknown,yes,no,7610
35,technician,single,professional.course,no,no,no,10652
42,admin.,divorced,university.degree,no,yes,no,40879
36,admin.,married,high.school,no,no,no,3011
47,blue-collar,married,basic.4y,no,yes,no,16122
35,admin.,single,university.degree,no,no,no,7361
44,management,single,university.degree,unknown,no,no,12732
25,admin.,single,high.school,no,no,no,31860
39,admin.,divorced,high.school,no,no,no,23174
25,blue-collar,single,professional.course,no,yes,no,4233
36,admin.,married,high.school,unknown,yes,no,25704
36,admin.,single,university.degree,no,yes,no,30796
55,admin.,divorced,high.school,no,no,no,15884
26,admin.,single,university.degree,no,no,no,28352
30,admin.,single,university.degree,no,no,no,28958
72,retired,divorced,basic.4y,no,yes,yes,7867
32,admin.,single,high.school,no,yes,no,5131
55,services,divorced,professional.course,no,yes,no,5380
36,admin.,married,university.degree,no,no,no,2109
20,student,single,high.school,no,yes,no,35411
51,services,married,high.school,unknown,yes,no,10218
32,student,single,university.degree,no,no,no,23490
35,admin.,married,high.school,no,no,no,2295
37,technician,single,high.school,no,yes,yes,36214
33,entrepreneur,married,basic.6y,no,yes,no,1811
54,technician,married,high.school,unknown,yes,yes,31859
44,management,married,basic.9y,no,yes,no,36884
46,blue-collar,married,basic.9y,no,yes,no,39017
39,management,married,university.degree,no,no,no,22147
29,admin.,single,basic.9y,unknown,yes,no,27790
27,services,single,university.degree,no,yes,no,4691
57,retired,married,unknown,unknown,yes,no,34584
57,management,married,basic.9y,no,no,no,18596
57,technician,divorced,university.degree,no,yes,no,16504
38,entrepreneur,married,basic.4y,no,no,no,14392
34,technician,married,professional.course,no,yes,no,28592
35,technician,married,high.school,no,yes,no,11429
44,management,married,basic.9y,no,no,no,38875
36,self-employed,married,university.degree,no,no,no,18977
53,admin.,single,university.degree,unknown,yes,no,9561
40,housemaid,married,basic.6y,no,yes,no,7613
33,technician,married,university.degree,unknown,yes,no,8752
35,admin.,divorced,high.school,no,yes,no,8063
34,admin.,married,university.degree,no,yes,no,8967
30,blue-collar,married,basic.9y,unknown,no,no,29533
34,blue-collar,single,basic.4y,unknown,yes,no,4816
57,blue-collar,married,basic.4y,unknown,no,no,29750
38,technician,divorced,professional.course,no,yes,no,31007
59,self-employed,married,university.degree,no,yes,no,16744
50,management,divorced,university.degree,unknown,no,no,39323
45,unemployed,divorced,basic.4y,no,yes,no,37068
57,self-employed,married,basic.9y,unknown,yes,yes,155
54,unknown,married,basic.9y,no,yes,no,1008
35,blue-collar,divorced,basic.9y,no,yes,no,14591
41,blue-collar,single,basic.4y,no,no,no,31771
78,retired,married,unknown,no,no,no,29658
36,admin.,divorced,high.school,no,no,no,36724
46,blue-collar,married,basic.9y,unknown,no,no,20649
36,admin.,single,university.degree,no,yes,no,37227
34,admin.,single,university.degree,no,yes,no,39491
35,management,divorced,university.degree,no,no,no,18848
34,unemployed,married,basic.9y,no,yes,no,39686
39,blue-collar,married,basic.9y,unknown,unknown,unknown,29288
38,services,married,high.school,no,yes,yes,323
40,unemployed,single,high.school,no,yes,no,28301
36,admin.,single,university.degree,no,no,no,19882
44,services,married,high.school,no,yes,no,36411
33,blue-collar,married,basic.9y,no,yes,no,6214
31,blue-collar,single,professional.course,no,no,yes,32722
32,admin.,single,university.degree,no,yes,no,33680
42,services,married,high.school,no,yes,yes,34054
42,technician,married,basic.9y,no,yes,no,26947
47,blue-collar,divorced,basic.9y,unknown,yes,no,36666
27,technician,single,professional.course,no,yes,no,36890
58,entrepreneur,married,basic.4y,no,yes,no,651
39,admin.,married,basic.6y,unknown,yes,yes,35274
44,housemaid,married,basic.9y,unknown,yes,no,37577
23,admin.,single,high.school,no,yes,no,12408
57,blue-collar,married,basic.9y,no,no,no,3913
33,admin.,divorced,university.degree,no,no,yes,11398
49,blue-collar,married,basic.9y,no,yes,no,35209
31,admin.,divorced,university.degree,no,yes,no,34151
36,blue-collar,married,basic.6y,unknown,no,no,22267
32,blue-collar,single,high.school,no,yes,no,36570
29,student,single,unknown,no,yes,no,15511
27,admin.,married,basic.9y,no,yes,no,2661
55,management,divorced,basic.6y,unknown,yes,yes,28241
49,services,divorced,basic.6y,unknown,yes,no,7569
52,admin.,divorced,university.degree,no,yes,no,33904
42,admin.,divorced,university.degree,no,no,no,3595
35,services,married,professional.course,no,yes,no,25794
32,blue-collar,married,professional.course,no,yes,no,14326
52,entrepreneur,married,university.degree,unknown,no,no,4024
31,blue-collar,married,basic.4y,unknown,yes,no,33889
38,admin.,single,high.school,no,yes,yes,24205
37,housemaid,married,basic.4y,unknown,yes,no,1660
55,services,divorced,high.school,unknown,no,no,19513
41,blue-collar,single,basic.6y,unknown,yes,no,40076
56,entrepreneur,married,university.degree,no,no,no,20734
54,admin.,married,high.school,no,no,no,2019
42,admin.,married,university.degree,no,no,no,1458
25,blue-collar,married,basic.9y,no,yes,no,40798
56,blue-collar,married,basic.4y,unknown,yes,no,35925
37,admin.,married,university.degree,no,yes,no,8785
50,admin.,married,university.degree,no,no,no,18168
30,technician,married,university.degree,no,yes,no,4610
29,services,divorced,high.school,no,no,yes,994
36,blue-collar,single,basic.4y,no,yes,no,31014
51,self-employed,married,university.degree,unknown,no,no,19082
25,blue-collar,single,basic.4y,no,yes,yes,40197
33,blue-collar,divorced,basic.9y,no,no,no,33920
31,blue-collar,single,basic.9y,no,no,no,4820
42,admin.,married,university.degree,no,yes,yes,27045
31,blue-collar,married,basic.9y,no,yes,no,31583
44,management,married,basic.6y,no,yes,no,24091
46,blue-collar,married,basic.6y,no,yes,no,13989
30,self-employed,single,university.degree,no,yes,yes,27766
38,technician,married,university.degree,no,yes,no,5904
33,admin.,married,high.school,no,yes,no,13332
31,admin.,divorced,university.degree,no,no,no,5148
56,blue-collar,married,basic.4y,unknown,no,no,32390
29,blue-collar,single,basic.9y,no,unknown,unknown,24911
47,services,divorced,high.school,no,yes,no,29479
35,entrepreneur,married,high.school,no,no,no,21066
33,technician,single,high.school,no,no,no,8615
39,admin.,married,high.school,no,yes,no,10952
24,services,single,high.school,unknown,yes,no,30876
33,admin.,single,university.degree,no,yes,no,26783
39,admin.,married,university.degree,no,no,no,28997
56,blue-collar,divorced,unknown,no,no,no,14430
55,services,married,high.school,unknown,yes,no,11361
34,admin.,married,university.degree,no,no,no,10561
47,management,married,university.degree,no,yes,no,34817
30,blue-collar,married,basic.6y,no,no,no,34356
31,admin.,single,university.degree,no,yes,yes,33541
33,blue-collar,married,unknown,no,yes,no,29700
43,blue-collar,married,basic.6y,unknown,yes,no,31059
43,blue-collar,married,basic.4y,unknown,yes,no,15201
52,services,divorced,high.school,unknown,yes,yes,39921
39,unemployed,married,high.school,no,no,no,27976
28,blue-collar,married,basic.9y,no,no,no,17464
41,blue-collar,married,unknown,no,yes,yes,38460
39,management,divorced,university.degree,no,yes,no,8307
33,blue-collar,married,basic.6y,no,no,yes,26901
37,blue-collar,single,unknown,unknown,no,no,39875
36,management,married,university.degree,no,yes,no,6311
40,admin.,divorced,university.degree,no,no,no,17882
45,admin.,married,high.school,no,yes,no,38566
46,entrepreneur,divorced,basic.9y,no,yes,no,5353
51,admin.,married,basic.4y,unknown,yes,no,3134
46,blue-collar,divorced,basic.9y,no,no,no,40133
47,blue-collar,married,basic.9y,unknown,yes,no,30654
60,retired,married,university.degree,unknown,unknown,unknown,36340
31,admin.,single,university.degree,no,no,no,19658
56,technician,married,professional.course,unknown,no,no,8605
36,services,married,high.school,no,yes,no,17742
37,blue-collar,married,basic.4y,no,yes,no,5124
38,blue-collar,divorced,basic.9y,no,no,yes,18820
29,entrepreneur,married,high.school,unknown,yes,no,3337
41,services,divorced,basic.9y,no,yes,no,29145
31,services,married,basic.9y,no,yes,no,17024
24,services,single,high.school,no,yes,no,25662
49,blue-collar,divorced,unknown,unknown,yes,no,21232
39,technician,married,unknown,no,yes,no,30879
42,admin.,single,high.school,no,no,no,13615
47,admin.,married,university.degree,no,yes,no,14264
42,housemaid,married,university.degree,no,no,no,30399
39,management,married,university.degree,no,yes,no,7179
42,admin.,married,university.degree,no,no,no,28803
34,technician,married,university.degree,no,yes,no,29521
32,blue-collar,married,basic.6y,unknown,yes,no,37924
32,unemployed,married,high.school,no,yes,no,5572
55,unemployed,married,basic.9y,no,yes,no,36965
57,blue-collar,married,basic.9y,no,yes,yes,8253
71,retired,married,basic.4y,no,yes,no,3197
86,retired,divorced,basic.4y,no,unknown,unknown,35379
35,technician,married,basic.9y,no,no,no,288
34,technician,divorced,unknown,no,yes,yes,17076
54,technician,divorced,university.degree,no,yes,no,30033
41,management,married,high.school,no,no,no,40170
35,admin.,single,university.degree,no,yes,yes,6907
33,blue-collar,single,basic.9y,no,yes,no,24738
24,technician,divorced,professional.course,no,yes,no,17627
40,admin.,single,high.school,unknown,yes,no,8117
50,technician,married,university.degree,no,yes,no,6369
57,retired,single,high.school,no,yes,no,10847
27,admin.,married,high.school,no,yes,no,41075
30,blue-collar,single,basic.9y,no,no,no,22205
35,technician,married,professional.course,no,no,no,35821
30,blue-collar,single,high.school,no,yes,no,6998
26,services,single,university.degree,no,yes,no,15101
41,management,divorced,university.degree,no,no,no,9031
58,retired,married,professional.course,unknown,unknown,unknown,29030
29,blue-collar,divorced,high.school,no,no,no,18442
39,technician,divorced,professional.course,unknown,no,no,9911
48,self-employed,married,university.degree,unknown,yes,no,2919
53,self-employed,married,university.degree,no,no,no,37732
38,technician,married,professional.course,no,no,no,39955
40,admin.,married,professional.course,unknown,yes,no,6139
49,management,married,university.degree,no,no,no,34428
45,management,divorced,high.school,no,no,yes,12505
36,blue-collar,married,basic.9y,no,no,no,30101
47,admin.,married,university.degree,no,no,no,25874
61,blue-collar,married,high.school,no,no,no,374
32,unemployed,married,high.school,no,yes,no,34505
45,technician,married,university.degree,no,yes,no,18065
33,management,married,university.degree,no,no,no,22178
36,services,single,high.school,no,yes,no,36981
30,management,single,university.degree,no,no,no,24084
39,blue-collar,single,basic.9y,no,yes,no,16461
46,blue-collar,divorced,basic.4y,unknown,no,no,697
44,admin.,married,high.school,no,yes,no,1315
46,admin.,married,high.school,no,yes,no,11969
33,entrepreneur,married,high.school,no,yes,no,30106
33,admin.,single,university.degree,no,no,no,24347
25,blue-collar,single,high.school,no,no,no,13514
41,technician,divorced,professional.course,no,yes,no,3084
37,admin.,single,university.degree,no,no,no,14611
38,admin.,single,university.degree,no,yes,yes,3127
40,technician,married,professional.course,no,yes,yes,341
59,entrepreneur,divorced,high.school,unknown,yes,no,25485
35,blue-collar,single,professional.course,no,yes,yes,34248
44,admin.,married,university.degree,no,yes,no,21204
34,technician,single,university.degree,no,yes,no,20947
38,admin.,married,university.degree,unknown,no,no,19149
40,technician,divorced,high.school,no,yes,yes,21271
34,blue-collar,married,professional.course,no,unknown,unknown,5739
39,blue-collar,married,basic.9y,unknown,yes,yes,14174
55,admin.,married,university.degree,unknown,no,yes,8233
31,technician,married,professional.course,no,yes,no,4355
30,unemployed,single,high.school,no,yes,no,31255
47,admin.,married,university.degree,no,no,no,34758
35,technician,married,professional.course,no,yes,yes,19048
42,admin.,married,high.school,no,yes,no,40344
31,blue-collar,single,high.school,no,no,yes,4903
31,admin.,single,university.degree,no,yes,no,7107
45,blue-collar,married,basic.9y,unknown,no,no,26370
37,admin.,married,high.school,no,unknown,unknown,25385
52,retired,married,professional.course,no,no,no,23889
36,admin.,single,university.degree,no,no,no,9474
51,admin.,divorced,university.degree,no,yes,no,19076
33,blue-collar,married,basic.9y,no,unknown,unknown,26456
25,technician,single,professional.course,no,yes,no,38641
28,technician,single,high.school,no,no,no,29053
42,entrepreneur,single,unknown,no,no,no,16023
31,unemployed,divorced,unknown,no,yes,no,17840
31,technician,single,professional.course,no,yes,no,37554
58,blue-collar,married,basic.9y,unknown,yes,no,34282
45,blue-collar,married,basic.4y,unknown,yes,no,20229
77,retired,married,basic.4y,no,yes,no,16073
30,blue-collar,married,high.school,no,yes,yes,14444
30,technician,single,university.degree,unknown,yes,no,37810
42,admin.,married,basic.9y,unknown,yes,no,11889
36,blue-collar,divorced,basic.9y,unknown,yes,no,1038
37,technician,single,university.degree,no,yes,no,36826
25,services,single,high.school,no,no,no,26930
41,management,married,university.degree,unknown,yes,no,9324
34,services,divorced,basic.6y,unknown,no,no,35848
29,management,married,basic.9y,no,no,no,12437
27,services,divorced,high.school,no,yes,no,3698
30,admin.,single,university.degree,no,no,no,39732
50,services,single,high.school,no,no,no,34147
48,technician,married,professional.course,no,no,no,13595
37,technician,divorced,professional.course,no,no,no,7289
51,technician,married,professional.course,no,yes,no,15001
33,technician,single,university.degree,no,no,no,28999
37,services,single,basic.9y,no,no,no,406
38,admin.,married,university.degree,no,yes,no,25425
36,student,single,basic.9y,unknown,yes,no,35400
51,blue-collar,married,basic.9y,no,yes,no,15500
39,blue-collar,married,basic.9y,unknown,no,no,13053
30,admin.,married,high.school,no,unknown,unknown,15164
47,technician,single,professional.course,unknown,no,no,33095
30,blue-collar,single,basic.9y,unknown,no,yes,19923
27,admin.,single,high.school,no,no,no,39988
40,housemaid,married,high.school,unknown,yes,no,12945
35,admin.,married,high.school,no,no,no,26354
32,management,married,university.degree,unknown,yes,yes,32609
34,admin.,married,university.degree,no,yes,no,2266
31,admin.,married,university.degree,no,no,no,11984
55,technician,married,basic.4y,no,no,yes,40799
30,blue-collar,married,basic.4y,no,yes,no,2515
49,blue-collar,married,basic.9y,unknown,no,no,13603
35,technician,single,professional.course,no,yes,no,14180
39,blue-collar,married,basic.6y,no,no,no,33700
25,admin.,single,high.school,no,yes,no,16127
42,housemaid,married,basic.9y,unknown,no,no,35875
35,admin.,single,university.degree,no,no,yes,35284
42,blue-collar,married,basic.4y,no,no,no,30363
56,retired,married,basic.4y,no,no,no,11188
44,admin.,married,university.degree,no,yes,no,19674
57,admin.,married,university.degree,no,yes,no,21532
28,admin.,married,university.degree,no,no,no,8869
39,services,married,high.school,unknown,yes,yes,19491
26,technician,single,high.school,no,yes,no,573
46,blue-collar,married,basic.9y,no,no,no,37639
20,services,single,high.school,no,yes,no,18227
36,blue-collar,married,basic.4y,no,yes,no,12058
33,admin.,single,high.school,no,no,no,20431
57,services,divorced,high.school,unknown,yes,no,40594
33,admin.,married,high.school,unknown,yes,no,24701
39,self-employed,married,university.degree,no,no,no,22886
51,housemaid,married,unknown,no,yes,yes,1072
40,admin.,married,university.degree,no,yes,no,7138
34,management,divorced,university.degree,no,no,no,5505
31,blue-collar,married,basic.9y,no,yes,yes,11597
49,blue-collar,married,basic.9y,no,yes,no,5986
36,management,married,university.degree,no,yes,no,38135
32,blue-collar,married,high.school,unknown,no,no,40954
53,blue-collar,married,unknown,no,no,no,9487
31,services,married,high.school,unknown,no,yes,2158
34,services,single,high.school,no,yes,no,20823
38,services,married,basic.6y,unknown,yes,no,30368
30,technician,single,professional.course,no,no,no,31238
31,technician,single,professional.course,no,yes,no,8060
45,technician,married,professional.course,no,yes,yes,20279
37,technician,single,professional.course,no,yes,no,39818
45,management,married,university.degree,no,yes,no,19205
32,technician,single,university.degree,no,no,no,5566
30,admin.,single,university.degree,no,yes,yes,25436
25,admin.,single,high.school,no,no,no,35793
57,admin.,married,university.degree,unknown,yes,yes,13204
32,technician,single,university.degree,no,no,no,27202
39,management,single,high.school,unknown,yes,no,25871
31,technician,single,university.degree,no,yes,yes,5326
29,admin.,single,high.school,no,yes,yes,36104
47,housemaid,married,high.school,unknown,yes,no,2257
53,blue-collar,married,basic.9y,no,yes,no,9256
30,blue-collar,single,basic.9y,no,no,no,22947
30,blue-collar,divorced,high.school,no,no,no,36323
42,technician,married,basic.9y,no,no,no,35199
42,blue-collar,married,basic.9y,unknown,yes,no,13629
31,admin.,single,university.degree,no,yes,yes,5404
42,entrepreneur,married,high.school,no,no,no,13385
31,technician,married,professional.course,no,no,no,36986
37,admin.,single,high.school,no,no,no,28515
36,technician,single,high.school,no,yes,yes,4229
56,technician,married,professional.course,unknown,no,yes,32575
25,self-employed,single,university.degree,no,no,no,31031
41,blue-collar,married,basic.9y,unknown,yes,yes,28732
36,admin.,married,university.degree,no,yes,no,13789
48,admin.,married,high.school,unknown,no,no,36802
35,admin.,married,university.degree,no,no,no,9303
45,blue-collar,married,professional.course,no,yes,no,13338
28,blue-collar,single,basic.6y,no,no,no,40653
63,retired,married,high.school,no,no,no,21152
26,entrepreneur,married,professional.course,no,yes,no,21750
